"ano";"categoria";"frequencia";"vl_remun_dezembro_nom";"is_total";"periodo_metodologico";"cnae_subclasse";"remuneracao_media_nominal"
2019;"53 - Distrito Federal";19;28798,8300000038;FALSE;"2006-2021";"2452";1515,72789473704
2018;"Total";12941;40726785,3400001;TRUE;"2006-2021";"2452";3147,1126914458
2018;"11 - Rondônia";19;35034,290000001;FALSE;"2006-2021";"2452";1843,91000000005
2018;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2018;"13 - Amazonas";492;1829077,40999992;FALSE;"2006-2021";"2452";3717,63701219496
2018;"15 - Pará";8;10111,5900000017;FALSE;"2006-2021";"2452";1263,94875000021
2018;"21 - Maranhão";36;48692,7699999996;FALSE;"2006-2021";"2452";1352,57694444443
2018;"22 - Piauí";7;8316;FALSE;"2006-2021";"2452";1188
2018;"23 - Ceará";112;141612,430000003;FALSE;"2006-2021";"2452";1264,3966964286
2018;"24 - Rio Grande do Norte";2;2300;FALSE;"2006-2021";"2452";1150
2018;"25 - Paraíba";9;9421,77999999933;FALSE;"2006-2021";"2452";1046,86444444437
2018;"26 - Pernambuco";0;0;FALSE;"2006-2021";"2452";NA
2018;"27 - Alagoas";0;0;FALSE;"2006-2021";"2452";NA
2018;"28 - Sergipe";10;13914,8900000006;FALSE;"2006-2021";"2452";1391,48900000006
2018;"29 - Bahia";24;35285,8100000015;FALSE;"2006-2021";"2452";1470,2420833334
2018;"31 - Minas Gerais";2289;8018536,26000014;FALSE;"2006-2021";"2452";3503,07394495419
2018;"32 - Espírito Santo";30;49416,0900000045;FALSE;"2006-2021";"2452";1647,20300000015
2018;"33 - Rio de Janeiro";382;861725,350000008;FALSE;"2006-2021";"2452";2255,82552356023
2018;"35 - São Paulo";5283;15460221,7299999;FALSE;"2006-2021";"2452";2926,40956464128
2018;"41 - Paraná";2807;10591895,4700001;FALSE;"2006-2021";"2452";3773,38634485219
2018;"42 - Santa Catarina";706;1711157,97000002;FALSE;"2006-2021";"2452";2423,73650141646
2018;"43 - Rio Grande do Sul";542;1467384,92000002;FALSE;"2006-2021";"2452";2707,35225092255
2018;"50 - Mato Grosso do Sul";25;72921,6300000101;FALSE;"2006-2021";"2452";2916,8652000004
2018;"51 - Mato Grosso";3;3368;FALSE;"2006-2021";"2452";1122,66666666667
2018;"52 - Goiás";140;331787,810000021;FALSE;"2006-2021";"2452";2369,91292857158
2018;"53 - Distrito Federal";15;24603,1400000029;FALSE;"2006-2021";"2452";1640,20933333353
2017;"Total";12730;37778095,1499996;TRUE;"2006-2021";"2452";2967,64298114687
2017;"11 - Rondônia";28;51453,2200000007;FALSE;"2006-2021";"2452";1837,61500000003
2017;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2017;"13 - Amazonas";463;1548441,35000001;FALSE;"2006-2021";"2452";3344,36576673868
2017;"15 - Pará";9;10617,71;FALSE;"2006-2021";"2452";1179,74555555556
2017;"17 - Tocantins";0;0;FALSE;"2006-2021";"2452";NA
2017;"21 - Maranhão";33;41668,879999991;FALSE;"2006-2021";"2452";1262,69333333306
2017;"22 - Piauí";8;8540,48999999836;FALSE;"2006-2021";"2452";1067,5612499998
2017;"23 - Ceará";113;136589,170000009;FALSE;"2006-2021";"2452";1208,75371681424
2017;"24 - Rio Grande do Norte";9;11263,3500000015;FALSE;"2006-2021";"2452";1251,4833333335
2017;"25 - Paraíba";10;9113,62999999709;FALSE;"2006-2021";"2452";911,362999999709
2017;"26 - Pernambuco";0;0;FALSE;"2006-2021";"2452";NA
2017;"27 - Alagoas";3;3137;FALSE;"2006-2021";"2452";1045,66666666667
2017;"28 - Sergipe";43;79505,5399999861;FALSE;"2006-2021";"2452";1848,9660465113
2017;"29 - Bahia";56;95578,3699999955;FALSE;"2006-2021";"2452";1706,75660714278
2017;"31 - Minas Gerais";2079;7705550,22999991;FALSE;"2006-2021";"2452";3706,37336700332
2017;"32 - Espírito Santo";20;31115,0600000042;FALSE;"2006-2021";"2452";1555,75300000021
2017;"33 - Rio de Janeiro";427;941871,870000006;FALSE;"2006-2021";"2452";2205,78892271664
2017;"35 - São Paulo";5157;14053968,8999999;FALSE;"2006-2021";"2452";2725,22181500871
2017;"41 - Paraná";2691;9160996,1699998;FALSE;"2006-2021";"2452";3404,30924191743
2017;"42 - Santa Catarina";649;1548653,37000003;FALSE;"2006-2021";"2452";2386,21474576276
2017;"43 - Rio Grande do Sul";745;1933791,75;FALSE;"2006-2021";"2452";2595,69362416107
2017;"50 - Mato Grosso do Sul";31;68807,8599999957;FALSE;"2006-2021";"2452";2219,60838709664
2017;"51 - Mato Grosso";0;0;FALSE;"2006-2021";"2452";NA
2017;"52 - Goiás";136;297225,559999997;FALSE;"2006-2021";"2452";2185,48205882351
2017;"53 - Distrito Federal";20;40205,6699999981;FALSE;"2006-2021";"2452";2010,2834999999
2016;"Total";13031;36866400,2000002;TRUE;"2006-2021";"2452";2829,1305502264
2016;"11 - Rondônia";31;54813,5200000051;FALSE;"2006-2021";"2452";1768,17806451629
2016;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2016;"13 - Amazonas";456;1253601,54000001;FALSE;"2006-2021";"2452";2749,12618421055
2016;"15 - Pará";10;12574,6800000053;FALSE;"2006-2021";"2452";1257,46800000053
2016;"17 - Tocantins";0;0;FALSE;"2006-2021";"2452";NA
2016;"21 - Maranhão";36;44923,8300000113;FALSE;"2006-2021";"2452";1247,88416666698
2016;"22 - Piauí";9;9092,25999999978;FALSE;"2006-2021";"2452";1010,25111111109
2016;"23 - Ceará";149;166404,030000005;FALSE;"2006-2021";"2452";1116,80557046983
2016;"24 - Rio Grande do Norte";9;10969,4199999999;FALSE;"2006-2021";"2452";1218,82444444443
2016;"25 - Paraíba";12;10949,4899999965;FALSE;"2006-2021";"2452";912,457499999708
2016;"26 - Pernambuco";1;0;FALSE;"2006-2021";"2452";0
2016;"27 - Alagoas";0;0;FALSE;"2006-2021";"2452";NA
2016;"28 - Sergipe";39;62979,4700000007;FALSE;"2006-2021";"2452";1614,85820512822
2016;"29 - Bahia";52;88684,3500000052;FALSE;"2006-2021";"2452";1705,46826923087
2016;"31 - Minas Gerais";2096;7136217,15000013;FALSE;"2006-2021";"2452";3404,68375477105
2016;"32 - Espírito Santo";21;30434,810000007;FALSE;"2006-2021";"2452";1449,276666667
2016;"33 - Rio de Janeiro";414;859459,599999974;FALSE;"2006-2021";"2452";2075,98937198061
2016;"35 - São Paulo";5256;13704033,0500001;FALSE;"2006-2021";"2452";2607,31222412483
2016;"41 - Paraná";2830;9606871,59999999;FALSE;"2006-2021";"2452";3394,65427561837
2016;"42 - Santa Catarina";670;1545384,56999999;FALSE;"2006-2021";"2452";2306,54413432834
2016;"43 - Rio Grande do Sul";741;1866409,23999998;FALSE;"2006-2021";"2452";2518,77090418351
2016;"50 - Mato Grosso do Sul";5;7364,46000000089;FALSE;"2006-2021";"2452";1472,89200000018
2016;"51 - Mato Grosso";2;1760;FALSE;"2006-2021";"2452";880
2016;"52 - Goiás";168;352427,069999994;FALSE;"2006-2021";"2452";2097,78017857139
2016;"53 - Distrito Federal";24;41046,0600000061;FALSE;"2006-2021";"2452";1710,25250000025
2015;"Total";13792;35313148,1499998;TRUE;"2006-2021";"2452";2560,40807352087
2015;"11 - Rondônia";53;107380,949999996;FALSE;"2006-2021";"2452";2026,05566037728
2015;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2015;"13 - Amazonas";513;1178795,64999998;FALSE;"2006-2021";"2452";2297,84727095513
2015;"15 - Pará";22;25361,9300000025;FALSE;"2006-2021";"2452";1152,81500000011
2015;"17 - Tocantins";0;0;FALSE;"2006-2021";"2452";NA
2015;"21 - Maranhão";27;24472,4699999969;FALSE;"2006-2021";"2452";906,387777777663
2015;"22 - Piauí";8;7664,39999999851;FALSE;"2006-2021";"2452";958,049999999814
2015;"23 - Ceará";164;156875,509999989;FALSE;"2006-2021";"2452";956,557987804811
2015;"24 - Rio Grande do Norte";16;18377,8499999996;FALSE;"2006-2021";"2452";1148,61562499997
2015;"25 - Paraíba";12;9954,08000000007;FALSE;"2006-2021";"2452";829,506666666673
2015;"26 - Pernambuco";2;4197,56999999844;FALSE;"2006-2021";"2452";2098,78499999922
2015;"27 - Alagoas";0;0;FALSE;"2006-2021";"2452";NA
2015;"28 - Sergipe";48;78741,6000000099;FALSE;"2006-2021";"2452";1640,45000000021
2015;"29 - Bahia";60;88057,1900000013;FALSE;"2006-2021";"2452";1467,61983333336
2015;"31 - Minas Gerais";2213;6879414,52999989;FALSE;"2006-2021";"2452";3108,63738364207
2015;"32 - Espírito Santo";16;21091,3699999992;FALSE;"2006-2021";"2452";1318,21062499995
2015;"33 - Rio de Janeiro";606;1241502,55999996;FALSE;"2006-2021";"2452";2048,68409240917
2015;"35 - São Paulo";5504;12998855,03;FALSE;"2006-2021";"2452";2361,71057957849
2015;"41 - Paraná";2858;8958351,52999996;FALSE;"2006-2021";"2452";3134,48269069278
2015;"42 - Santa Catarina";677;1420484,86000001;FALSE;"2006-2021";"2452";2098,20511078288
2015;"43 - Rio Grande do Sul";784;1719420,13000002;FALSE;"2006-2021";"2452";2193,13792091839
2015;"50 - Mato Grosso do Sul";5;10606,4000000022;FALSE;"2006-2021";"2452";2121,28000000044
2015;"51 - Mato Grosso";4;4524,9299999997;FALSE;"2006-2021";"2452";1131,23249999993
2015;"52 - Goiás";178;320818,299999999;FALSE;"2006-2021";"2452";1802,34999999999
2015;"53 - Distrito Federal";22;38199,3100000024;FALSE;"2006-2021";"2452";1736,33227272738
2014;"Total";15998;38140507,6300005;TRUE;"2006-2021";"2452";2384,07973684214
2014;"11 - Rondônia";63;103429,619999995;FALSE;"2006-2021";"2452";1641,73999999992
2014;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2014;"13 - Amazonas";507;1169598,67999998;FALSE;"2006-2021";"2452";2306,90074950686
2014;"15 - Pará";38;51184,4900000021;FALSE;"2006-2021";"2452";1346,96026315795
2014;"17 - Tocantins";1;1737,59999999963;FALSE;"2006-2021";"2452";1737,59999999963
2014;"21 - Maranhão";24;21431,9499999993;FALSE;"2006-2021";"2452";892,997916666637
2014;"22 - Piauí";7;5928;FALSE;"2006-2021";"2452";846,857142857143
2014;"23 - Ceará";225;238803,539999992;FALSE;"2006-2021";"2452";1061,34906666663
2014;"24 - Rio Grande do Norte";16;17103,7499999991;FALSE;"2006-2021";"2452";1068,98437499994
2014;"25 - Paraíba";11;8117,85000000242;FALSE;"2006-2021";"2452";737,986363636584
2014;"26 - Pernambuco";30;40677,9999999981;FALSE;"2006-2021";"2452";1355,93333333327
2014;"27 - Alagoas";1;724;FALSE;"2006-2021";"2452";724
2014;"28 - Sergipe";51;73858,1699999981;FALSE;"2006-2021";"2452";1448,19941176467
2014;"29 - Bahia";43;63585,1900000023;FALSE;"2006-2021";"2452";1478,72534883726
2014;"31 - Minas Gerais";2452;7362303,7600002;FALSE;"2006-2021";"2452";3002,57086460041
2014;"32 - Espírito Santo";23;25744,9299999988;FALSE;"2006-2021";"2452";1119,34478260864
2014;"33 - Rio de Janeiro";730;1359243,27000003;FALSE;"2006-2021";"2452";1861,97708219182
2014;"35 - São Paulo";6391;14298408,0800002;FALSE;"2006-2021";"2452";2237,27242685029
2014;"41 - Paraná";3444;9420991,89000002;FALSE;"2006-2021";"2452";2735,47964285715
2014;"42 - Santa Catarina";798;1550696,40000003;FALSE;"2006-2021";"2452";1943,22857142861
2014;"43 - Rio Grande do Sul";921;1947601,47000003;FALSE;"2006-2021";"2452";2114,65957654726
2014;"50 - Mato Grosso do Sul";1;0;FALSE;"2006-2021";"2452";0
2014;"51 - Mato Grosso";1;0;FALSE;"2006-2021";"2452";0
2014;"52 - Goiás";208;356324,090000031;FALSE;"2006-2021";"2452";1713,09658653861
2014;"53 - Distrito Federal";12;23012,9000000041;FALSE;"2006-2021";"2452";1917,74166666701
2013;"Total";18538;40647306,53;TRUE;"2006-2021";"2452";2192,64788704283
2013;"11 - Rondônia";41;67575,4900000049;FALSE;"2006-2021";"2452";1648,18268292695
2013;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2013;"13 - Amazonas";558;1072077,77000004;FALSE;"2006-2021";"2452";1921,28632616495
2013;"14 - Roraima";0;0;FALSE;"2006-2021";"2452";NA
2013;"15 - Pará";22;21369,0699999994;FALSE;"2006-2021";"2452";971,321363636336
2013;"17 - Tocantins";4;4104,39999999944;FALSE;"2006-2021";"2452";1026,09999999986
2013;"21 - Maranhão";74;68853,430000002;FALSE;"2006-2021";"2452";930,451756756784
2013;"22 - Piauí";18;9585,32000000123;FALSE;"2006-2021";"2452";532,517777777846
2013;"23 - Ceará";234;217081,019999992;FALSE;"2006-2021";"2452";927,696666666632
2013;"24 - Rio Grande do Norte";6;4668,31999999983;FALSE;"2006-2021";"2452";778,053333333305
2013;"25 - Paraíba";13;9906,79999999981;FALSE;"2006-2021";"2452";762,061538461524
2013;"26 - Pernambuco";8;17715,370000001;FALSE;"2006-2021";"2452";2214,42125000012
2013;"27 - Alagoas";3;2970,93999999948;FALSE;"2006-2021";"2452";990,31333333316
2013;"28 - Sergipe";52;59733,9200000004;FALSE;"2006-2021";"2452";1148,72923076924
2013;"29 - Bahia";55;65260,0200000089;FALSE;"2006-2021";"2452";1186,54581818198
2013;"31 - Minas Gerais";3016;8364334,51999999;FALSE;"2006-2021";"2452";2773,32046419098
2013;"32 - Espírito Santo";20;20607,3099999959;FALSE;"2006-2021";"2452";1030,3654999998
2013;"33 - Rio de Janeiro";864;1387128,94999997;FALSE;"2006-2021";"2452";1605,47332175922
2013;"35 - São Paulo";7273;15243999,7499999;FALSE;"2006-2021";"2452";2095,97136669873
2013;"41 - Paraná";4172;10143090,5300001;FALSE;"2006-2021";"2452";2431,22975311604
2013;"42 - Santa Catarina";829;1461758,75000001;FALSE;"2006-2021";"2452";1763,27955367914
2013;"43 - Rio Grande do Sul";989;1992090,45000001;FALSE;"2006-2021";"2452";2014,24716885744
2013;"50 - Mato Grosso do Sul";12;19890,8299999973;FALSE;"2006-2021";"2452";1657,56916666644
2013;"51 - Mato Grosso";14;12619,3100000005;FALSE;"2006-2021";"2452";901,379285714321
2013;"52 - Goiás";247;355650,330000009;FALSE;"2006-2021";"2452";1439,87987854255
2013;"53 - Distrito Federal";14;25233,9300000034;FALSE;"2006-2021";"2452";1802,42357142881
2012;"Total";19619;40662937,9200001;TRUE;"2006-2021";"2452";2072,63050716143
2012;"11 - Rondônia";56;85485,3399999989;FALSE;"2006-2021";"2452";1526,52392857141
2012;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2012;"13 - Amazonas";612;990790,159999997;FALSE;"2006-2021";"2452";1618,93816993464
2012;"14 - Roraima";0;0;FALSE;"2006-2021";"2452";NA
2012;"15 - Pará";19;16440,0200000014;FALSE;"2006-2021";"2452";865,26421052639
2012;"17 - Tocantins";4;3680,60000000056;FALSE;"2006-2021";"2452";920,15000000014
2012;"21 - Maranhão";78;63153,6700000064;FALSE;"2006-2021";"2452";809,662435897518
2012;"22 - Piauí";13;6496,55999999866;FALSE;"2006-2021";"2452";499,735384615282
2012;"23 - Ceará";209;182331,119999996;FALSE;"2006-2021";"2452";872,397703349263
2012;"24 - Rio Grande do Norte";5;3952,75999999978;FALSE;"2006-2021";"2452";790,551999999956
2012;"25 - Paraíba";8;5162,66999999993;FALSE;"2006-2021";"2452";645,333749999991
2012;"26 - Pernambuco";15;14057,0599999996;FALSE;"2006-2021";"2452";937,137333333307
2012;"27 - Alagoas";12;17640,5600000024;FALSE;"2006-2021";"2452";1470,04666666687
2012;"28 - Sergipe";27;22569,0300000031;FALSE;"2006-2021";"2452";835,890000000115
2012;"29 - Bahia";66;70991,6500000022;FALSE;"2006-2021";"2452";1075,63106060609
2012;"31 - Minas Gerais";3075;7425029,04999994;FALSE;"2006-2021";"2452";2414,64359349592
2012;"32 - Espírito Santo";13;11983,9300000016;FALSE;"2006-2021";"2452";921,840769230892
2012;"33 - Rio de Janeiro";795;1211982,83000004;FALSE;"2006-2021";"2452";1524,50670440257
2012;"35 - São Paulo";9052;18507220,4799999;FALSE;"2006-2021";"2452";2044,54490499336
2012;"41 - Paraná";3572;8817049,40000015;FALSE;"2006-2021";"2452";2468,37889137742
2012;"42 - Santa Catarina";778;1232466,19000001;FALSE;"2006-2021";"2452";1584,14677377893
2012;"43 - Rio Grande do Sul";982;1741673,01000002;FALSE;"2006-2021";"2452";1773,59776985745
2012;"50 - Mato Grosso do Sul";15;18496,2900000028;FALSE;"2006-2021";"2452";1233,08600000019
2012;"51 - Mato Grosso";21;18673,5300000012;FALSE;"2006-2021";"2452";889,215714285771
2012;"52 - Goiás";178;174345,650000005;FALSE;"2006-2021";"2452";979,469943820253
2012;"53 - Distrito Federal";14;21266,3600000031;FALSE;"2006-2021";"2452";1519,02571428594
2011;"Total";21538;41461183,03;TRUE;"2006-2021";"2452";1925,02474835175
2011;"11 - Rondônia";58;109498,040000003;FALSE;"2006-2021";"2452";1887,89724137936
2011;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2011;"13 - Amazonas";794;1319168,54999997;FALSE;"2006-2021";"2452";1661,42134760702
2011;"14 - Roraima";0;0;FALSE;"2006-2021";"2452";NA
2011;"15 - Pará";21;15201,8399999999;FALSE;"2006-2021";"2452";723,897142857138
2011;"17 - Tocantins";1;763;FALSE;"2006-2021";"2452";763
2011;"21 - Maranhão";75;54181,3000000026;FALSE;"2006-2021";"2452";722,417333333368
2011;"22 - Piauí";11;7781;FALSE;"2006-2021";"2452";707,363636363636
2011;"23 - Ceará";179;135153,030000008;FALSE;"2006-2021";"2452";755,04486033524
2011;"24 - Rio Grande do Norte";19;15566,1099999999;FALSE;"2006-2021";"2452";819,268947368416
2011;"25 - Paraíba";15;8386,09999999683;FALSE;"2006-2021";"2452";559,073333333122
2011;"26 - Pernambuco";33;29991,6400000015;FALSE;"2006-2021";"2452";908,837575757621
2011;"27 - Alagoas";19;18785,3400000001;FALSE;"2006-2021";"2452";988,702105263163
2011;"28 - Sergipe";51;48587,7600000044;FALSE;"2006-2021";"2452";952,701176470674
2011;"29 - Bahia";58;60090,4700000044;FALSE;"2006-2021";"2452";1036,04258620697
2011;"31 - Minas Gerais";3036;7091139,22000002;FALSE;"2006-2021";"2452";2335,68485507247
2011;"32 - Espírito Santo";26;19034,8299999991;FALSE;"2006-2021";"2452";732,108846153812
2011;"33 - Rio de Janeiro";670;899376,939999999;FALSE;"2006-2021";"2452";1342,35364179104
2011;"35 - São Paulo";10033;18979809,5200002;FALSE;"2006-2021";"2452";1891,73821588759
2011;"41 - Paraná";3426;7191865,17999977;FALSE;"2006-2021";"2452";2099,20174547571
2011;"42 - Santa Catarina";1778;3594286,32000004;FALSE;"2006-2021";"2452";2021,53336332961
2011;"43 - Rio Grande do Sul";1013;1630710,97999998;FALSE;"2006-2021";"2452";1609,78379072061
2011;"50 - Mato Grosso do Sul";11;11472,3500000006;FALSE;"2006-2021";"2452";1042,94090909096
2011;"51 - Mato Grosso";17;15298,6000000006;FALSE;"2006-2021";"2452";899,917647058859
2011;"52 - Goiás";179;179780,010000006;FALSE;"2006-2021";"2452";1004,3575977654
2011;"53 - Distrito Federal";15;25254,8999999939;FALSE;"2006-2021";"2452";1683,65999999959
2010;"Total";19555;34367720,5399998;TRUE;"2006-2021";"2452";1757,49018358475
2010;"11 - Rondônia";71;120185,499999993;FALSE;"2006-2021";"2452";1692,75352112666
2010;"12 - Acre";0;0;FALSE;"2006-2021";"2452";NA
2010;"13 - Amazonas";557;897915,340000013;FALSE;"2006-2021";"2452";1612,05626570918
2010;"14 - Roraima";0;0;FALSE;"2006-2021";"2452";NA
2010;"15 - Pará";12;7163,03999999911;FALSE;"2006-2021";"2452";596,919999999926
2010;"16 - Amapá";2;600;FALSE;"2006-2021";"2452";300
2010;"17 - Tocantins";1;1224;FALSE;"2006-2021";"2452";1224
2010;"21 - Maranhão";53;35960,849999994;FALSE;"2006-2021";"2452";678,506603773472
2010;"22 - Piauí";14;8020;FALSE;"2006-2021";"2452";572,857142857143
2010;"23 - Ceará";167;91335,3000000003;FALSE;"2006-2021";"2452";546,917964071858
2010;"24 - Rio Grande do Norte";11;8881,23000000045;FALSE;"2006-2021";"2452";807,384545454586
2010;"25 - Paraíba";6;2672,99999999814;FALSE;"2006-2021";"2452";445,49999999969
2010;"26 - Pernambuco";90;53378,4200000046;FALSE;"2006-2021";"2452";593,093555555607
2010;"27 - Alagoas";23;25524,6799999941;FALSE;"2006-2021";"2452";1109,76869565192
2010;"28 - Sergipe";51;41627,3300000103;FALSE;"2006-2021";"2452";816,222156862947
