"Competencia";"is_total";"UF";"cnae_subclasse";"Saldo_Movimentacao"
"Nov/2015";FALSE;"29 - Bahia";"2451";-2
"Nov/2015";FALSE;"29 - Bahia";"2452";0
"Nov/2015";FALSE;"31 - Minas Gerais";"2451";-106
"Nov/2015";FALSE;"31 - Minas Gerais";"2452";-19
"Nov/2015";FALSE;"32 - Espírito Santo";"2451";6
"Nov/2015";FALSE;"32 - Espírito Santo";"2452";-1
"Nov/2015";FALSE;"33 - Rio de Janeiro";"2451";-288
"Nov/2015";FALSE;"33 - Rio de Janeiro";"2452";-9
"Nov/2015";FALSE;"35 - São Paulo";"2451";-19
"Nov/2015";FALSE;"35 - São Paulo";"2452";-101
"Nov/2015";FALSE;"41 - Paraná";"2451";-13
"Nov/2015";FALSE;"41 - Paraná";"2452";-175
"Nov/2015";FALSE;"42 - Santa Catarina";"2451";-103
"Nov/2015";FALSE;"42 - Santa Catarina";"2452";-8
"Nov/2015";FALSE;"43 - Rio Grande do Sul";"2451";-146
"Nov/2015";FALSE;"43 - Rio Grande do Sul";"2452";-37
"Nov/2015";FALSE;"50 - Mato Grosso do Sul";"2451";-2
"Nov/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Nov/2015";FALSE;"51 - Mato Grosso";"2451";0
"Nov/2015";FALSE;"51 - Mato Grosso";"2452";0
"Nov/2015";FALSE;"52 - Goiás";"2451";-4
"Nov/2015";FALSE;"52 - Goiás";"2452";-9
"Out/2015";FALSE;"11 - Rondônia";"2451";2
"Out/2015";FALSE;"11 - Rondônia";"2452";3
"Out/2015";FALSE;"12 - Acre";"2451";-9
"Out/2015";FALSE;"12 - Acre";"2452";0
"Out/2015";FALSE;"13 - Amazonas";"2451";0
"Out/2015";FALSE;"13 - Amazonas";"2452";-39
"Out/2015";FALSE;"15 - Para";"2451";-5
"Out/2015";FALSE;"15 - Para";"2452";14
"Out/2015";FALSE;"21 - Maranhão";"2451";0
"Out/2015";FALSE;"21 - Maranhão";"2452";0
"Out/2015";FALSE;"22 - Piaui";"2451";0
"Out/2015";FALSE;"22 - Piaui";"2452";0
"Out/2015";FALSE;"23 - Ceará";"2451";-5
"Out/2015";FALSE;"23 - Ceará";"2452";4
"Out/2015";FALSE;"24 - Rio Grande do Norte";"2451";-2
"Out/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Out/2015";FALSE;"25 - Paraíba";"2451";0
"Out/2015";FALSE;"25 - Paraíba";"2452";0
"Out/2015";FALSE;"26 - Pernambuco";"2451";-7
"Out/2015";FALSE;"26 - Pernambuco";"2452";0
"Out/2015";FALSE;"27 - Alagoas";"2451";2
"Out/2015";FALSE;"27 - Alagoas";"2452";0
"Out/2015";FALSE;"28 - Sergipe";"2451";-2
"Out/2015";FALSE;"28 - Sergipe";"2452";6
"Out/2015";FALSE;"29 - Bahia";"2451";0
"Out/2015";FALSE;"29 - Bahia";"2452";3
"Out/2015";FALSE;"31 - Minas Gerais";"2451";63
"Out/2015";FALSE;"31 - Minas Gerais";"2452";-44
"Out/2015";FALSE;"32 - Espírito Santo";"2451";-2
"Out/2015";FALSE;"32 - Espírito Santo";"2452";0
"Out/2015";FALSE;"33 - Rio de Janeiro";"2451";-13
"Out/2015";FALSE;"33 - Rio de Janeiro";"2452";-28
"Out/2015";FALSE;"35 - São Paulo";"2451";-443
"Out/2015";FALSE;"35 - São Paulo";"2452";-48
"Out/2015";FALSE;"41 - Paraná";"2451";-15
"Out/2015";FALSE;"41 - Paraná";"2452";-57
"Out/2015";FALSE;"42 - Santa Catarina";"2451";-221
"Out/2015";FALSE;"42 - Santa Catarina";"2452";-17
"Out/2015";FALSE;"43 - Rio Grande do Sul";"2451";-78
"Out/2015";FALSE;"43 - Rio Grande do Sul";"2452";-5
"Out/2015";FALSE;"50 - Mato Grosso do Sul";"2451";3
"Out/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Out/2015";FALSE;"51 - Mato Grosso";"2451";-1
"Out/2015";FALSE;"51 - Mato Grosso";"2452";0
"Out/2015";FALSE;"52 - Goiás";"2451";2
"Out/2015";FALSE;"52 - Goiás";"2452";-9
"Set/2015";FALSE;"11 - Rondônia";"2451";2
"Set/2015";FALSE;"11 - Rondônia";"2452";-6
"Set/2015";FALSE;"12 - Acre";"2451";-3
"Set/2015";FALSE;"12 - Acre";"2452";0
"Set/2015";FALSE;"13 - Amazonas";"2451";0
"Set/2015";FALSE;"13 - Amazonas";"2452";3
"Set/2015";FALSE;"15 - Para";"2451";1
"Set/2015";FALSE;"15 - Para";"2452";-10
"Set/2015";FALSE;"21 - Maranhão";"2451";3
"Set/2015";FALSE;"21 - Maranhão";"2452";0
"Set/2015";FALSE;"22 - Piaui";"2451";-1
"Set/2015";FALSE;"22 - Piaui";"2452";0
"Set/2015";FALSE;"23 - Ceará";"2451";-5
"Set/2015";FALSE;"23 - Ceará";"2452";-6
"Set/2015";FALSE;"24 - Rio Grande do Norte";"2451";-1
"Set/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Set/2015";FALSE;"25 - Paraíba";"2451";-1
"Set/2015";FALSE;"25 - Paraíba";"2452";0
"Set/2015";FALSE;"26 - Pernambuco";"2451";-1
"Set/2015";FALSE;"26 - Pernambuco";"2452";0
"Set/2015";FALSE;"27 - Alagoas";"2451";-6
"Set/2015";FALSE;"27 - Alagoas";"2452";0
"Set/2015";FALSE;"28 - Sergipe";"2451";-2
"Set/2015";FALSE;"28 - Sergipe";"2452";-1
"Set/2015";FALSE;"29 - Bahia";"2451";0
"Set/2015";FALSE;"29 - Bahia";"2452";-1
"Set/2015";FALSE;"31 - Minas Gerais";"2451";4
"Set/2015";FALSE;"31 - Minas Gerais";"2452";-24
"Set/2015";FALSE;"32 - Espírito Santo";"2451";3
"Set/2015";FALSE;"32 - Espírito Santo";"2452";3
"Set/2015";FALSE;"33 - Rio de Janeiro";"2451";-38
"Set/2015";FALSE;"33 - Rio de Janeiro";"2452";-10
"Set/2015";FALSE;"35 - São Paulo";"2451";-167
"Set/2015";FALSE;"35 - São Paulo";"2452";-44
"Set/2015";FALSE;"41 - Paraná";"2451";-19
"Set/2015";FALSE;"41 - Paraná";"2452";-132
"Set/2015";FALSE;"42 - Santa Catarina";"2451";-181
"Set/2015";FALSE;"42 - Santa Catarina";"2452";-15
"Set/2015";FALSE;"43 - Rio Grande do Sul";"2451";-192
"Set/2015";FALSE;"43 - Rio Grande do Sul";"2452";0
"Set/2015";FALSE;"50 - Mato Grosso do Sul";"2451";2
"Set/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Set/2015";FALSE;"51 - Mato Grosso";"2451";-1
"Set/2015";FALSE;"51 - Mato Grosso";"2452";0
"Set/2015";FALSE;"52 - Goiás";"2451";-7
"Set/2015";FALSE;"52 - Goiás";"2452";0
"Ago/2015";FALSE;"11 - Rondônia";"2451";1
"Ago/2015";FALSE;"11 - Rondônia";"2452";-2
"Ago/2015";FALSE;"13 - Amazonas";"2451";0
"Ago/2015";FALSE;"13 - Amazonas";"2452";13
"Ago/2015";FALSE;"15 - Para";"2451";-1
"Ago/2015";FALSE;"15 - Para";"2452";-6
"Ago/2015";FALSE;"21 - Maranhão";"2451";-2
"Ago/2015";FALSE;"21 - Maranhão";"2452";0
"Ago/2015";FALSE;"22 - Piaui";"2451";0
"Ago/2015";FALSE;"22 - Piaui";"2452";0
"Ago/2015";FALSE;"23 - Ceará";"2451";-5
"Ago/2015";FALSE;"23 - Ceará";"2452";1
"Ago/2015";FALSE;"24 - Rio Grande do Norte";"2451";1
"Ago/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Ago/2015";FALSE;"25 - Paraíba";"2451";-1
"Ago/2015";FALSE;"25 - Paraíba";"2452";0
"Ago/2015";FALSE;"26 - Pernambuco";"2451";2
"Ago/2015";FALSE;"26 - Pernambuco";"2452";-1
"Ago/2015";FALSE;"27 - Alagoas";"2451";2
"Ago/2015";FALSE;"27 - Alagoas";"2452";0
"Ago/2015";FALSE;"28 - Sergipe";"2451";-2
"Ago/2015";FALSE;"28 - Sergipe";"2452";-1
"Ago/2015";FALSE;"29 - Bahia";"2451";2
"Ago/2015";FALSE;"29 - Bahia";"2452";-1
"Ago/2015";FALSE;"31 - Minas Gerais";"2451";-266
"Ago/2015";FALSE;"31 - Minas Gerais";"2452";-8
"Ago/2015";FALSE;"32 - Espírito Santo";"2451";-2
"Ago/2015";FALSE;"32 - Espírito Santo";"2452";0
"Ago/2015";FALSE;"33 - Rio de Janeiro";"2451";-105
"Ago/2015";FALSE;"33 - Rio de Janeiro";"2452";-4
"Ago/2015";FALSE;"35 - São Paulo";"2451";-380
"Ago/2015";FALSE;"35 - São Paulo";"2452";-65
"Ago/2015";FALSE;"41 - Paraná";"2451";-24
"Ago/2015";FALSE;"41 - Paraná";"2452";-74
"Ago/2015";FALSE;"42 - Santa Catarina";"2451";-318
"Ago/2015";FALSE;"42 - Santa Catarina";"2452";0
"Ago/2015";FALSE;"43 - Rio Grande do Sul";"2451";-114
"Ago/2015";FALSE;"43 - Rio Grande do Sul";"2452";-26
"Ago/2015";FALSE;"50 - Mato Grosso do Sul";"2451";-2
"Ago/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Ago/2015";FALSE;"51 - Mato Grosso";"2451";-3
"Ago/2015";FALSE;"51 - Mato Grosso";"2452";-1
"Ago/2015";FALSE;"52 - Goiás";"2451";7
"Ago/2015";FALSE;"52 - Goiás";"2452";-5
"Ago/2015";FALSE;"53 - Distrito Federal";"2451";1
"Ago/2015";FALSE;"53 - Distrito Federal";"2452";1
"Jul/2015";FALSE;"11 - Rondônia";"2451";0
"Jul/2015";FALSE;"11 - Rondônia";"2452";2
"Jul/2015";FALSE;"12 - Acre";"2451";-1
"Jul/2015";FALSE;"12 - Acre";"2452";0
"Jul/2015";FALSE;"13 - Amazonas";"2451";0
"Jul/2015";FALSE;"13 - Amazonas";"2452";28
"Jul/2015";FALSE;"15 - Para";"2451";3
"Jul/2015";FALSE;"15 - Para";"2452";2
"Jul/2015";FALSE;"21 - Maranhão";"2451";0
"Jul/2015";FALSE;"21 - Maranhão";"2452";-1
"Jul/2015";FALSE;"22 - Piaui";"2451";-1
"Jul/2015";FALSE;"22 - Piaui";"2452";0
"Jul/2015";FALSE;"23 - Ceará";"2451";-10
"Jul/2015";FALSE;"23 - Ceará";"2452";-1
"Jul/2015";FALSE;"26 - Pernambuco";"2451";-9
"Jul/2015";FALSE;"26 - Pernambuco";"2452";0
"Jul/2015";FALSE;"27 - Alagoas";"2451";7
"Jul/2015";FALSE;"27 - Alagoas";"2452";0
"Jul/2015";FALSE;"28 - Sergipe";"2451";3
"Jul/2015";FALSE;"28 - Sergipe";"2452";-1
"Jul/2015";FALSE;"29 - Bahia";"2451";-1
"Jul/2015";FALSE;"29 - Bahia";"2452";0
"Jul/2015";FALSE;"31 - Minas Gerais";"2451";-180
"Jul/2015";FALSE;"31 - Minas Gerais";"2452";-10
"Jul/2015";FALSE;"32 - Espírito Santo";"2451";0
"Jul/2015";FALSE;"32 - Espírito Santo";"2452";-2
"Jul/2015";FALSE;"33 - Rio de Janeiro";"2451";-17
"Jul/2015";FALSE;"33 - Rio de Janeiro";"2452";-7
"Jul/2015";FALSE;"35 - São Paulo";"2451";-124
"Jul/2015";FALSE;"35 - São Paulo";"2452";-97
"Jul/2015";FALSE;"41 - Paraná";"2451";-25
"Jul/2015";FALSE;"41 - Paraná";"2452";-80
"Jul/2015";FALSE;"42 - Santa Catarina";"2451";-63
"Jul/2015";FALSE;"42 - Santa Catarina";"2452";-37
"Jul/2015";FALSE;"43 - Rio Grande do Sul";"2451";-125
"Jul/2015";FALSE;"43 - Rio Grande do Sul";"2452";-8
"Jul/2015";FALSE;"50 - Mato Grosso do Sul";"2451";1
"Jul/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Jul/2015";FALSE;"51 - Mato Grosso";"2451";7
"Jul/2015";FALSE;"51 - Mato Grosso";"2452";0
"Jul/2015";FALSE;"52 - Goiás";"2451";-4
"Jul/2015";FALSE;"52 - Goiás";"2452";-3
"Jun/2015";FALSE;"11 - Rondônia";"2451";-3
"Jun/2015";FALSE;"11 - Rondônia";"2452";-4
"Jun/2015";FALSE;"13 - Amazonas";"2451";0
"Jun/2015";FALSE;"13 - Amazonas";"2452";3
"Jun/2015";FALSE;"15 - Para";"2451";1
"Jun/2015";FALSE;"15 - Para";"2452";8
"Jun/2015";FALSE;"21 - Maranhão";"2451";2
"Jun/2015";FALSE;"21 - Maranhão";"2452";1
"Jun/2015";FALSE;"22 - Piaui";"2451";-4
"Jun/2015";FALSE;"22 - Piaui";"2452";0
"Jun/2015";FALSE;"23 - Ceará";"2451";-16
"Jun/2015";FALSE;"23 - Ceará";"2452";-6
"Jun/2015";FALSE;"25 - Paraíba";"2451";1
"Jun/2015";FALSE;"25 - Paraíba";"2452";1
"Jun/2015";FALSE;"26 - Pernambuco";"2451";-5
"Jun/2015";FALSE;"26 - Pernambuco";"2452";-2
"Jun/2015";FALSE;"27 - Alagoas";"2451";11
"Jun/2015";FALSE;"27 - Alagoas";"2452";0
"Jun/2015";FALSE;"28 - Sergipe";"2451";0
"Jun/2015";FALSE;"28 - Sergipe";"2452";2
"Jun/2015";FALSE;"29 - Bahia";"2451";-2
"Jun/2015";FALSE;"29 - Bahia";"2452";-1
"Jun/2015";FALSE;"31 - Minas Gerais";"2451";-159
"Jun/2015";FALSE;"31 - Minas Gerais";"2452";-7
"Jun/2015";FALSE;"32 - Espírito Santo";"2451";-1
"Jun/2015";FALSE;"32 - Espírito Santo";"2452";-2
"Jun/2015";FALSE;"33 - Rio de Janeiro";"2451";-81
"Jun/2015";FALSE;"33 - Rio de Janeiro";"2452";-8
"Jun/2015";FALSE;"35 - São Paulo";"2451";-345
"Jun/2015";FALSE;"35 - São Paulo";"2452";-115
"Jun/2015";FALSE;"41 - Paraná";"2451";-45
"Jun/2015";FALSE;"41 - Paraná";"2452";-81
"Jun/2015";FALSE;"42 - Santa Catarina";"2451";-119
"Jun/2015";FALSE;"42 - Santa Catarina";"2452";-11
"Jun/2015";FALSE;"43 - Rio Grande do Sul";"2451";-109
"Jun/2015";FALSE;"43 - Rio Grande do Sul";"2452";-42
"Jun/2015";FALSE;"50 - Mato Grosso do Sul";"2451";1
"Jun/2015";FALSE;"50 - Mato Grosso do Sul";"2452";1
"Jun/2015";FALSE;"51 - Mato Grosso";"2451";-3
"Jun/2015";FALSE;"51 - Mato Grosso";"2452";0
"Jun/2015";FALSE;"52 - Goiás";"2451";2
"Jun/2015";FALSE;"52 - Goiás";"2452";-15
"Mai/2015";FALSE;"11 - Rondônia";"2451";0
"Mai/2015";FALSE;"11 - Rondônia";"2452";-6
"Mai/2015";FALSE;"12 - Acre";"2451";-1
"Mai/2015";FALSE;"12 - Acre";"2452";0
"Mai/2015";FALSE;"13 - Amazonas";"2451";0
"Mai/2015";FALSE;"13 - Amazonas";"2452";-3
"Mai/2015";FALSE;"15 - Para";"2451";0
"Mai/2015";FALSE;"15 - Para";"2452";3
"Mai/2015";FALSE;"21 - Maranhão";"2451";3
"Mai/2015";FALSE;"21 - Maranhão";"2452";0
"Mai/2015";FALSE;"22 - Piaui";"2451";0
"Mai/2015";FALSE;"22 - Piaui";"2452";0
"Mai/2015";FALSE;"23 - Ceará";"2451";-6
"Mai/2015";FALSE;"23 - Ceará";"2452";-10
"Mai/2015";FALSE;"25 - Paraíba";"2451";0
"Mai/2015";FALSE;"25 - Paraíba";"2452";0
"Mai/2015";FALSE;"26 - Pernambuco";"2451";-3
"Mai/2015";FALSE;"26 - Pernambuco";"2452";-1
"Mai/2015";FALSE;"27 - Alagoas";"2451";-1
"Mai/2015";FALSE;"27 - Alagoas";"2452";0
"Mai/2015";FALSE;"28 - Sergipe";"2451";13
"Mai/2015";FALSE;"28 - Sergipe";"2452";-3
"Mai/2015";FALSE;"29 - Bahia";"2451";-2
"Mai/2015";FALSE;"29 - Bahia";"2452";-1
"Mai/2015";FALSE;"31 - Minas Gerais";"2451";-227
"Mai/2015";FALSE;"31 - Minas Gerais";"2452";-26
"Mai/2015";FALSE;"32 - Espírito Santo";"2451";2
"Mai/2015";FALSE;"32 - Espírito Santo";"2452";-3
"Mai/2015";FALSE;"33 - Rio de Janeiro";"2451";-7
"Mai/2015";FALSE;"33 - Rio de Janeiro";"2452";-41
"Mai/2015";FALSE;"35 - São Paulo";"2451";-161
"Mai/2015";FALSE;"35 - São Paulo";"2452";-113
"Mai/2015";FALSE;"41 - Paraná";"2451";-29
"Mai/2015";FALSE;"41 - Paraná";"2452";-40
"Mai/2015";FALSE;"42 - Santa Catarina";"2451";-148
"Mai/2015";FALSE;"42 - Santa Catarina";"2452";5
"Mai/2015";FALSE;"43 - Rio Grande do Sul";"2451";-90
"Mai/2015";FALSE;"43 - Rio Grande do Sul";"2452";-17
"Mai/2015";FALSE;"50 - Mato Grosso do Sul";"2451";-5
"Mai/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Mai/2015";FALSE;"51 - Mato Grosso";"2451";-1
"Mai/2015";FALSE;"51 - Mato Grosso";"2452";0
"Mai/2015";FALSE;"52 - Goiás";"2451";2
"Mai/2015";FALSE;"52 - Goiás";"2452";-3
"Abr/2015";FALSE;"11 - Rondônia";"2451";0
"Abr/2015";FALSE;"11 - Rondônia";"2452";1
"Abr/2015";FALSE;"12 - Acre";"2451";1
"Abr/2015";FALSE;"12 - Acre";"2452";0
"Abr/2015";FALSE;"13 - Amazonas";"2451";0
"Abr/2015";FALSE;"13 - Amazonas";"2452";-14
"Abr/2015";FALSE;"15 - Para";"2451";-1
"Abr/2015";FALSE;"15 - Para";"2452";1
"Abr/2015";FALSE;"21 - Maranhão";"2451";-1
"Abr/2015";FALSE;"21 - Maranhão";"2452";-2
"Abr/2015";FALSE;"22 - Piaui";"2451";-2
"Abr/2015";FALSE;"22 - Piaui";"2452";0
"Abr/2015";FALSE;"23 - Ceará";"2451";6
"Abr/2015";FALSE;"23 - Ceará";"2452";-3
"Abr/2015";FALSE;"24 - Rio Grande do Norte";"2451";1
"Abr/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Abr/2015";FALSE;"25 - Paraíba";"2451";0
"Abr/2015";FALSE;"25 - Paraíba";"2452";1
"Abr/2015";FALSE;"26 - Pernambuco";"2451";1
"Abr/2015";FALSE;"26 - Pernambuco";"2452";0
"Abr/2015";FALSE;"27 - Alagoas";"2451";1
"Abr/2015";FALSE;"27 - Alagoas";"2452";0
"Abr/2015";FALSE;"28 - Sergipe";"2451";6
"Abr/2015";FALSE;"28 - Sergipe";"2452";2
"Abr/2015";FALSE;"29 - Bahia";"2451";0
"Abr/2015";FALSE;"29 - Bahia";"2452";-2
"Abr/2015";FALSE;"31 - Minas Gerais";"2451";-100
"Abr/2015";FALSE;"31 - Minas Gerais";"2452";-19
"Abr/2015";FALSE;"32 - Espírito Santo";"2451";-1
"Abr/2015";FALSE;"32 - Espírito Santo";"2452";-2
"Abr/2015";FALSE;"33 - Rio de Janeiro";"2451";27
"Abr/2015";FALSE;"33 - Rio de Janeiro";"2452";-17
"Abr/2015";FALSE;"35 - São Paulo";"2451";-171
"Abr/2015";FALSE;"35 - São Paulo";"2452";-112
"Abr/2015";FALSE;"41 - Paraná";"2451";-49
"Abr/2015";FALSE;"41 - Paraná";"2452";-46
"Abr/2015";FALSE;"42 - Santa Catarina";"2451";-33
"Abr/2015";FALSE;"42 - Santa Catarina";"2452";-2
"Abr/2015";FALSE;"43 - Rio Grande do Sul";"2451";-88
"Abr/2015";FALSE;"43 - Rio Grande do Sul";"2452";-2
"Abr/2015";FALSE;"50 - Mato Grosso do Sul";"2451";2
"Abr/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Abr/2015";FALSE;"51 - Mato Grosso";"2451";-5
"Abr/2015";FALSE;"51 - Mato Grosso";"2452";0
"Abr/2015";FALSE;"52 - Goiás";"2451";-4
"Abr/2015";FALSE;"52 - Goiás";"2452";0
"Mar/2015";FALSE;"11 - Rondônia";"2451";-1
"Mar/2015";FALSE;"11 - Rondônia";"2452";-2
"Mar/2015";FALSE;"12 - Acre";"2451";-2
"Mar/2015";FALSE;"12 - Acre";"2452";0
"Mar/2015";FALSE;"13 - Amazonas";"2451";0
"Mar/2015";FALSE;"13 - Amazonas";"2452";-3
"Mar/2015";FALSE;"15 - Para";"2451";0
"Mar/2015";FALSE;"15 - Para";"2452";6
"Mar/2015";FALSE;"21 - Maranhão";"2451";1
"Mar/2015";FALSE;"21 - Maranhão";"2452";-1
"Mar/2015";FALSE;"22 - Piaui";"2451";0
"Mar/2015";FALSE;"22 - Piaui";"2452";0
"Mar/2015";FALSE;"23 - Ceará";"2451";3
"Mar/2015";FALSE;"23 - Ceará";"2452";7
"Mar/2015";FALSE;"24 - Rio Grande do Norte";"2451";-3
"Mar/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Mar/2015";FALSE;"25 - Paraíba";"2451";0
"Mar/2015";FALSE;"25 - Paraíba";"2452";0
"Mar/2015";FALSE;"26 - Pernambuco";"2451";22
"Mar/2015";FALSE;"26 - Pernambuco";"2452";0
"Mar/2015";FALSE;"27 - Alagoas";"2451";1
"Mar/2015";FALSE;"27 - Alagoas";"2452";0
"Mar/2015";FALSE;"28 - Sergipe";"2451";1
"Mar/2015";FALSE;"28 - Sergipe";"2452";-2
"Mar/2015";FALSE;"29 - Bahia";"2451";7
"Mar/2015";FALSE;"29 - Bahia";"2452";-1
"Mar/2015";FALSE;"31 - Minas Gerais";"2451";-75
"Mar/2015";FALSE;"31 - Minas Gerais";"2452";-32
"Mar/2015";FALSE;"32 - Espírito Santo";"2451";0
"Mar/2015";FALSE;"32 - Espírito Santo";"2452";0
"Mar/2015";FALSE;"33 - Rio de Janeiro";"2451";-57
"Mar/2015";FALSE;"33 - Rio de Janeiro";"2452";1
"Mar/2015";FALSE;"35 - São Paulo";"2451";-66
"Mar/2015";FALSE;"35 - São Paulo";"2452";-107
"Mar/2015";FALSE;"41 - Paraná";"2451";-23
"Mar/2015";FALSE;"41 - Paraná";"2452";58
"Mar/2015";FALSE;"42 - Santa Catarina";"2451";-24
"Mar/2015";FALSE;"42 - Santa Catarina";"2452";-1
"Mar/2015";FALSE;"43 - Rio Grande do Sul";"2451";-11
"Mar/2015";FALSE;"43 - Rio Grande do Sul";"2452";2
"Mar/2015";FALSE;"50 - Mato Grosso do Sul";"2451";-1
"Mar/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Mar/2015";FALSE;"51 - Mato Grosso";"2451";-11
"Mar/2015";FALSE;"51 - Mato Grosso";"2452";2
"Mar/2015";FALSE;"52 - Goiás";"2451";-3
"Mar/2015";FALSE;"52 - Goiás";"2452";7
"Mar/2015";FALSE;"53 - Distrito Federal";"2451";0
"Mar/2015";FALSE;"53 - Distrito Federal";"2452";-1
"Fev/2015";FALSE;"11 - Rondônia";"2451";-1
"Fev/2015";FALSE;"11 - Rondônia";"2452";0
"Fev/2015";FALSE;"13 - Amazonas";"2451";0
"Fev/2015";FALSE;"13 - Amazonas";"2452";-8
"Fev/2015";FALSE;"15 - Para";"2451";-1
"Fev/2015";FALSE;"15 - Para";"2452";-7
"Fev/2015";FALSE;"17 - Tocantins";"2451";0
"Fev/2015";FALSE;"17 - Tocantins";"2452";-1
"Fev/2015";FALSE;"21 - Maranhão";"2451";-1
"Fev/2015";FALSE;"21 - Maranhão";"2452";-1
"Fev/2015";FALSE;"22 - Piaui";"2451";-1
"Fev/2015";FALSE;"22 - Piaui";"2452";0
"Fev/2015";FALSE;"23 - Ceará";"2451";-4
"Fev/2015";FALSE;"23 - Ceará";"2452";-2
"Fev/2015";FALSE;"24 - Rio Grande do Norte";"2451";-4
"Fev/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Fev/2015";FALSE;"25 - Paraíba";"2451";1
"Fev/2015";FALSE;"25 - Paraíba";"2452";0
"Fev/2015";FALSE;"26 - Pernambuco";"2451";20
"Fev/2015";FALSE;"26 - Pernambuco";"2452";0
"Fev/2015";FALSE;"27 - Alagoas";"2451";0
"Fev/2015";FALSE;"27 - Alagoas";"2452";0
"Fev/2015";FALSE;"28 - Sergipe";"2451";0
"Fev/2015";FALSE;"28 - Sergipe";"2452";-2
"Fev/2015";FALSE;"29 - Bahia";"2451";0
"Fev/2015";FALSE;"29 - Bahia";"2452";1
"Fev/2015";FALSE;"31 - Minas Gerais";"2451";-16
"Fev/2015";FALSE;"31 - Minas Gerais";"2452";33
"Fev/2015";FALSE;"32 - Espírito Santo";"2451";-7
"Fev/2015";FALSE;"32 - Espírito Santo";"2452";1
"Fev/2015";FALSE;"33 - Rio de Janeiro";"2451";-18
"Fev/2015";FALSE;"33 - Rio de Janeiro";"2452";1
"Fev/2015";FALSE;"35 - São Paulo";"2451";-65
"Fev/2015";FALSE;"35 - São Paulo";"2452";-13
"Fev/2015";FALSE;"41 - Paraná";"2451";-8
"Fev/2015";FALSE;"41 - Paraná";"2452";51
"Fev/2015";FALSE;"42 - Santa Catarina";"2451";131
"Fev/2015";FALSE;"42 - Santa Catarina";"2452";-2
"Fev/2015";FALSE;"43 - Rio Grande do Sul";"2451";-67
"Fev/2015";FALSE;"43 - Rio Grande do Sul";"2452";11
"Fev/2015";FALSE;"50 - Mato Grosso do Sul";"2451";1
"Fev/2015";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Fev/2015";FALSE;"51 - Mato Grosso";"2451";-4
"Fev/2015";FALSE;"51 - Mato Grosso";"2452";0
"Fev/2015";FALSE;"52 - Goiás";"2451";5
"Fev/2015";FALSE;"52 - Goiás";"2452";1
"Fev/2015";FALSE;"53 - Distrito Federal";"2451";0
"Fev/2015";FALSE;"53 - Distrito Federal";"2452";1
"Jan/2015";FALSE;"11 - Rondônia";"2451";-3
"Jan/2015";FALSE;"11 - Rondônia";"2452";12
"Jan/2015";FALSE;"12 - Acre";"2451";-1
"Jan/2015";FALSE;"12 - Acre";"2452";0
"Jan/2015";FALSE;"13 - Amazonas";"2451";0
"Jan/2015";FALSE;"13 - Amazonas";"2452";-1
"Jan/2015";FALSE;"15 - Para";"2451";0
"Jan/2015";FALSE;"15 - Para";"2452";0
"Jan/2015";FALSE;"21 - Maranhão";"2451";-1
"Jan/2015";FALSE;"21 - Maranhão";"2452";1
"Jan/2015";FALSE;"23 - Ceará";"2451";5
"Jan/2015";FALSE;"23 - Ceará";"2452";-5
"Jan/2015";FALSE;"24 - Rio Grande do Norte";"2451";0
"Jan/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Jan/2015";FALSE;"25 - Paraíba";"2451";0
"Jan/2015";FALSE;"25 - Paraíba";"2452";0
"Jan/2015";FALSE;"26 - Pernambuco";"2451";3
"Jan/2015";FALSE;"26 - Pernambuco";"2452";0
"Jan/2015";FALSE;"27 - Alagoas";"2451";0
"Jan/2015";FALSE;"27 - Alagoas";"2452";-1
"Jan/2015";FALSE;"29 - Bahia";"2451";1
"Jan/2015";FALSE;"29 - Bahia";"2452";0
"Jan/2015";FALSE;"31 - Minas Gerais";"2451";34
"Jan/2015";FALSE;"31 - Minas Gerais";"2452";-6
"Jan/2015";FALSE;"32 - Espírito Santo";"2451";-4
"Jan/2015";FALSE;"32 - Espírito Santo";"2452";-1
"Jan/2015";FALSE;"33 - Rio de Janeiro";"2451";-6
"Jan/2015";FALSE;"33 - Rio de Janeiro";"2452";2
"Jan/2015";FALSE;"35 - São Paulo";"2451";4
"Jan/2015";FALSE;"35 - São Paulo";"2452";53
"Jan/2015";FALSE;"41 - Paraná";"2451";9
"Jan/2015";FALSE;"41 - Paraná";"2452";25
