"ano";"categoria";"frequencia";"is_total";"periodo_metodologico";"cnae_subclasse"
2023;"36,0 a 59,9 meses";4161;FALSE;"2022-atual";"2451"
2023;"60,0 a 119,9 meses";6512;FALSE;"2022-atual";"2451"
2023;"120,0 meses ou mais";10348;FALSE;"2022-atual";"2451"
2023;"{ñ class}";3;FALSE;"2022-atual";"2451"
2022;"Total";47390;TRUE;"2022-atual";"2451"
2022;"Ate 2,9 meses";2877;FALSE;"2022-atual";"2451"
2022;"3,0 a 5,9 meses";3198;FALSE;"2022-atual";"2451"
2022;"6,0 a 11,9 meses";5671;FALSE;"2022-atual";"2451"
2022;"12,0 a 23,9 meses";11016;FALSE;"2022-atual";"2451"
2022;"24,0 a 35,9 meses";3205;FALSE;"2022-atual";"2451"
2022;"36,0 a 59,9 meses";4892;FALSE;"2022-atual";"2451"
2022;"60,0 a 119,9 meses";6429;FALSE;"2022-atual";"2451"
2022;"120,0 meses ou mais";10096;FALSE;"2022-atual";"2451"
2022;"{ñ class}";6;FALSE;"2022-atual";"2451"
