"Competencia";"is_total";"UF";"cnae_subclasse";"Salario_Mensal"
"Nov/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Nov/2016";FALSE;"51 - Mato Grosso";"2451";15804
"Nov/2016";FALSE;"51 - Mato Grosso";"2452";0
"Nov/2016";FALSE;"52 - Goiás";"2451";5704
"Nov/2016";FALSE;"52 - Goiás";"2452";6252
"Out/2016";FALSE;"11 - Rondônia";"2451";900
"Out/2016";FALSE;"11 - Rondônia";"2452";0
"Out/2016";FALSE;"13 - Amazonas";"2451";0
"Out/2016";FALSE;"13 - Amazonas";"2452";35561
"Out/2016";FALSE;"15 - Para";"2451";1000
"Out/2016";FALSE;"15 - Para";"2452";0
"Out/2016";FALSE;"21 - Maranhão";"2451";890
"Out/2016";FALSE;"21 - Maranhão";"2452";981
"Out/2016";FALSE;"22 - Piaui";"2451";4394
"Out/2016";FALSE;"22 - Piaui";"2452";0
"Out/2016";FALSE;"23 - Ceará";"2451";2880
"Out/2016";FALSE;"23 - Ceará";"2452";1219
"Out/2016";FALSE;"24 - Rio Grande do Norte";"2451";2081
"Out/2016";FALSE;"24 - Rio Grande do Norte";"2452";0
"Out/2016";FALSE;"26 - Pernambuco";"2451";14697
"Out/2016";FALSE;"26 - Pernambuco";"2452";0
"Out/2016";FALSE;"27 - Alagoas";"2451";3028
"Out/2016";FALSE;"27 - Alagoas";"2452";0
"Out/2016";FALSE;"28 - Sergipe";"2451";1000
"Out/2016";FALSE;"28 - Sergipe";"2452";2628
"Out/2016";FALSE;"29 - Bahia";"2451";0
"Out/2016";FALSE;"29 - Bahia";"2452";960
"Out/2016";FALSE;"31 - Minas Gerais";"2451";665631
"Out/2016";FALSE;"31 - Minas Gerais";"2452";85650
"Out/2016";FALSE;"32 - Espírito Santo";"2451";4893
"Out/2016";FALSE;"32 - Espírito Santo";"2452";0
"Out/2016";FALSE;"33 - Rio de Janeiro";"2451";33316
"Out/2016";FALSE;"33 - Rio de Janeiro";"2452";24033
"Out/2016";FALSE;"35 - São Paulo";"2451";1135337
"Out/2016";FALSE;"35 - São Paulo";"2452";354949
"Out/2016";FALSE;"41 - Paraná";"2451";105533
"Out/2016";FALSE;"41 - Paraná";"2452";328843
"Out/2016";FALSE;"42 - Santa Catarina";"2451";886861
"Out/2016";FALSE;"42 - Santa Catarina";"2452";47367
"Out/2016";FALSE;"43 - Rio Grande do Sul";"2451";254831
"Out/2016";FALSE;"43 - Rio Grande do Sul";"2452";111425
"Out/2016";FALSE;"50 - Mato Grosso do Sul";"2451";7544
"Out/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Out/2016";FALSE;"51 - Mato Grosso";"2451";8181
"Out/2016";FALSE;"51 - Mato Grosso";"2452";0
"Out/2016";FALSE;"52 - Goiás";"2451";7087
"Out/2016";FALSE;"52 - Goiás";"2452";10233
"Set/2016";FALSE;"11 - Rondônia";"2451";4174
"Set/2016";FALSE;"11 - Rondônia";"2452";0
"Set/2016";FALSE;"13 - Amazonas";"2451";0
"Set/2016";FALSE;"13 - Amazonas";"2452";68335
"Set/2016";FALSE;"15 - Para";"2451";11545
"Set/2016";FALSE;"15 - Para";"2452";0
"Set/2016";FALSE;"21 - Maranhão";"2451";11713
"Set/2016";FALSE;"21 - Maranhão";"2452";2777
"Set/2016";FALSE;"22 - Piaui";"2451";3480
"Set/2016";FALSE;"22 - Piaui";"2452";0
"Set/2016";FALSE;"23 - Ceará";"2451";16406
"Set/2016";FALSE;"23 - Ceará";"2452";880
"Set/2016";FALSE;"24 - Rio Grande do Norte";"2451";1157
"Set/2016";FALSE;"24 - Rio Grande do Norte";"2452";0
"Set/2016";FALSE;"26 - Pernambuco";"2451";19770
"Set/2016";FALSE;"26 - Pernambuco";"2452";0
"Set/2016";FALSE;"27 - Alagoas";"2451";3222
"Set/2016";FALSE;"27 - Alagoas";"2452";0
"Set/2016";FALSE;"28 - Sergipe";"2451";0
"Set/2016";FALSE;"28 - Sergipe";"2452";3062
"Set/2016";FALSE;"29 - Bahia";"2451";6203
"Set/2016";FALSE;"29 - Bahia";"2452";0
"Set/2016";FALSE;"31 - Minas Gerais";"2451";712478
"Set/2016";FALSE;"31 - Minas Gerais";"2452";128964
"Set/2016";FALSE;"32 - Espírito Santo";"2451";5029
"Set/2016";FALSE;"32 - Espírito Santo";"2452";0
"Set/2016";FALSE;"33 - Rio de Janeiro";"2451";12059
"Set/2016";FALSE;"33 - Rio de Janeiro";"2452";35346
"Set/2016";FALSE;"35 - São Paulo";"2451";972151
"Set/2016";FALSE;"35 - São Paulo";"2452";378713
"Set/2016";FALSE;"41 - Paraná";"2451";43402
"Set/2016";FALSE;"41 - Paraná";"2452";252494
"Set/2016";FALSE;"42 - Santa Catarina";"2451";1170513
"Set/2016";FALSE;"42 - Santa Catarina";"2452";49300
"Set/2016";FALSE;"43 - Rio Grande do Sul";"2451";259663
"Set/2016";FALSE;"43 - Rio Grande do Sul";"2452";81235
"Set/2016";FALSE;"50 - Mato Grosso do Sul";"2451";24761
"Set/2016";FALSE;"50 - Mato Grosso do Sul";"2452";6624
"Set/2016";FALSE;"51 - Mato Grosso";"2451";20409
"Set/2016";FALSE;"51 - Mato Grosso";"2452";0
"Set/2016";FALSE;"52 - Goiás";"2451";5492
"Set/2016";FALSE;"52 - Goiás";"2452";17976
"Ago/2016";FALSE;"11 - Rondônia";"2451";5046
"Ago/2016";FALSE;"11 - Rondônia";"2452";0
"Ago/2016";FALSE;"12 - Acre";"2451";950
"Ago/2016";FALSE;"12 - Acre";"2452";0
"Ago/2016";FALSE;"13 - Amazonas";"2451";0
"Ago/2016";FALSE;"13 - Amazonas";"2452";80275
"Ago/2016";FALSE;"15 - Para";"2451";1000
"Ago/2016";FALSE;"15 - Para";"2452";0
"Ago/2016";FALSE;"21 - Maranhão";"2451";1050
"Ago/2016";FALSE;"21 - Maranhão";"2452";0
"Ago/2016";FALSE;"22 - Piaui";"2451";4517
"Ago/2016";FALSE;"22 - Piaui";"2452";0
"Ago/2016";FALSE;"23 - Ceará";"2451";3343
"Ago/2016";FALSE;"23 - Ceará";"2452";6590
"Ago/2016";FALSE;"26 - Pernambuco";"2451";20399
"Ago/2016";FALSE;"26 - Pernambuco";"2452";0
"Ago/2016";FALSE;"27 - Alagoas";"2451";8139
"Ago/2016";FALSE;"27 - Alagoas";"2452";0
"Ago/2016";FALSE;"28 - Sergipe";"2451";0
"Ago/2016";FALSE;"28 - Sergipe";"2452";1882
"Ago/2016";FALSE;"29 - Bahia";"2451";2375
"Ago/2016";FALSE;"29 - Bahia";"2452";0
"Ago/2016";FALSE;"31 - Minas Gerais";"2451";584611
"Ago/2016";FALSE;"31 - Minas Gerais";"2452";145477
"Ago/2016";FALSE;"32 - Espírito Santo";"2451";7437
"Ago/2016";FALSE;"32 - Espírito Santo";"2452";0
"Ago/2016";FALSE;"33 - Rio de Janeiro";"2451";2410
"Ago/2016";FALSE;"33 - Rio de Janeiro";"2452";39068
"Ago/2016";FALSE;"35 - São Paulo";"2451";1606832
"Ago/2016";FALSE;"35 - São Paulo";"2452";448839
"Ago/2016";FALSE;"41 - Paraná";"2451";114857
"Ago/2016";FALSE;"41 - Paraná";"2452";210839
"Ago/2016";FALSE;"42 - Santa Catarina";"2451";830503
"Ago/2016";FALSE;"42 - Santa Catarina";"2452";75944
"Ago/2016";FALSE;"43 - Rio Grande do Sul";"2451";421939
"Ago/2016";FALSE;"43 - Rio Grande do Sul";"2452";52377
"Ago/2016";FALSE;"50 - Mato Grosso do Sul";"2451";9982
"Ago/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Ago/2016";FALSE;"51 - Mato Grosso";"2451";11260
"Ago/2016";FALSE;"51 - Mato Grosso";"2452";0
"Ago/2016";FALSE;"52 - Goiás";"2451";5645
"Ago/2016";FALSE;"52 - Goiás";"2452";11392
"Jul/2016";FALSE;"11 - Rondônia";"2451";3261
"Jul/2016";FALSE;"11 - Rondônia";"2452";0
"Jul/2016";FALSE;"13 - Amazonas";"2451";0
"Jul/2016";FALSE;"13 - Amazonas";"2452";21945
"Jul/2016";FALSE;"15 - Para";"2451";9166
"Jul/2016";FALSE;"15 - Para";"2452";1277
"Jul/2016";FALSE;"21 - Maranhão";"2451";1728
"Jul/2016";FALSE;"21 - Maranhão";"2452";0
"Jul/2016";FALSE;"22 - Piaui";"2451";2110
"Jul/2016";FALSE;"22 - Piaui";"2452";0
"Jul/2016";FALSE;"23 - Ceará";"2451";13568
"Jul/2016";FALSE;"23 - Ceará";"2452";3651
"Jul/2016";FALSE;"25 - Paraíba";"2451";941
"Jul/2016";FALSE;"25 - Paraíba";"2452";1882
"Jul/2016";FALSE;"26 - Pernambuco";"2451";33241
"Jul/2016";FALSE;"26 - Pernambuco";"2452";0
"Jul/2016";FALSE;"27 - Alagoas";"2451";2148
"Jul/2016";FALSE;"27 - Alagoas";"2452";0
"Jul/2016";FALSE;"28 - Sergipe";"2451";1070
"Jul/2016";FALSE;"28 - Sergipe";"2452";1880
"Jul/2016";FALSE;"29 - Bahia";"2451";4920
"Jul/2016";FALSE;"29 - Bahia";"2452";3848
"Jul/2016";FALSE;"31 - Minas Gerais";"2451";620894
"Jul/2016";FALSE;"31 - Minas Gerais";"2452";163724
"Jul/2016";FALSE;"32 - Espírito Santo";"2451";2957
"Jul/2016";FALSE;"32 - Espírito Santo";"2452";0
"Jul/2016";FALSE;"33 - Rio de Janeiro";"2451";14813
"Jul/2016";FALSE;"33 - Rio de Janeiro";"2452";21786
"Jul/2016";FALSE;"35 - São Paulo";"2451";867442
"Jul/2016";FALSE;"35 - São Paulo";"2452";421191
"Jul/2016";FALSE;"41 - Paraná";"2451";107840
"Jul/2016";FALSE;"41 - Paraná";"2452";380123
"Jul/2016";FALSE;"42 - Santa Catarina";"2451";928336
"Jul/2016";FALSE;"42 - Santa Catarina";"2452";43236
"Jul/2016";FALSE;"43 - Rio Grande do Sul";"2451";374766
"Jul/2016";FALSE;"43 - Rio Grande do Sul";"2452";45025
"Jul/2016";FALSE;"50 - Mato Grosso do Sul";"2451";4400
"Jul/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Jul/2016";FALSE;"51 - Mato Grosso";"2451";13458
"Jul/2016";FALSE;"51 - Mato Grosso";"2452";0
"Jul/2016";FALSE;"52 - Goiás";"2451";8576
"Jul/2016";FALSE;"52 - Goiás";"2452";15886
"Jun/2016";FALSE;"11 - Rondônia";"2451";5483
"Jun/2016";FALSE;"11 - Rondônia";"2452";2925
"Jun/2016";FALSE;"13 - Amazonas";"2451";0
"Jun/2016";FALSE;"13 - Amazonas";"2452";65253
"Jun/2016";FALSE;"15 - Para";"2451";8356
"Jun/2016";FALSE;"15 - Para";"2452";0
"Jun/2016";FALSE;"21 - Maranhão";"2451";6428
"Jun/2016";FALSE;"21 - Maranhão";"2452";0
"Jun/2016";FALSE;"23 - Ceará";"2451";3045
"Jun/2016";FALSE;"23 - Ceará";"2452";8270
"Jun/2016";FALSE;"24 - Rio Grande do Norte";"2451";0
"Jun/2016";FALSE;"24 - Rio Grande do Norte";"2452";1185
"Jun/2016";FALSE;"25 - Paraíba";"2451";935
"Jun/2016";FALSE;"25 - Paraíba";"2452";0
"Jun/2016";FALSE;"26 - Pernambuco";"2451";4921
"Jun/2016";FALSE;"26 - Pernambuco";"2452";0
"Jun/2016";FALSE;"27 - Alagoas";"2451";3724
"Jun/2016";FALSE;"27 - Alagoas";"2452";0
"Jun/2016";FALSE;"28 - Sergipe";"2451";1070
"Jun/2016";FALSE;"28 - Sergipe";"2452";1880
"Jun/2016";FALSE;"29 - Bahia";"2451";2967
"Jun/2016";FALSE;"29 - Bahia";"2452";1500
"Jun/2016";FALSE;"31 - Minas Gerais";"2451";524163
"Jun/2016";FALSE;"31 - Minas Gerais";"2452";94224
"Jun/2016";FALSE;"32 - Espírito Santo";"2451";5905
"Jun/2016";FALSE;"32 - Espírito Santo";"2452";0
"Jun/2016";FALSE;"33 - Rio de Janeiro";"2451";44817
"Jun/2016";FALSE;"33 - Rio de Janeiro";"2452";33465
"Jun/2016";FALSE;"35 - São Paulo";"2451";1061240
"Jun/2016";FALSE;"35 - São Paulo";"2452";563875
"Jun/2016";FALSE;"41 - Paraná";"2451";114322
"Jun/2016";FALSE;"41 - Paraná";"2452";331758
"Jun/2016";FALSE;"42 - Santa Catarina";"2451";1809461
"Jun/2016";FALSE;"42 - Santa Catarina";"2452";59418
"Jun/2016";FALSE;"43 - Rio Grande do Sul";"2451";342078
"Jun/2016";FALSE;"43 - Rio Grande do Sul";"2452";53294
"Jun/2016";FALSE;"50 - Mato Grosso do Sul";"2451";10222
"Jun/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Jun/2016";FALSE;"51 - Mato Grosso";"2451";6449
"Jun/2016";FALSE;"51 - Mato Grosso";"2452";0
"Jun/2016";FALSE;"52 - Goiás";"2451";10314
"Jun/2016";FALSE;"52 - Goiás";"2452";26457
"Jun/2016";FALSE;"53 - Distrito Federal";"2451";0
"Jun/2016";FALSE;"53 - Distrito Federal";"2452";1738
"Mai/2016";FALSE;"11 - Rondônia";"2451";3280
"Mai/2016";FALSE;"11 - Rondônia";"2452";0
"Mai/2016";FALSE;"13 - Amazonas";"2451";0
"Mai/2016";FALSE;"13 - Amazonas";"2452";91225
"Mai/2016";FALSE;"15 - Para";"2451";6524
"Mai/2016";FALSE;"15 - Para";"2452";0
"Mai/2016";FALSE;"21 - Maranhão";"2451";1890
"Mai/2016";FALSE;"21 - Maranhão";"2452";0
"Mai/2016";FALSE;"22 - Piaui";"2451";3428
"Mai/2016";FALSE;"22 - Piaui";"2452";0
"Mai/2016";FALSE;"23 - Ceará";"2451";11415
"Mai/2016";FALSE;"23 - Ceará";"2452";4047
"Mai/2016";FALSE;"24 - Rio Grande do Norte";"2451";3236
"Mai/2016";FALSE;"24 - Rio Grande do Norte";"2452";0
"Mai/2016";FALSE;"25 - Paraíba";"2451";880
"Mai/2016";FALSE;"25 - Paraíba";"2452";0
"Mai/2016";FALSE;"26 - Pernambuco";"2451";36534
"Mai/2016";FALSE;"26 - Pernambuco";"2452";0
"Mai/2016";FALSE;"27 - Alagoas";"2451";6255
"Mai/2016";FALSE;"27 - Alagoas";"2452";0
"Mai/2016";FALSE;"28 - Sergipe";"2451";1950
"Mai/2016";FALSE;"28 - Sergipe";"2452";5136
"Mai/2016";FALSE;"31 - Minas Gerais";"2451";612821
"Mai/2016";FALSE;"31 - Minas Gerais";"2452";199264
"Mai/2016";FALSE;"32 - Espírito Santo";"2451";963
"Mai/2016";FALSE;"32 - Espírito Santo";"2452";1144
"Mai/2016";FALSE;"33 - Rio de Janeiro";"2451";40111
"Mai/2016";FALSE;"33 - Rio de Janeiro";"2452";51342
"Mai/2016";FALSE;"35 - São Paulo";"2451";1176728
"Mai/2016";FALSE;"35 - São Paulo";"2452";503088
"Mai/2016";FALSE;"41 - Paraná";"2451";70360
"Mai/2016";FALSE;"41 - Paraná";"2452";401967
"Mai/2016";FALSE;"42 - Santa Catarina";"2451";1124906
"Mai/2016";FALSE;"42 - Santa Catarina";"2452";76175
"Mai/2016";FALSE;"43 - Rio Grande do Sul";"2451";444695
"Mai/2016";FALSE;"43 - Rio Grande do Sul";"2452";56301
"Mai/2016";FALSE;"50 - Mato Grosso do Sul";"2451";6772
"Mai/2016";FALSE;"50 - Mato Grosso do Sul";"2452";4902
"Mai/2016";FALSE;"51 - Mato Grosso";"2451";21737
"Mai/2016";FALSE;"51 - Mato Grosso";"2452";0
"Mai/2016";FALSE;"52 - Goiás";"2451";6418
"Mai/2016";FALSE;"52 - Goiás";"2452";8983
"Abr/2016";FALSE;"11 - Rondônia";"2451";2088
"Abr/2016";FALSE;"11 - Rondônia";"2452";2940
"Abr/2016";FALSE;"13 - Amazonas";"2451";0
"Abr/2016";FALSE;"13 - Amazonas";"2452";56251
"Abr/2016";FALSE;"15 - Para";"2451";7468
"Abr/2016";FALSE;"15 - Para";"2452";0
"Abr/2016";FALSE;"21 - Maranhão";"2451";6200
"Abr/2016";FALSE;"21 - Maranhão";"2452";7986
"Abr/2016";FALSE;"22 - Piaui";"2451";1060
"Abr/2016";FALSE;"22 - Piaui";"2452";0
"Abr/2016";FALSE;"23 - Ceará";"2451";0
"Abr/2016";FALSE;"23 - Ceará";"2452";6596
"Abr/2016";FALSE;"26 - Pernambuco";"2451";10101
"Abr/2016";FALSE;"26 - Pernambuco";"2452";0
"Abr/2016";FALSE;"27 - Alagoas";"2451";978
"Abr/2016";FALSE;"27 - Alagoas";"2452";0
"Abr/2016";FALSE;"28 - Sergipe";"2451";880
"Abr/2016";FALSE;"28 - Sergipe";"2452";0
"Abr/2016";FALSE;"29 - Bahia";"2451";6450
"Abr/2016";FALSE;"29 - Bahia";"2452";1500
"Abr/2016";FALSE;"31 - Minas Gerais";"2451";864718
"Abr/2016";FALSE;"31 - Minas Gerais";"2452";120275
"Abr/2016";FALSE;"32 - Espírito Santo";"2451";9123
"Abr/2016";FALSE;"32 - Espírito Santo";"2452";0
"Abr/2016";FALSE;"33 - Rio de Janeiro";"2451";8232
"Abr/2016";FALSE;"33 - Rio de Janeiro";"2452";36983
"Abr/2016";FALSE;"35 - São Paulo";"2451";1085854
"Abr/2016";FALSE;"35 - São Paulo";"2452";589531
"Abr/2016";FALSE;"41 - Paraná";"2451";44798
"Abr/2016";FALSE;"41 - Paraná";"2452";577871
"Abr/2016";FALSE;"42 - Santa Catarina";"2451";406666
"Abr/2016";FALSE;"42 - Santa Catarina";"2452";46166
"Abr/2016";FALSE;"43 - Rio Grande do Sul";"2451";300768
"Abr/2016";FALSE;"43 - Rio Grande do Sul";"2452";89798
"Abr/2016";FALSE;"50 - Mato Grosso do Sul";"2451";10123
"Abr/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Abr/2016";FALSE;"51 - Mato Grosso";"2451";3445
"Abr/2016";FALSE;"51 - Mato Grosso";"2452";0
"Abr/2016";FALSE;"52 - Goiás";"2451";6990
"Abr/2016";FALSE;"52 - Goiás";"2452";23964
"Abr/2016";FALSE;"53 - Distrito Federal";"2451";0
"Abr/2016";FALSE;"53 - Distrito Federal";"2452";1100
"Mar/2016";FALSE;"11 - Rondônia";"2451";6407
"Mar/2016";FALSE;"11 - Rondônia";"2452";64515
"Mar/2016";FALSE;"13 - Amazonas";"2451";0
"Mar/2016";FALSE;"13 - Amazonas";"2452";27585
"Mar/2016";FALSE;"15 - Para";"2451";4900
"Mar/2016";FALSE;"15 - Para";"2452";0
"Mar/2016";FALSE;"21 - Maranhão";"2451";1802
"Mar/2016";FALSE;"21 - Maranhão";"2452";0
"Mar/2016";FALSE;"22 - Piaui";"2451";1760
"Mar/2016";FALSE;"22 - Piaui";"2452";0
"Mar/2016";FALSE;"23 - Ceará";"2451";12605
"Mar/2016";FALSE;"23 - Ceará";"2452";10160
"Mar/2016";FALSE;"24 - Rio Grande do Norte";"2451";1271
"Mar/2016";FALSE;"24 - Rio Grande do Norte";"2452";1500
"Mar/2016";FALSE;"25 - Paraíba";"2451";2640
"Mar/2016";FALSE;"25 - Paraíba";"2452";0
"Mar/2016";FALSE;"26 - Pernambuco";"2451";5090
"Mar/2016";FALSE;"26 - Pernambuco";"2452";0
"Mar/2016";FALSE;"28 - Sergipe";"2451";413
"Mar/2016";FALSE;"28 - Sergipe";"2452";4510
"Mar/2016";FALSE;"31 - Minas Gerais";"2451";1528443
"Mar/2016";FALSE;"31 - Minas Gerais";"2452";212440
"Mar/2016";FALSE;"32 - Espírito Santo";"2451";9764
"Mar/2016";FALSE;"32 - Espírito Santo";"2452";8703
"Mar/2016";FALSE;"33 - Rio de Janeiro";"2451";272193
"Mar/2016";FALSE;"33 - Rio de Janeiro";"2452";43069
"Mar/2016";FALSE;"35 - São Paulo";"2451";1077112
"Mar/2016";FALSE;"35 - São Paulo";"2452";613832
"Mar/2016";FALSE;"41 - Paraná";"2451";75617
"Mar/2016";FALSE;"41 - Paraná";"2452";522706
"Mar/2016";FALSE;"42 - Santa Catarina";"2451";828993
"Mar/2016";FALSE;"42 - Santa Catarina";"2452";67015
"Mar/2016";FALSE;"43 - Rio Grande do Sul";"2451";328585
"Mar/2016";FALSE;"43 - Rio Grande do Sul";"2452";69272
"Mar/2016";FALSE;"50 - Mato Grosso do Sul";"2451";12840
"Mar/2016";FALSE;"50 - Mato Grosso do Sul";"2452";2471
"Mar/2016";FALSE;"51 - Mato Grosso";"2451";4082
"Mar/2016";FALSE;"51 - Mato Grosso";"2452";0
"Mar/2016";FALSE;"52 - Goiás";"2451";4972
"Mar/2016";FALSE;"52 - Goiás";"2452";12009
"Fev/2016";FALSE;"11 - Rondônia";"2451";900
"Fev/2016";FALSE;"11 - Rondônia";"2452";1930
"Fev/2016";FALSE;"13 - Amazonas";"2451";0
"Fev/2016";FALSE;"13 - Amazonas";"2452";14623
"Fev/2016";FALSE;"15 - Para";"2451";7847
"Fev/2016";FALSE;"15 - Para";"2452";0
"Fev/2016";FALSE;"21 - Maranhão";"2451";3308
"Fev/2016";FALSE;"21 - Maranhão";"2452";2662
"Fev/2016";FALSE;"23 - Ceará";"2451";11979
"Fev/2016";FALSE;"23 - Ceará";"2452";4156
"Fev/2016";FALSE;"24 - Rio Grande do Norte";"2451";1975
"Fev/2016";FALSE;"24 - Rio Grande do Norte";"2452";0
"Fev/2016";FALSE;"25 - Paraíba";"2451";880
"Fev/2016";FALSE;"25 - Paraíba";"2452";0
"Fev/2016";FALSE;"26 - Pernambuco";"2451";15731
"Fev/2016";FALSE;"26 - Pernambuco";"2452";0
"Fev/2016";FALSE;"27 - Alagoas";"2451";2628
"Fev/2016";FALSE;"27 - Alagoas";"2452";0
"Fev/2016";FALSE;"28 - Sergipe";"2451";3380
"Fev/2016";FALSE;"28 - Sergipe";"2452";1760
"Fev/2016";FALSE;"29 - Bahia";"2451";3056
"Fev/2016";FALSE;"29 - Bahia";"2452";0
"Fev/2016";FALSE;"31 - Minas Gerais";"2451";826173
"Fev/2016";FALSE;"31 - Minas Gerais";"2452";222217
"Fev/2016";FALSE;"32 - Espírito Santo";"2451";9714
"Fev/2016";FALSE;"32 - Espírito Santo";"2452";1765
"Fev/2016";FALSE;"33 - Rio de Janeiro";"2451";33199
"Fev/2016";FALSE;"33 - Rio de Janeiro";"2452";67160
"Fev/2016";FALSE;"35 - São Paulo";"2451";1201108
"Fev/2016";FALSE;"35 - São Paulo";"2452";371679
"Fev/2016";FALSE;"41 - Paraná";"2451";125283
"Fev/2016";FALSE;"41 - Paraná";"2452";657697
"Fev/2016";FALSE;"42 - Santa Catarina";"2451";1241470
"Fev/2016";FALSE;"42 - Santa Catarina";"2452";92701
"Fev/2016";FALSE;"43 - Rio Grande do Sul";"2451";511719
"Fev/2016";FALSE;"43 - Rio Grande do Sul";"2452";77331
"Fev/2016";FALSE;"50 - Mato Grosso do Sul";"2451";10540
"Fev/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Fev/2016";FALSE;"51 - Mato Grosso";"2451";11730
"Fev/2016";FALSE;"51 - Mato Grosso";"2452";5140
"Fev/2016";FALSE;"52 - Goiás";"2451";5400
"Fev/2016";FALSE;"52 - Goiás";"2452";14545
"Fev/2016";FALSE;"53 - Distrito Federal";"2451";0
"Fev/2016";FALSE;"53 - Distrito Federal";"2452";1000
"Jan/2016";FALSE;"11 - Rondônia";"2451";1930
"Jan/2016";FALSE;"11 - Rondônia";"2452";11199
"Jan/2016";FALSE;"12 - Acre";"2451";2924
"Jan/2016";FALSE;"12 - Acre";"2452";0
"Jan/2016";FALSE;"13 - Amazonas";"2451";0
"Jan/2016";FALSE;"13 - Amazonas";"2452";55156
"Jan/2016";FALSE;"15 - Para";"2451";6620
"Jan/2016";FALSE;"15 - Para";"2452";0
"Jan/2016";FALSE;"17 - Tocantins";"2451";4499
"Jan/2016";FALSE;"17 - Tocantins";"2452";0
"Jan/2016";FALSE;"22 - Piaui";"2451";2259
"Jan/2016";FALSE;"22 - Piaui";"2452";0
"Jan/2016";FALSE;"23 - Ceará";"2451";16440
"Jan/2016";FALSE;"23 - Ceará";"2452";3550
"Jan/2016";FALSE;"26 - Pernambuco";"2451";21580
"Jan/2016";FALSE;"26 - Pernambuco";"2452";0
"Jan/2016";FALSE;"28 - Sergipe";"2451";0
"Jan/2016";FALSE;"28 - Sergipe";"2452";880
"Jan/2016";FALSE;"29 - Bahia";"2451";13506
"Jan/2016";FALSE;"29 - Bahia";"2452";1500
"Jan/2016";FALSE;"31 - Minas Gerais";"2451";857624
"Jan/2016";FALSE;"31 - Minas Gerais";"2452";151732
"Jan/2016";FALSE;"32 - Espírito Santo";"2451";3667
"Jan/2016";FALSE;"32 - Espírito Santo";"2452";0
"Jan/2016";FALSE;"33 - Rio de Janeiro";"2451";195351
"Jan/2016";FALSE;"33 - Rio de Janeiro";"2452";72351
"Jan/2016";FALSE;"35 - São Paulo";"2451";758902
"Jan/2016";FALSE;"35 - São Paulo";"2452";391222
"Jan/2016";FALSE;"41 - Paraná";"2451";38219
"Jan/2016";FALSE;"41 - Paraná";"2452";284771
"Jan/2016";FALSE;"42 - Santa Catarina";"2451";716029
"Jan/2016";FALSE;"42 - Santa Catarina";"2452";56382
"Jan/2016";FALSE;"43 - Rio Grande do Sul";"2451";184645
"Jan/2016";FALSE;"43 - Rio Grande do Sul";"2452";45013
"Jan/2016";FALSE;"50 - Mato Grosso do Sul";"2451";7158
"Jan/2016";FALSE;"50 - Mato Grosso do Sul";"2452";0
"Jan/2016";FALSE;"51 - Mato Grosso";"2451";10733
"Jan/2016";FALSE;"51 - Mato Grosso";"2452";0
"Jan/2016";FALSE;"52 - Goiás";"2451";6240
"Jan/2016";FALSE;"52 - Goiás";"2452";18606
"Jan/2016";FALSE;"53 - Distrito Federal";"2451";0
"Jan/2016";FALSE;"53 - Distrito Federal";"2452";1087
"Dez/2015";FALSE;"11 - Rondônia";"2451";2964
"Dez/2015";FALSE;"11 - Rondônia";"2452";2875
"Dez/2015";FALSE;"13 - Amazonas";"2451";1252
"Dez/2015";FALSE;"13 - Amazonas";"2452";86917
"Dez/2015";FALSE;"15 - Para";"2451";1200
"Dez/2015";FALSE;"15 - Para";"2452";5617
"Dez/2015";FALSE;"21 - Maranhão";"2451";4240
"Dez/2015";FALSE;"21 - Maranhão";"2452";788
"Dez/2015";FALSE;"22 - Piaui";"2451";1160
"Dez/2015";FALSE;"22 - Piaui";"2452";0
"Dez/2015";FALSE;"23 - Ceará";"2451";5955
"Dez/2015";FALSE;"23 - Ceará";"2452";2716
"Dez/2015";FALSE;"24 - Rio Grande do Norte";"2451";3152
"Dez/2015";FALSE;"24 - Rio Grande do Norte";"2452";0
"Dez/2015";FALSE;"25 - Paraíba";"2451";1672
"Dez/2015";FALSE;"25 - Paraíba";"2452";856
"Dez/2015";FALSE;"26 - Pernambuco";"2451";24514
"Dez/2015";FALSE;"26 - Pernambuco";"2452";0
"Dez/2015";FALSE;"27 - Alagoas";"2451";3159
"Dez/2015";FALSE;"27 - Alagoas";"2452";0
"Dez/2015";FALSE;"28 - Sergipe";"2451";810
"Dez/2015";FALSE;"28 - Sergipe";"2452";1857
"Dez/2015";FALSE;"29 - Bahia";"2451";1944
"Dez/2015";FALSE;"29 - Bahia";"2452";0
"Dez/2015";FALSE;"31 - Minas Gerais";"2451";1105642
"Dez/2015";FALSE;"31 - Minas Gerais";"2452";103479
"Dez/2015";FALSE;"32 - Espírito Santo";"2451";3160
"Dez/2015";FALSE;"32 - Espírito Santo";"2452";0
"Dez/2015";FALSE;"33 - Rio de Janeiro";"2451";387584
"Dez/2015";FALSE;"33 - Rio de Janeiro";"2452";22861
"Dez/2015";FALSE;"35 - São Paulo";"2451";1046584
