"ano";"categoria";"frequencia";"vl_remun_dezembro_nom";"is_total";"periodo_metodologico";"cnae_subclasse";"remuneracao_media_nominal"
2013;"28 - Sergipe";4;3051;FALSE;"2006-2021";"2451";762,75
2013;"29 - Bahia";82;129731,439999985;FALSE;"2006-2021";"2451";1582,09073170713
2013;"31 - Minas Gerais";13413;31130702,1099999;FALSE;"2006-2021";"2451";2320,93507119957
2013;"32 - Espírito Santo";117;194547,460000003;FALSE;"2006-2021";"2451";1662,79880341883
2013;"33 - Rio de Janeiro";1903;3901065,05999997;FALSE;"2006-2021";"2451";2049,95536521281
2013;"35 - São Paulo";15459;42493561,6799998;FALSE;"2006-2021";"2451";2748,79110421113
2013;"41 - Paraná";1659;3188726,65000001;FALSE;"2006-2021";"2451";1922,07754671489
2013;"42 - Santa Catarina";14875;37917300,4400002;FALSE;"2006-2021";"2451";2549,06221445379
2013;"43 - Rio Grande do Sul";5972;13385581,7299999;FALSE;"2006-2021";"2451";2241,39010884124
2013;"50 - Mato Grosso do Sul";152;236676,610000005;FALSE;"2006-2021";"2451";1557,08296052635
2013;"51 - Mato Grosso";71;89300,969999996;FALSE;"2006-2021";"2451";1257,76014084501
2013;"52 - Goiás";212;316456,790000009;FALSE;"2006-2021";"2451";1492,72070754721
2013;"53 - Distrito Federal";10;8932,44000000041;FALSE;"2006-2021";"2451";893,244000000041
2012;"Total";53814;118344393,01;TRUE;"2006-2021";"2451";2199,13764094845
2012;"11 - Rondônia";52;70423,1400000053;FALSE;"2006-2021";"2451";1354,29115384626
2012;"12 - Acre";9;7625,60000000149;FALSE;"2006-2021";"2451";847,288888889054
2012;"13 - Amazonas";41;50812,2200000025;FALSE;"2006-2021";"2451";1239,32243902445
2012;"14 - Roraima";10;9379,65999999922;FALSE;"2006-2021";"2451";937,965999999922
2012;"15 - Pará";65;70556,4700000016;FALSE;"2006-2021";"2451";1085,48415384618
2012;"17 - Tocantins";22;36053,5700000003;FALSE;"2006-2021";"2451";1638,79863636365
2012;"21 - Maranhão";35;29672,5500000017;FALSE;"2006-2021";"2451";847,787142857191
2012;"22 - Piauí";43;34605,9300000034;FALSE;"2006-2021";"2451";804,789069767521
2012;"23 - Ceará";244;266521,460000018;FALSE;"2006-2021";"2451";1092,30106557384
2012;"24 - Rio Grande do Norte";35;31347,410000002;FALSE;"2006-2021";"2451";895,640285714343
2012;"25 - Paraíba";43;32198,5500000035;FALSE;"2006-2021";"2451";748,803488372174
2012;"26 - Pernambuco";177;213164,109999998;FALSE;"2006-2021";"2451";1204,31700564971
2012;"27 - Alagoas";131;174453,459999996;FALSE;"2006-2021";"2451";1331,70580152669
2012;"28 - Sergipe";5;3421;FALSE;"2006-2021";"2451";684,2
2012;"29 - Bahia";85;136030,909999996;FALSE;"2006-2021";"2451";1600,36364705878
2012;"31 - Minas Gerais";12336;24152676,3100002;FALSE;"2006-2021";"2451";1957,90177610248
2012;"32 - Espírito Santo";51;88065,0199999949;FALSE;"2006-2021";"2451";1726,76509803912
2012;"33 - Rio de Janeiro";2392;4147673,74000002;FALSE;"2006-2021";"2451";1733,97731605352
2012;"35 - São Paulo";16166;41309481,2199998;FALSE;"2006-2021";"2451";2555,33101694914
2012;"41 - Paraná";1437;2507444,66000004;FALSE;"2006-2021";"2451";1744,9162560891
2012;"42 - Santa Catarina";14062;32601629,9899998;FALSE;"2006-2021";"2451";2318,42056535342
2012;"43 - Rio Grande do Sul";5961;11833885,69;FALSE;"2006-2021";"2451";1985,21819996645
2012;"50 - Mato Grosso do Sul";157;211613,090000006;FALSE;"2006-2021";"2451";1347,85407643316
2012;"51 - Mato Grosso";78;100189,580000003;FALSE;"2006-2021";"2451";1284,48179487183
2012;"52 - Goiás";174;222519,220000007;FALSE;"2006-2021";"2451";1278,84609195406
2012;"53 - Distrito Federal";3;2948,44999999925;FALSE;"2006-2021";"2451";982,816666666417
2011;"Total";59821;119898601,34;TRUE;"2006-2021";"2451";2004,28948596647
2011;"11 - Rondônia";61;65460,2199999979;FALSE;"2006-2021";"2451";1073,1183606557
2011;"12 - Acre";7;5341;FALSE;"2006-2021";"2451";763
2011;"13 - Amazonas";86;101564,560000001;FALSE;"2006-2021";"2451";1180,98325581397
2011;"14 - Roraima";7;5403,75999999885;FALSE;"2006-2021";"2451";771,96571428555
2011;"15 - Pará";85;86784,9699999979;FALSE;"2006-2021";"2451";1020,9996470588
2011;"17 - Tocantins";22;27782,0399999991;FALSE;"2006-2021";"2451";1262,81999999996
2011;"21 - Maranhão";33;22715,2499999981;FALSE;"2006-2021";"2451";688,340909090852
2011;"22 - Piauí";36;27034,6300000027;FALSE;"2006-2021";"2451";750,961944444519
2011;"23 - Ceará";200;175496,36999999;FALSE;"2006-2021";"2451";877,48184999995
2011;"24 - Rio Grande do Norte";24;17407,6699999999;FALSE;"2006-2021";"2451";725,319583333329
2011;"25 - Paraíba";38;30010,4700000044;FALSE;"2006-2021";"2451";789,749210526432
2011;"26 - Pernambuco";178;185304,279999999;FALSE;"2006-2021";"2451";1041,03528089887
2011;"27 - Alagoas";91;111013,889999996;FALSE;"2006-2021";"2451";1219,93285714281
2011;"28 - Sergipe";3;1897;FALSE;"2006-2021";"2451";632,333333333333
2011;"29 - Bahia";168;208001,810000007;FALSE;"2006-2021";"2451";1238,1060119048
2011;"31 - Minas Gerais";13689;24529603,0600001;FALSE;"2006-2021";"2451";1791,9207436628
2011;"32 - Espírito Santo";68;86934,6799999997;FALSE;"2006-2021";"2451";1278,45117647058
2011;"33 - Rio de Janeiro";2409;3891731,76000002;FALSE;"2006-2021";"2451";1615,49678704858
2011;"35 - São Paulo";18452;42963646,2200002;FALSE;"2006-2021";"2451";2328,40051051378
2011;"41 - Paraná";1534;2471952,00999996;FALSE;"2006-2021";"2451";1611,44198826595
2011;"42 - Santa Catarina";15390;32712992,9799997;FALSE;"2006-2021";"2451";2125,60058349576
2011;"43 - Rio Grande do Sul";6791;11672797,95;FALSE;"2006-2021";"2451";1718,86289942571
2011;"50 - Mato Grosso do Sul";147;157892,790000003;FALSE;"2006-2021";"2451";1074,10061224492
2011;"51 - Mato Grosso";105;117614,070000002;FALSE;"2006-2021";"2451";1120,13400000002
2011;"52 - Goiás";191;216824,870000011;FALSE;"2006-2021";"2451";1135,20874345555
2011;"53 - Distrito Federal";6;5393,02999999933;FALSE;"2006-2021";"2451";898,838333333222
2010;"Total";58126;107609340,14;TRUE;"2006-2021";"2451";1851,3116357568
2010;"11 - Rondônia";45;46773,9100000015;FALSE;"2006-2021";"2451";1039,42022222226
