"data";"ano";"mes";"ipca_indice_inflacao";"dolar_venda";"ipp_metalurgia_indice"
"01/12/2001";2001;12;1812,65;2,3627;NA
"01/01/2002";2002;1;1822,08;2,3779;NA
"01/02/2002";2002;2;1828,64;2,4196;NA
"01/03/2002";2002;3;1839,61;2,3466;NA
"01/04/2002";2002;4;1854,33;2,3204;NA
"01/05/2002";2002;5;1858,22;2,4804;NA
"01/06/2002";2002;6;1866,02;2,714;NA
"01/07/2002";2002;7;1888,23;2,9346;NA
"01/08/2002";2002;8;1900,5;3,1101;NA
"01/09/2002";2002;9;1914,18;3,342;NA
"01/10/2002";2002;10;1939,26;3,8059;NA
"01/11/2002";2002;11;1997,83;3,5764;NA
"01/12/2002";2002;12;2039,78;3,6259;NA
"01/01/2003";2003;1;2085,68;3,4384;NA
"01/02/2003";2003;2;2118,43;3,5908;NA
"01/03/2003";2003;3;2144,49;3,4469;NA
"01/04/2003";2003;4;2165,29;3,1187;NA
"01/05/2003";2003;5;2178,5;2,9557;NA
"01/06/2003";2003;6;2175,23;2,8832;NA
"01/07/2003";2003;7;2179,58;2,8798;NA
"01/08/2003";2003;8;2186,99;3,0025;NA
"01/09/2003";2003;9;2204,05;2,9228;NA
"01/10/2003";2003;10;2210,44;2,8615;NA
"01/11/2003";2003;11;2217,96;2,9138;NA
"01/12/2003";2003;12;2229,49;2,9253;NA
"01/01/2004";2004;1;2246,43;2,8518;NA
"01/02/2004";2004;2;2260,13;2,9303;NA
"01/03/2004";2004;3;2270,75;2,9055;NA
"01/04/2004";2004;4;2279,15;2,906;NA
"01/05/2004";2004;5;2290,77;3,1004;NA
"01/06/2004";2004;6;2307,03;3,1291;NA
"01/07/2004";2004;7;2328,02;3,0368;NA
"01/08/2004";2004;8;2344,08;3,0029;NA
"01/09/2004";2004;9;2351,82;2,8911;NA
"01/10/2004";2004;10;2362,17;2,8529;NA
"01/11/2004";2004;11;2378,47;2,786;NA
"01/12/2004";2004;12;2398,92;2,7182;NA
"01/01/2005";2005;1;2412,83;2,693;NA
"01/02/2005";2005;2;2427,07;2,5978;NA
"01/03/2005";2005;3;2441,87;2,7047;NA
"01/04/2005";2005;4;2463,11;2,5792;NA
"01/05/2005";2005;5;2475,18;2,4528;NA
"01/06/2005";2005;6;2474,68;2,4135;NA
"01/07/2005";2005;7;2480,87;2,3735;NA
"01/08/2005";2005;8;2485,09;2,3606;NA
"01/09/2005";2005;9;2493,79;2,2944;NA
"01/10/2005";2005;10;2512,49;2,2565;NA
"01/11/2005";2005;11;2526,31;2,2108;NA
"01/12/2005";2005;12;2535,4;2,2855;NA
"01/01/2006";2006;1;2550,36;2,2739;NA
"01/02/2006";2006;2;2560,82;2,1619;NA
"01/03/2006";2006;3;2571,83;2,152;NA
"01/04/2006";2006;4;2577,23;2,1293;NA
"01/05/2006";2006;5;2579,81;2,1781;NA
"01/06/2006";2006;6;2574,39;2,2483;NA
"01/07/2006";2006;7;2579,28;2,1893;NA
"01/08/2006";2006;8;2580,57;2,1559;NA
"01/09/2006";2006;9;2585,99;2,1687;NA
"01/10/2006";2006;10;2594,52;2,1483;NA
"01/11/2006";2006;11;2602,56;2,1579;NA
"01/12/2006";2006;12;2615,05;2,1499;NA
"01/01/2007";2007;1;2626,56;2,1385;NA
"01/02/2007";2007;2;2638,12;2,0963;NA
"01/03/2007";2007;3;2647,88;2,0887;NA
"01/04/2007";2007;4;2654,5;2,032;NA
"01/05/2007";2007;5;2661,93;1,9816;NA
"01/06/2007";2007;6;2669,38;1,9319;NA
"01/07/2007";2007;7;2675,79;1,8828;NA
"01/08/2007";2007;8;2688,37;1,966;NA
"01/09/2007";2007;9;2693,21;1,8996;NA
"01/10/2007";2007;10;2701,29;1,801;NA
"01/11/2007";2007;11;2711,55;1,7699;NA
"01/12/2007";2007;12;2731,62;1,786;NA
"01/01/2008";2008;1;2746,37;1,7743;NA
"01/02/2008";2008;2;2759,83;1,7277;NA
"01/03/2008";2008;3;2773,08;1,7076;NA
"01/04/2008";2008;4;2788,33;1,6889;NA
"01/05/2008";2008;5;2810,36;1,6605;NA
"01/06/2008";2008;6;2831,16;1,6189;NA
"01/07/2008";2008;7;2846,16;1,5914;NA
"01/08/2008";2008;8;2854,13;1,6123;NA
"01/09/2008";2008;9;2861,55;1,7996;NA
"01/10/2008";2008;10;2874,43;2,1729;NA
"01/11/2008";2008;11;2884,78;2,2663;NA
"01/12/2008";2008;12;2892,86;2,3944;NA
"01/01/2009";2009;1;2906,74;2,3074;NA
"01/02/2009";2009;2;2922,73;2,3127;NA
"01/03/2009";2009;3;2928,57;2,3138;NA
"01/04/2009";2009;4;2942,63;2,2059;NA
"01/05/2009";2009;5;2956,46;2,0609;NA
"01/06/2009";2009;6;2967,1;1,9576;NA
"01/07/2009";2009;7;2974,22;1,9328;NA
"01/08/2009";2009;8;2978,68;1,8452;NA
"01/09/2009";2009;9;2985,83;1,8198;NA
"01/10/2009";2009;10;2994,19;1,7384;NA
"01/11/2009";2009;11;3006,47;1,7262;NA
"01/12/2009";2009;12;3017,59;1,7503;62,08552
"01/01/2010";2010;1;3040,22;1,7798;63,39328
"01/02/2010";2010;2;3063,93;1,8416;63,62851
"01/03/2010";2010;3;3079,86;1,7858;63,65467
"01/04/2010";2010;4;3097,42;1,7566;65,15683
"01/05/2010";2010;5;3110,74;1,8132;66,99542
"01/06/2010";2010;6;3110,74;1,8065;67,24793
"01/07/2010";2010;7;3111,05;1,7696;66,82153
"01/08/2010";2010;8;3112,29;1,7596;66,83164
"01/09/2010";2010;9;3126,29;1,7187;65,70407
"01/10/2010";2010;10;3149,74;1,6835;64,7762
"01/11/2010";2010;11;3175,88;1,7133;65,03136
"01/12/2010";2010;12;3195,89;1,6934;64,53553
"01/01/2011";2011;1;3222,42;1,6749;62,62268
"01/02/2011";2011;2;3248,2;1,668;63,41508
"01/03/2011";2011;3;3273,86;1,6591;63,55359
"01/04/2011";2011;4;3299,07;1,5864;65,02815
"01/05/2011";2011;5;3314,58;1,6135;65,90536
"01/06/2011";2011;6;3319,55;1,587;64,68248
"01/07/2011";2011;7;3324,86;1,5639;64,52382
"01/08/2011";2011;8;3337,16;1,597;63,08693
"01/09/2011";2011;9;3354,85;1,7498;63,83621
"01/10/2011";2011;10;3369,28;1,7726;63,89567
"01/11/2011";2011;11;3386,8;1,7905;63,33064
"01/12/2011";2011;12;3403,73;1,8369;63,07128
"01/01/2012";2012;1;3422,79;1,7897;61,93526
"01/02/2012";2012;2;3438,19;1,7184;61,8487
"01/03/2012";2012;3;3445,41;1,7953;62,76512
"01/04/2012";2012;4;3467,46;1,8548;63,0573
"01/05/2012";2012;5;3479,94;1,986;64,2218
"01/06/2012";2012;6;3482,72;2,0492;64,31612
"01/07/2012";2012;7;3497,7;2,0287;63,54261
"01/08/2012";2012;8;3512,04;2,0294;64,02971
"01/09/2012";2012;9;3532,06;2,0281;63,51082
"01/10/2012";2012;10;3552,9;2,0298;63,37048
"01/11/2012";2012;11;3574,22;2,0678;63,48895
"01/12/2012";2012;12;3602,46;2,0778;63,84619
"01/01/2013";2013;1;3633,44;2,0311;64,45775
"01/02/2013";2013;2;3655,24;1,9733;64,22758
"01/03/2013";2013;3;3672,42;1,9828;64,92666
"01/04/2013";2013;4;3692,62;2,0022;65,5503
"01/05/2013";2013;5;3706,28;2,0348;65,75522
"01/06/2013";2013;6;3715,92;2,173;67,00649
"01/07/2013";2013;7;3717,03;2,2522;67,27581
"01/08/2013";2013;8;3725,95;2,3422;68,48086
"01/09/2013";2013;9;3738,99;2,2705;68,45795
"01/10/2013";2013;10;3760,3;2,1886;67,76361
"01/11/2013";2013;11;3780,61;2,2954;68,62125
"01/12/2013";2013;12;3815,39;2,3455;67,52359
"01/01/2014";2014;1;3836,37;2,3822;70,42933
"01/02/2014";2014;2;3862,84;2,3837;70,98218
"01/03/2014";2014;3;3898,38;2,3261;70,78954
"01/04/2014";2014;4;3924,5;2,2328;70,52026
"01/05/2014";2014;5;3942,55;2,2209;70,72374
"01/06/2014";2014;6;3958,32;2,2355;71,51497
"01/07/2014";2014;7;3958,72;2,2246;71,32037
"01/08/2014";2014;8;3968,62;2,268;71,57284
"01/09/2014";2014;9;3991,24;2,3329;73,27483
"01/10/2014";2014;10;4008;2,4483;73,62697
"01/11/2014";2014;11;4028,44;2,5484;74,46634
"01/12/2014";2014;12;4059,86;2,6394;74,38323
"01/01/2015";2015;1;4110,2;2,6342;74,87778
"01/02/2015";2015;2;4160,34;2,8165;75,36741
"01/03/2015";2015;3;4215,26;3,1395;77,21022
"01/04/2015";2015;4;4245,19;3,0432;76,35554
"01/05/2015";2015;5;4276,6;3,0617;76,2252
"01/06/2015";2015;6;4310,39;3,1117;73,51219
"01/07/2015";2015;7;4337,11;3,2231;73,07587
"01/08/2015";2015;8;4346,65;3,5143;73,6472
"01/09/2015";2015;9;4370,12;3,9065;74,54417
"01/10/2015";2015;10;4405,95;3,8801;75,15621
"01/11/2015";2015;11;4450,45;3,7765;73,78692
"01/12/2015";2015;12;4493,17;3,8711;73,11515
"01/01/2016";2016;1;4550,23;4,0524;74,55057
"01/02/2016";2016;2;4591,18;3,9737;74,22117
"01/03/2016";2016;3;4610,92;3,7039;73,31616
"01/04/2016";2016;4;4639,05;3,5658;72,45314
"01/05/2016";2016;5;4675,23;3,5393;73,22316
"01/06/2016";2016;6;4691,59;3,4245;73,52359
"01/07/2016";2016;7;4715,99;3,2756;74,40161
"01/08/2016";2016;8;4736,74;3,2097;75,52253
"01/09/2016";2016;9;4740,53;3,2564;74,58507
"01/10/2016";2016;10;4752,86;3,1858;73,32168
"01/11/2016";2016;11;4761,42;3,342;76,01149
"01/12/2016";2016;12;4775,7;3,3523;77,68231
"01/01/2017";2017;1;4793,85;3,1966;79,69464
"01/02/2017";2017;2;4809,67;3,1042;82,08956
"01/03/2017";2017;3;4821,69;3,1279;83,24521
"01/04/2017";2017;4;4828,44;3,1362;83,65407
"01/05/2017";2017;5;4843,41;3,2095;83,89366
"01/06/2017";2017;6;4832,27;3,2954;83,30415
"01/07/2017";2017;7;4843,87;3,2061;82,18697
"01/08/2017";2017;8;4853,07;3,1509;81,24206
"01/09/2017";2017;9;4860,83;3,1348;82,79623
"01/10/2017";2017;10;4881,25;3,1912;85,12741
"01/11/2017";2017;11;4894,92;3,2594;87,44726
"01/12/2017";2017;12;4916,46;3,2919;88,0953
"01/01/2018";2018;1;4930,72;3,2106;88,03863
"01/02/2018";2018;2;4946,5;3,2415;90,24807
"01/03/2018";2018;3;4950,95;3,2792;91,70854
"01/04/2018";2018;4;4961,84;3,4075;93,58043
"01/05/2018";2018;5;4981,69;3,6361;95,52302
"01/06/2018";2018;6;5044,46;3,7732;98,14338
"01/07/2018";2018;7;5061,11;3,8288;99,97543
"01/08/2018";2018;8;5056,56;3,9298;101,07975
"01/09/2018";2018;9;5080,83;4,1165;104,80113
"01/10/2018";2018;10;5103,69;3,7584;101,97348
"01/11/2018";2018;11;5092,97;3,7867;101,90976
"01/12/2018";2018;12;5100,61;3,8851;100
"01/01/2019";2019;1;5116,93;3,7417;98,30177
"01/02/2019";2019;2;5138,93;3,7236;97,58502
"01/03/2019";2019;3;5177,47;3,8465;98,31217
"01/04/2019";2019;4;5206,98;3,8962;99,93055
"01/05/2019";2019;5;5213,75;4,0015;101,18566
"01/06/2019";2019;6;5214,27;3,8588;101,58627
"01/07/2019";2019;7;5224,18;3,7793;97,77385
"01/08/2019";2019;8;5229,93;4,02;99,63905
"01/09/2019";2019;9;5227,84;4,1215;100,78824
"01/10/2019";2019;10;5233,07;4,087;100,28808
"01/11/2019";2019;11;5259,76;4,1553;98,87483
"01/12/2019";2019;12;5320,25;4,1096;98,31492
"01/01/2020";2020;1;5331,42;4,1495;101,25347
"01/02/2020";2020;2;5344,75;4,341;104,11628
"01/03/2020";2020;3;5348,49;4,8839;110,09026
"01/04/2020";2020;4;5331,91;5,3256;115,07004
"01/05/2020";2020;5;5311,65;5,6434;116,20961
"01/06/2020";2020;6;5325,46;5,1966;112,46322
"01/07/2020";2020;7;5344,63;5,2802;114,94788
"01/08/2020";2020;8;5357,46;5,4612;118,31024
"01/09/2020";2020;9;5391,75;5,3995;120,99057
"01/10/2020";2020;10;5438,12;5,6258;126,76577
"01/11/2020";2020;11;5486,52;5,4178;129,95096
"01/12/2020";2020;12;5560,59;5,1456;132,102
"01/01/2021";2021;1;5574,49;5,3562;140,19356
"01/02/2021";2021;2;5622,43;5,4165;151,50001
"01/03/2021";2021;3;5674,72;5,6461;160,29229
"01/04/2021";2021;4;5692,31;5,5621;168,23044
"01/05/2021";2021;5;5739,56;5,2911;174,17166
"01/06/2021";2021;6;5769,98;5,0319;174,61465
"01/07/2021";2021;7;5825,37;5,1567;181,0504
"01/08/2021";2021;8;5876,05;5,2517;185,51783
"01/09/2021";2021;9;5944,21;5,2797;187,51389
"01/10/2021";2021;10;6018,51;5,54;194,06262
"01/11/2021";2021;11;6075,69;5,5569;193,63969
"01/12/2021";2021;12;6120,04;5,6514;187,29685
"01/01/2022";2022;1;6153,09;5,5341;184,55974
"01/02/2022";2022;2;6215,24;5,1966;179,84085
"01/03/2022";2022;3;6315,93;4,9684;180,00264
"01/04/2022";2022;4;6382,88;4,758;191,22435
"01/05/2022";2022;5;6412,88;4,9551;195,14152
"01/06/2022";2022;6;6455,85;5,0492;192,59733
"01/07/2022";2022;7;6411,95;5,3681;184,76802
"01/08/2022";2022;8;6388,87;5,1433;177,55652
"01/09/2022";2022;9;6370,34;5,237;170,85561
"01/10/2022";2022;10;6407,93;5,2503;168,50452
"01/11/2022";2022;11;6434,2;5,2747;166,99746
"01/12/2022";2022;12;6474,09;5,2424;164,82638
"01/01/2023";2023;1;6508,4;5,2007;164,95365
"01/02/2023";2023;2;6563,07;5,1717;164,90123
"01/03/2023";2023;3;6609,67;5,2115;165,96857
"01/04/2023";2023;4;6649,99;5,0197;166,07286
"01/05/2023";2023;5;6665,28;4,9828;162,22799
"01/06/2023";2023;6;6659,95;4,8516;160,82961
"01/07/2023";2023;7;6667,94;4,8008;156,73304
"01/08/2023";2023;8;6683,28;4,9035;152,7006
"01/09/2023";2023;9;6700,66;4,937;150,89041
"01/10/2023";2023;10;6716,74;5,0648;150,18964
"01/11/2023";2023;11;6735,55;4,8983;148,01426
"01/12/2023";2023;12;6773,27;4,8972;148,65302
"01/01/2024";2024;1;6801,72;4,9144;150,81106
"01/02/2024";2024;2;6858,17;4,9644;153,83264
"01/03/2024";2024;3;6869,14;4,9801;155,34096
"01/04/2024";2024;4;6895,24;5,1291;157,34071
"01/05/2024";2024;5;6926,96;5,133;159,76552
"01/06/2024";2024;6;6941,51;5,389;164,38922
"01/07/2024";2024;7;6967,89;5,542;171,30183
"01/08/2024";2024;8;6966,5;5,5526;171,67701
"01/09/2024";2024;9;6997,15;5,5416;172,86361
"01/10/2024";2024;10;7036,33;5,6241;177,00686
"01/11/2024";2024;11;7063,77;5,8071;183,51534
"01/12/2024";2024;12;7100,5;6,097;192,22793
"01/01/2025";2025;1;7111,86;6,0218;190,92377
"01/02/2025";2025;2;7205,03;5,7656;187,23958
"01/03/2025";2025;3;7245,38;5,7468;183,58373
"01/04/2025";2025;4;7276,54;5,7837;182,11066
"01/05/2025";2025;5;7295,46;5,6674;175,80998
"01/06/2025";2025;6;7312,97;5,5471;173,92513
"01/07/2025";2025;7;7331,98;5,5285;171,10685
"01/08/2025";2025;8;7323,91;5,4469;170,22953
"01/09/2025";2025;9;7359,06;5,3674;170,35175
"01/10/2025";2025;10;7365,68;5,3855;173,44078
"01/11/2025";2025;11;7378,94;5,3409;172,85646
"01/12/2025";2025;12;7403,29;5,4531;176,73024
"01/01/2026";2026;1;7427,72;5,338;181,58552
"01/02/2026";2026;2;7479,71;5,2006;184,1092
"01/03/2026";2026;3;7545,53;5,2316;182,2514
"01/04/2026";2026;4;7596,09;5,0331;182,46132
"01/05/2026";2026;5;7640,15;4,9837;183,35467
"01/06/2026";2026;6;7652,37;5,1276;NA
