"Competencia";"is_total";"Tipo_Movimentacao";"cnae_subclasse";"Quantidade"
"Mar/2016";FALSE;"Desligamento a pedido";"2452";53
"Mar/2016";FALSE;"Desligamento por aposentadoria";"2451";1
"Mar/2016";FALSE;"Desligamento por aposentadoria";"2452";1
"Mar/2016";FALSE;"Desligamento por morte";"2451";7
"Mar/2016";FALSE;"Desligamento por morte";"2452";2
"Fev/2016";FALSE;"Admissão por primeiro emprego";"2451";422
"Fev/2016";FALSE;"Admissão por primeiro emprego";"2452";34
"Fev/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";595
"Fev/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";405
"Fev/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";957
"Fev/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";361
"Fev/2016";FALSE;"Desligamento por demissão com justa causa";"2451";10
"Fev/2016";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Fev/2016";FALSE;"Desligamento a pedido";"2451";141
"Fev/2016";FALSE;"Desligamento a pedido";"2452";64
"Fev/2016";FALSE;"Desligamento por aposentadoria";"2451";1
"Fev/2016";FALSE;"Desligamento por aposentadoria";"2452";0
"Fev/2016";FALSE;"Desligamento por morte";"2451";5
"Fev/2016";FALSE;"Desligamento por morte";"2452";1
"Jan/2016";FALSE;"Admissão por primeiro emprego";"2451";126
"Jan/2016";FALSE;"Admissão por primeiro emprego";"2452";45
"Jan/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";525
"Jan/2016";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";276
"Jan/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";688
"Jan/2016";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";249
"Jan/2016";FALSE;"Desligamento por demissão com justa causa";"2451";10
"Jan/2016";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Jan/2016";FALSE;"Desligamento a pedido";"2451";127
"Jan/2016";FALSE;"Desligamento a pedido";"2452";38
"Jan/2016";FALSE;"Desligamento por aposentadoria";"2451";1
"Jan/2016";FALSE;"Desligamento por aposentadoria";"2452";1
"Jan/2016";FALSE;"Desligamento por morte";"2451";7
"Jan/2016";FALSE;"Desligamento por morte";"2452";3
"Dez/2015";FALSE;"Admissão por primeiro emprego";"2451";14
"Dez/2015";FALSE;"Admissão por primeiro emprego";"2452";21
"Dez/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";201
"Dez/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";83
"Dez/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1286
"Dez/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";391
"Dez/2015";FALSE;"Desligamento por demissão com justa causa";"2451";7
"Dez/2015";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Dez/2015";FALSE;"Desligamento a pedido";"2451";98
"Dez/2015";FALSE;"Desligamento a pedido";"2452";27
"Dez/2015";FALSE;"Desligamento por aposentadoria";"2451";3
"Dez/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Dez/2015";FALSE;"Desligamento por morte";"2451";7
"Dez/2015";FALSE;"Desligamento por morte";"2452";1
"Nov/2015";FALSE;"Admissão por primeiro emprego";"2451";34
"Nov/2015";FALSE;"Admissão por primeiro emprego";"2452";16
"Nov/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";466
"Nov/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";159
"Nov/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1052
"Nov/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";484
"Nov/2015";FALSE;"Desligamento por demissão com justa causa";"2451";23
"Nov/2015";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Nov/2015";FALSE;"Desligamento a pedido";"2451";122
"Nov/2015";FALSE;"Desligamento a pedido";"2452";30
"Nov/2015";FALSE;"Desligamento por aposentadoria";"2451";3
"Nov/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Nov/2015";FALSE;"Desligamento por morte";"2451";12
"Nov/2015";FALSE;"Desligamento por morte";"2452";1
"Out/2015";FALSE;"Admissão por primeiro emprego";"2451";23
"Out/2015";FALSE;"Admissão por primeiro emprego";"2452";8
"Out/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";550
"Out/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";207
"Out/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1143
"Out/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";381
"Out/2015";FALSE;"Desligamento por demissão com justa causa";"2451";14
"Out/2015";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Out/2015";FALSE;"Desligamento a pedido";"2451";135
"Out/2015";FALSE;"Desligamento a pedido";"2452";43
"Out/2015";FALSE;"Desligamento por aposentadoria";"2451";2
"Out/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Out/2015";FALSE;"Desligamento por morte";"2451";10
"Out/2015";FALSE;"Desligamento por morte";"2452";0
"Set/2015";FALSE;"Admissão por primeiro emprego";"2451";35
"Set/2015";FALSE;"Admissão por primeiro emprego";"2452";20
"Set/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";552
"Set/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";189
"Set/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1051
"Set/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";384
"Set/2015";FALSE;"Desligamento por demissão com justa causa";"2451";16
"Set/2015";FALSE;"Desligamento por demissão com justa causa";"2452";1
"Set/2015";FALSE;"Desligamento a pedido";"2451";125
"Set/2015";FALSE;"Desligamento a pedido";"2452";66
"Set/2015";FALSE;"Desligamento por morte";"2451";5
"Set/2015";FALSE;"Desligamento por morte";"2452";1
"Ago/2015";FALSE;"Admissão por primeiro emprego";"2451";58
"Ago/2015";FALSE;"Admissão por primeiro emprego";"2452";38
"Ago/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";545
"Ago/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";218
"Ago/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1623
"Ago/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";364
"Ago/2015";FALSE;"Desligamento por demissão com justa causa";"2451";21
"Ago/2015";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Ago/2015";FALSE;"Desligamento a pedido";"2451";160
"Ago/2015";FALSE;"Desligamento a pedido";"2452";63
"Ago/2015";FALSE;"Desligamento por aposentadoria";"2451";1
"Ago/2015";FALSE;"Desligamento por aposentadoria";"2452";1
"Ago/2015";FALSE;"Desligamento por morte";"2451";7
"Ago/2015";FALSE;"Desligamento por morte";"2452";2
"Jul/2015";FALSE;"Admissão por primeiro emprego";"2451";178
"Jul/2015";FALSE;"Admissão por primeiro emprego";"2452";64
"Jul/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";539
"Jul/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";274
"Jul/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1083
"Jul/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";479
"Jul/2015";FALSE;"Desligamento por demissão com justa causa";"2451";18
"Jul/2015";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Jul/2015";FALSE;"Desligamento a pedido";"2451";145
"Jul/2015";FALSE;"Desligamento a pedido";"2452";66
"Jul/2015";FALSE;"Desligamento por aposentadoria";"2451";3
"Jul/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2015";FALSE;"Desligamento por morte";"2451";7
"Jul/2015";FALSE;"Desligamento por morte";"2452";2
"Jun/2015";FALSE;"Admissão por primeiro emprego";"2451";71
"Jun/2015";FALSE;"Admissão por primeiro emprego";"2452";28
"Jun/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";574
"Jun/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";258
"Jun/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1311
"Jun/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";486
"Jun/2015";FALSE;"Desligamento por demissão com justa causa";"2451";16
"Jun/2015";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Jun/2015";FALSE;"Desligamento a pedido";"2451";179
"Jun/2015";FALSE;"Desligamento a pedido";"2452";69
"Jun/2015";FALSE;"Desligamento por aposentadoria";"2451";1
"Jun/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Jun/2015";FALSE;"Desligamento por morte";"2451";12
"Jun/2015";FALSE;"Desligamento por morte";"2452";3
"Mai/2015";FALSE;"Admissão por primeiro emprego";"2451";111
"Mai/2015";FALSE;"Admissão por primeiro emprego";"2452";14
"Mai/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";641
"Mai/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";286
"Mai/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1151
"Mai/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";474
"Mai/2015";FALSE;"Desligamento por demissão com justa causa";"2451";29
"Mai/2015";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Mai/2015";FALSE;"Desligamento a pedido";"2451";220
"Mai/2015";FALSE;"Desligamento a pedido";"2452";79
"Mai/2015";FALSE;"Desligamento por aposentadoria";"2451";2
"Mai/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Mai/2015";FALSE;"Desligamento por morte";"2451";11
"Mai/2015";FALSE;"Desligamento por morte";"2452";0
"Abr/2015";FALSE;"Admissão por primeiro emprego";"2451";196
"Abr/2015";FALSE;"Admissão por primeiro emprego";"2452";31
"Abr/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";895
"Abr/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";383
"Abr/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1203
"Abr/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";474
"Abr/2015";FALSE;"Desligamento por demissão com justa causa";"2451";29
"Abr/2015";FALSE;"Desligamento por demissão com justa causa";"2452";28
"Abr/2015";FALSE;"Desligamento a pedido";"2451";262
"Abr/2015";FALSE;"Desligamento a pedido";"2452";124
"Abr/2015";FALSE;"Desligamento por morte";"2451";7
"Abr/2015";FALSE;"Desligamento por morte";"2452";4
"Mar/2015";FALSE;"Admissão por primeiro emprego";"2451";282
"Mar/2015";FALSE;"Admissão por primeiro emprego";"2452";47
"Mar/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1105
"Mar/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";473
"Mar/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1232
"Mar/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";439
"Mar/2015";FALSE;"Desligamento por demissão com justa causa";"2451";28
"Mar/2015";FALSE;"Desligamento por demissão com justa causa";"2452";14
"Mar/2015";FALSE;"Desligamento a pedido";"2451";364
"Mar/2015";FALSE;"Desligamento a pedido";"2452";131
"Mar/2015";FALSE;"Desligamento por morte";"2451";5
"Mar/2015";FALSE;"Desligamento por morte";"2452";3
"Fev/2015";FALSE;"Admissão por primeiro emprego";"2451";506
"Fev/2015";FALSE;"Admissão por primeiro emprego";"2452";76
"Fev/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1095
"Fev/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";469
"Fev/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1253
"Fev/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";346
"Fev/2015";FALSE;"Desligamento por demissão com justa causa";"2451";20
"Fev/2015";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Fev/2015";FALSE;"Desligamento a pedido";"2451";356
"Fev/2015";FALSE;"Desligamento a pedido";"2452";123
"Fev/2015";FALSE;"Desligamento por aposentadoria";"2451";2
"Fev/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Fev/2015";FALSE;"Desligamento por morte";"2451";9
"Fev/2015";FALSE;"Desligamento por morte";"2452";2
"Jan/2015";FALSE;"Admissão por primeiro emprego";"2451";217
"Jan/2015";FALSE;"Admissão por primeiro emprego";"2452";36
"Jan/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";997
"Jan/2015";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";500
"Jan/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";885
"Jan/2015";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";269
"Jan/2015";FALSE;"Desligamento por demissão com justa causa";"2451";28
"Jan/2015";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Jan/2015";FALSE;"Desligamento a pedido";"2451";355
"Jan/2015";FALSE;"Desligamento a pedido";"2452";140
"Jan/2015";FALSE;"Desligamento por aposentadoria";"2451";5
"Jan/2015";FALSE;"Desligamento por aposentadoria";"2452";0
"Jan/2015";FALSE;"Desligamento por morte";"2451";10
"Jan/2015";FALSE;"Desligamento por morte";"2452";1
"Dez/2014";FALSE;"Admissão por primeiro emprego";"2451";93
"Dez/2014";FALSE;"Admissão por primeiro emprego";"2452";13
"Dez/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";423
"Dez/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";224
"Dez/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1092
"Dez/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";363
"Dez/2014";FALSE;"Desligamento por demissão com justa causa";"2451";23
"Dez/2014";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Dez/2014";FALSE;"Desligamento a pedido";"2451";221
"Dez/2014";FALSE;"Desligamento a pedido";"2452";81
"Dez/2014";FALSE;"Desligamento por aposentadoria";"2451";1
"Dez/2014";FALSE;"Desligamento por aposentadoria";"2452";1
"Dez/2014";FALSE;"Desligamento por morte";"2451";9
"Dez/2014";FALSE;"Desligamento por morte";"2452";6
"Nov/2014";FALSE;"Admissão por primeiro emprego";"2451";210
"Nov/2014";FALSE;"Admissão por primeiro emprego";"2452";42
"Nov/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";780
"Nov/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";328
"Nov/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1212
"Nov/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";401
"Nov/2014";FALSE;"Desligamento por demissão com justa causa";"2451";32
"Nov/2014";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Nov/2014";FALSE;"Desligamento a pedido";"2451";287
"Nov/2014";FALSE;"Desligamento a pedido";"2452";83
"Nov/2014";FALSE;"Desligamento por aposentadoria";"2451";1
"Nov/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Nov/2014";FALSE;"Desligamento por morte";"2451";9
"Nov/2014";FALSE;"Desligamento por morte";"2452";4
"Out/2014";FALSE;"Admissão por primeiro emprego";"2451";231
"Out/2014";FALSE;"Admissão por primeiro emprego";"2452";42
"Out/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";986
"Out/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";406
"Out/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1087
"Out/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";339
"Out/2014";FALSE;"Desligamento por demissão com justa causa";"2451";17
"Out/2014";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Out/2014";FALSE;"Desligamento a pedido";"2451";365
"Out/2014";FALSE;"Desligamento a pedido";"2452";109
"Out/2014";FALSE;"Desligamento por aposentadoria";"2451";0
"Out/2014";FALSE;"Desligamento por aposentadoria";"2452";1
"Out/2014";FALSE;"Desligamento por morte";"2451";6
"Out/2014";FALSE;"Desligamento por morte";"2452";4
"Set/2014";FALSE;"Admissão por primeiro emprego";"2451";209
"Set/2014";FALSE;"Admissão por primeiro emprego";"2452";42
"Set/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";927
"Set/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";424
"Set/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1263
"Set/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";474
"Set/2014";FALSE;"Desligamento por demissão com justa causa";"2451";42
"Set/2014";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Set/2014";FALSE;"Desligamento a pedido";"2451";420
"Set/2014";FALSE;"Desligamento a pedido";"2452";104
"Set/2014";FALSE;"Desligamento por aposentadoria";"2451";2
"Set/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Set/2014";FALSE;"Desligamento por morte";"2451";5
"Set/2014";FALSE;"Desligamento por morte";"2452";1
"Ago/2014";FALSE;"Admissão por primeiro emprego";"2451";228
"Ago/2014";FALSE;"Admissão por primeiro emprego";"2452";46
"Ago/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";963
"Ago/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";392
"Ago/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1225
"Ago/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";421
"Ago/2014";FALSE;"Desligamento por demissão com justa causa";"2451";34
"Ago/2014";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Ago/2014";FALSE;"Desligamento a pedido";"2451";384
"Ago/2014";FALSE;"Desligamento a pedido";"2452";93
"Ago/2014";FALSE;"Desligamento por morte";"2451";4
"Ago/2014";FALSE;"Desligamento por morte";"2452";1
"Jul/2014";FALSE;"Admissão por primeiro emprego";"2451";210
"Jul/2014";FALSE;"Admissão por primeiro emprego";"2452";41
"Jul/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1153
"Jul/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";422
"Jul/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1128
"Jul/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";584
"Jul/2014";FALSE;"Desligamento por demissão com justa causa";"2451";39
"Jul/2014";FALSE;"Desligamento por demissão com justa causa";"2452";13
"Jul/2014";FALSE;"Desligamento a pedido";"2451";398
"Jul/2014";FALSE;"Desligamento a pedido";"2452";99
"Jul/2014";FALSE;"Desligamento por aposentadoria";"2451";3
"Jul/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2014";FALSE;"Desligamento por morte";"2451";6
"Jul/2014";FALSE;"Desligamento por morte";"2452";2
"Jun/2014";FALSE;"Admissão por primeiro emprego";"2451";155
"Jun/2014";FALSE;"Admissão por primeiro emprego";"2452";30
"Jun/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1093
"Jun/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";273
"Jun/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1301
"Jun/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";448
"Jun/2014";FALSE;"Desligamento por demissão com justa causa";"2451";34
"Jun/2014";FALSE;"Desligamento por demissão com justa causa";"2452";14
"Jun/2014";FALSE;"Desligamento a pedido";"2451";343
"Jun/2014";FALSE;"Desligamento a pedido";"2452";95
"Jun/2014";FALSE;"Desligamento por aposentadoria";"2451";3
"Jun/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Jun/2014";FALSE;"Desligamento por morte";"2451";10
"Jun/2014";FALSE;"Desligamento por morte";"2452";4
"Mai/2014";FALSE;"Admissão por primeiro emprego";"2451";251
"Mai/2014";FALSE;"Admissão por primeiro emprego";"2452";34
"Mai/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1175
"Mai/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";380
"Mai/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1194
"Mai/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";687
"Mai/2014";FALSE;"Desligamento por demissão com justa causa";"2451";32
"Mai/2014";FALSE;"Desligamento por demissão com justa causa";"2452";16
"Mai/2014";FALSE;"Desligamento a pedido";"2451";465
"Mai/2014";FALSE;"Desligamento a pedido";"2452";114
"Mai/2014";FALSE;"Desligamento por aposentadoria";"2451";2
"Mai/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Mai/2014";FALSE;"Desligamento por morte";"2451";7
"Mai/2014";FALSE;"Desligamento por morte";"2452";5
"Abr/2014";FALSE;"Admissão por primeiro emprego";"2451";348
"Abr/2014";FALSE;"Admissão por primeiro emprego";"2452";53
"Abr/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1443
"Abr/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";458
"Abr/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1445
"Abr/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";525
"Abr/2014";FALSE;"Desligamento por demissão com justa causa";"2451";24
"Abr/2014";FALSE;"Desligamento por demissão com justa causa";"2452";11
"Abr/2014";FALSE;"Desligamento a pedido";"2451";498
"Abr/2014";FALSE;"Desligamento a pedido";"2452";105
"Abr/2014";FALSE;"Desligamento por aposentadoria";"2451";2
"Abr/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Abr/2014";FALSE;"Desligamento por morte";"2451";8
"Abr/2014";FALSE;"Desligamento por morte";"2452";0
"Mar/2014";FALSE;"Admissão por primeiro emprego";"2451";329
"Mar/2014";FALSE;"Admissão por primeiro emprego";"2452";44
"Mar/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1402
"Mar/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";448
"Mar/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1225
"Mar/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";419
"Mar/2014";FALSE;"Desligamento por demissão com justa causa";"2451";35
"Mar/2014";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Mar/2014";FALSE;"Desligamento a pedido";"2451";452
"Mar/2014";FALSE;"Desligamento a pedido";"2452";131
"Mar/2014";FALSE;"Desligamento por aposentadoria";"2451";3
"Mar/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Mar/2014";FALSE;"Desligamento por morte";"2451";7
"Mar/2014";FALSE;"Desligamento por morte";"2452";2
"Fev/2014";FALSE;"Admissão por primeiro emprego";"2451";595
"Fev/2014";FALSE;"Admissão por primeiro emprego";"2452";68
"Fev/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1572
"Fev/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";595
"Fev/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1317
"Fev/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";420
"Fev/2014";FALSE;"Desligamento por demissão com justa causa";"2451";35
"Fev/2014";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Fev/2014";FALSE;"Desligamento a pedido";"2451";513
"Fev/2014";FALSE;"Desligamento a pedido";"2452";137
"Fev/2014";FALSE;"Desligamento por aposentadoria";"2451";2
"Fev/2014";FALSE;"Desligamento por aposentadoria";"2452";1
"Fev/2014";FALSE;"Desligamento por morte";"2451";5
"Fev/2014";FALSE;"Desligamento por morte";"2452";2
"Jan/2014";FALSE;"Admissão por primeiro emprego";"2451";254
"Jan/2014";FALSE;"Admissão por primeiro emprego";"2452";49
"Jan/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1479
"Jan/2014";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";548
"Jan/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";905
"Jan/2014";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";350
"Jan/2014";FALSE;"Desligamento por demissão com justa causa";"2451";25
"Jan/2014";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Jan/2014";FALSE;"Desligamento a pedido";"2451";512
"Jan/2014";FALSE;"Desligamento a pedido";"2452";150
"Jan/2014";FALSE;"Desligamento por aposentadoria";"2451";4
"Jan/2014";FALSE;"Desligamento por aposentadoria";"2452";0
"Jan/2014";FALSE;"Desligamento por morte";"2451";9
"Jan/2014";FALSE;"Desligamento por morte";"2452";4
"Dez/2013";FALSE;"Admissão por primeiro emprego";"2451";103
"Dez/2013";FALSE;"Admissão por primeiro emprego";"2452";18
"Dez/2013";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";486
"Dez/2013";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";196
"Dez/2013";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1045
"Dez/2013";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";392
"Dez/2013";FALSE;"Desligamento por demissão com justa causa";"2451";23
"Dez/2013";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Dez/2013";FALSE;"Desligamento a pedido";"2451";250
"Dez/2013";FALSE;"Desligamento a pedido";"2452";74
"Dez/2013";FALSE;"Desligamento por aposentadoria";"2451";2
"Dez/2013";FALSE;"Desligamento por aposentadoria";"2452";0
"Dez/2013";FALSE;"Desligamento por morte";"2451";4
"Dez/2013";FALSE;"Desligamento por morte";"2452";2
"Nov/2013";FALSE;"Admissão por primeiro emprego";"2451";117
