"Competencia";"is_total";"Tipo_Movimentacao";"cnae_subclasse";"Quantidade"
"Set/2011";FALSE;"Desligamento a pedido";"2451";538
"Set/2011";FALSE;"Desligamento a pedido";"2452";149
"Set/2011";FALSE;"Desligamento por aposentadoria";"2451";5
"Set/2011";FALSE;"Desligamento por aposentadoria";"2452";1
"Set/2011";FALSE;"Desligamento por morte";"2451";5
"Set/2011";FALSE;"Desligamento por morte";"2452";3
"Ago/2011";FALSE;"Admissão por primeiro emprego";"2451";216
"Ago/2011";FALSE;"Admissão por primeiro emprego";"2452";87
"Ago/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1759
"Ago/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";783
"Ago/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1441
"Ago/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";561
"Ago/2011";FALSE;"Desligamento por demissão com justa causa";"2451";30
"Ago/2011";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Ago/2011";FALSE;"Desligamento a pedido";"2451";547
"Ago/2011";FALSE;"Desligamento a pedido";"2452";174
"Ago/2011";FALSE;"Desligamento por aposentadoria";"2451";3
"Ago/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Ago/2011";FALSE;"Desligamento por morte";"2451";7
"Ago/2011";FALSE;"Desligamento por morte";"2452";2
"Jul/2011";FALSE;"Admissão por primeiro emprego";"2451";302
"Jul/2011";FALSE;"Admissão por primeiro emprego";"2452";77
"Jul/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1562
"Jul/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";709
"Jul/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1336
"Jul/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";453
"Jul/2011";FALSE;"Desligamento por demissão com justa causa";"2451";35
"Jul/2011";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Jul/2011";FALSE;"Desligamento a pedido";"2451";478
"Jul/2011";FALSE;"Desligamento a pedido";"2452";163
"Jul/2011";FALSE;"Desligamento por aposentadoria";"2451";4
"Jul/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2011";FALSE;"Desligamento por morte";"2451";12
"Jul/2011";FALSE;"Desligamento por morte";"2452";3
"Jun/2011";FALSE;"Admissão por primeiro emprego";"2451";315
"Jun/2011";FALSE;"Admissão por primeiro emprego";"2452";80
"Jun/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1807
"Jun/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";706
"Jun/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1337
"Jun/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";597
"Jun/2011";FALSE;"Desligamento por demissão com justa causa";"2451";22
"Jun/2011";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Jun/2011";FALSE;"Desligamento a pedido";"2451";514
"Jun/2011";FALSE;"Desligamento a pedido";"2452";185
"Jun/2011";FALSE;"Desligamento por aposentadoria";"2451";5
"Jun/2011";FALSE;"Desligamento por aposentadoria";"2452";2
"Jun/2011";FALSE;"Desligamento por morte";"2451";7
"Jun/2011";FALSE;"Desligamento por morte";"2452";2
"Mai/2011";FALSE;"Admissão por primeiro emprego";"2451";322
"Mai/2011";FALSE;"Admissão por primeiro emprego";"2452";77
"Mai/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2365
"Mai/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";958
"Mai/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1194
"Mai/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";463
"Mai/2011";FALSE;"Desligamento por demissão com justa causa";"2451";35
"Mai/2011";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Mai/2011";FALSE;"Desligamento a pedido";"2451";605
"Mai/2011";FALSE;"Desligamento a pedido";"2452";165
"Mai/2011";FALSE;"Desligamento por aposentadoria";"2451";3
"Mai/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Mai/2011";FALSE;"Desligamento por morte";"2451";15
"Mai/2011";FALSE;"Desligamento por morte";"2452";5
"Abr/2011";FALSE;"Admissão por primeiro emprego";"2451";265
"Abr/2011";FALSE;"Admissão por primeiro emprego";"2452";70
"Abr/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2222
"Abr/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";752
"Abr/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1198
"Abr/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";457
"Abr/2011";FALSE;"Desligamento por demissão com justa causa";"2451";48
"Abr/2011";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Abr/2011";FALSE;"Desligamento a pedido";"2451";528
"Abr/2011";FALSE;"Desligamento a pedido";"2452";160
"Abr/2011";FALSE;"Desligamento por aposentadoria";"2451";3
"Abr/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Abr/2011";FALSE;"Desligamento por morte";"2451";4
"Abr/2011";FALSE;"Desligamento por morte";"2452";1
"Mar/2011";FALSE;"Admissão por primeiro emprego";"2451";306
"Mar/2011";FALSE;"Admissão por primeiro emprego";"2452";78
"Mar/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2280
"Mar/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";709
"Mar/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1168
"Mar/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";545
"Mar/2011";FALSE;"Desligamento por demissão com justa causa";"2451";36
"Mar/2011";FALSE;"Desligamento por demissão com justa causa";"2452";11
"Mar/2011";FALSE;"Desligamento a pedido";"2451";661
"Mar/2011";FALSE;"Desligamento a pedido";"2452";178
"Mar/2011";FALSE;"Desligamento por aposentadoria";"2451";2
"Mar/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Mar/2011";FALSE;"Desligamento por morte";"2451";8
"Mar/2011";FALSE;"Desligamento por morte";"2452";1
"Fev/2011";FALSE;"Admissão por primeiro emprego";"2451";263
"Fev/2011";FALSE;"Admissão por primeiro emprego";"2452";136
"Fev/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2059
"Fev/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";697
"Fev/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1244
"Fev/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";399
"Fev/2011";FALSE;"Desligamento por demissão com justa causa";"2451";27
"Fev/2011";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Fev/2011";FALSE;"Desligamento a pedido";"2451";616
"Fev/2011";FALSE;"Desligamento a pedido";"2452";159
"Fev/2011";FALSE;"Desligamento por aposentadoria";"2451";3
"Fev/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Fev/2011";FALSE;"Desligamento por morte";"2451";7
"Fev/2011";FALSE;"Desligamento por morte";"2452";2
"Jan/2011";FALSE;"Admissão por primeiro emprego";"2451";190
"Jan/2011";FALSE;"Admissão por primeiro emprego";"2452";91
"Jan/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1886
"Jan/2011";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";630
"Jan/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1019
"Jan/2011";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";359
"Jan/2011";FALSE;"Desligamento por demissão com justa causa";"2451";20
"Jan/2011";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Jan/2011";FALSE;"Desligamento a pedido";"2451";574
"Jan/2011";FALSE;"Desligamento a pedido";"2452";176
"Jan/2011";FALSE;"Desligamento por aposentadoria";"2451";6
"Jan/2011";FALSE;"Desligamento por aposentadoria";"2452";0
"Jan/2011";FALSE;"Desligamento por morte";"2451";13
"Jan/2011";FALSE;"Desligamento por morte";"2452";1
"Dez/2010";FALSE;"Admissão por primeiro emprego";"2451";69
"Dez/2010";FALSE;"Admissão por primeiro emprego";"2452";24
"Dez/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1002
"Dez/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";344
"Dez/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1184
"Dez/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";359
"Dez/2010";FALSE;"Desligamento por demissão com justa causa";"2451";21
"Dez/2010";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Dez/2010";FALSE;"Desligamento a pedido";"2451";389
"Dez/2010";FALSE;"Desligamento a pedido";"2452";106
"Dez/2010";FALSE;"Desligamento por aposentadoria";"2451";2
"Dez/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Dez/2010";FALSE;"Desligamento por morte";"2451";8
"Dez/2010";FALSE;"Desligamento por morte";"2452";6
"Nov/2010";FALSE;"Admissão por primeiro emprego";"2451";131
"Nov/2010";FALSE;"Admissão por primeiro emprego";"2452";43
"Nov/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1530
"Nov/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";485
"Nov/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1077
"Nov/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";381
"Nov/2010";FALSE;"Desligamento por demissão com justa causa";"2451";16
"Nov/2010";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Nov/2010";FALSE;"Desligamento a pedido";"2451";461
"Nov/2010";FALSE;"Desligamento a pedido";"2452";134
"Nov/2010";FALSE;"Desligamento por aposentadoria";"2451";1
"Nov/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Nov/2010";FALSE;"Desligamento por morte";"2451";9
"Nov/2010";FALSE;"Desligamento por morte";"2452";2
"Out/2010";FALSE;"Admissão por primeiro emprego";"2451";122
"Out/2010";FALSE;"Admissão por primeiro emprego";"2452";45
"Out/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2015
"Out/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";745
"Out/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1060
"Out/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";378
"Out/2010";FALSE;"Desligamento por demissão com justa causa";"2451";31
"Out/2010";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Out/2010";FALSE;"Desligamento a pedido";"2451";474
"Out/2010";FALSE;"Desligamento a pedido";"2452";160
"Out/2010";FALSE;"Desligamento por aposentadoria";"2451";5
"Out/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Out/2010";FALSE;"Desligamento por morte";"2451";6
"Out/2010";FALSE;"Desligamento por morte";"2452";3
"Set/2010";FALSE;"Admissão por primeiro emprego";"2451";193
"Set/2010";FALSE;"Admissão por primeiro emprego";"2452";65
"Set/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1913
"Set/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";680
"Set/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1027
"Set/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";392
"Set/2010";FALSE;"Desligamento por demissão com justa causa";"2451";8
"Set/2010";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Set/2010";FALSE;"Desligamento a pedido";"2451";519
"Set/2010";FALSE;"Desligamento a pedido";"2452";172
"Set/2010";FALSE;"Desligamento por aposentadoria";"2451";2
"Set/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Set/2010";FALSE;"Desligamento por morte";"2451";8
"Set/2010";FALSE;"Desligamento por morte";"2452";4
"Ago/2010";FALSE;"Admissão por primeiro emprego";"2451";217
"Ago/2010";FALSE;"Admissão por primeiro emprego";"2452";77
"Ago/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2072
"Ago/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";722
"Ago/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1129
"Ago/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";405
"Ago/2010";FALSE;"Desligamento por demissão com justa causa";"2451";27
"Ago/2010";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Ago/2010";FALSE;"Desligamento a pedido";"2451";501
"Ago/2010";FALSE;"Desligamento a pedido";"2452";140
"Ago/2010";FALSE;"Desligamento por aposentadoria";"2451";3
"Ago/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Ago/2010";FALSE;"Desligamento por morte";"2451";10
"Ago/2010";FALSE;"Desligamento por morte";"2452";2
"Jul/2010";FALSE;"Admissão por primeiro emprego";"2451";215
"Jul/2010";FALSE;"Admissão por primeiro emprego";"2452";78
"Jul/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2012
"Jul/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";668
"Jul/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1095
"Jul/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";436
"Jul/2010";FALSE;"Desligamento por demissão com justa causa";"2451";16
"Jul/2010";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Jul/2010";FALSE;"Desligamento a pedido";"2451";483
"Jul/2010";FALSE;"Desligamento a pedido";"2452";150
"Jul/2010";FALSE;"Desligamento por aposentadoria";"2451";2
"Jul/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2010";FALSE;"Desligamento por morte";"2451";4
"Jul/2010";FALSE;"Desligamento por morte";"2452";3
"Jun/2010";FALSE;"Admissão por primeiro emprego";"2451";211
"Jun/2010";FALSE;"Admissão por primeiro emprego";"2452";48
"Jun/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2108
"Jun/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";642
"Jun/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1009
"Jun/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";360
"Jun/2010";FALSE;"Desligamento por demissão com justa causa";"2451";12
"Jun/2010";FALSE;"Desligamento por demissão com justa causa";"2452";12
"Jun/2010";FALSE;"Desligamento a pedido";"2451";452
"Jun/2010";FALSE;"Desligamento a pedido";"2452";141
"Jun/2010";FALSE;"Desligamento por aposentadoria";"2451";1
"Jun/2010";FALSE;"Desligamento por aposentadoria";"2452";1
"Jun/2010";FALSE;"Desligamento por morte";"2451";7
"Jun/2010";FALSE;"Desligamento por morte";"2452";3
"Mai/2010";FALSE;"Admissão por primeiro emprego";"2451";275
"Mai/2010";FALSE;"Admissão por primeiro emprego";"2452";69
"Mai/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2188
"Mai/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";683
"Mai/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";994
"Mai/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";439
"Mai/2010";FALSE;"Desligamento por demissão com justa causa";"2451";12
"Mai/2010";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Mai/2010";FALSE;"Desligamento a pedido";"2451";447
"Mai/2010";FALSE;"Desligamento a pedido";"2452";135
"Mai/2010";FALSE;"Desligamento por aposentadoria";"2451";1
"Mai/2010";FALSE;"Desligamento por aposentadoria";"2452";1
"Mai/2010";FALSE;"Desligamento por morte";"2451";8
"Mai/2010";FALSE;"Desligamento por morte";"2452";0
"Abr/2010";FALSE;"Admissão por primeiro emprego";"2451";291
"Abr/2010";FALSE;"Admissão por primeiro emprego";"2452";70
"Abr/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2177
"Abr/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";689
"Abr/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1052
"Abr/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";434
"Abr/2010";FALSE;"Desligamento por demissão com justa causa";"2451";15
"Abr/2010";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Abr/2010";FALSE;"Desligamento a pedido";"2451";493
"Abr/2010";FALSE;"Desligamento a pedido";"2452";150
"Abr/2010";FALSE;"Desligamento por aposentadoria";"2451";0
"Abr/2010";FALSE;"Desligamento por aposentadoria";"2452";4
"Abr/2010";FALSE;"Desligamento por morte";"2451";8
"Abr/2010";FALSE;"Desligamento por morte";"2452";2
"Mar/2010";FALSE;"Admissão por primeiro emprego";"2451";406
"Mar/2010";FALSE;"Admissão por primeiro emprego";"2452";68
"Mar/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2504
"Mar/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";800
"Mar/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1186
"Mar/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";433
"Mar/2010";FALSE;"Desligamento por demissão com justa causa";"2451";20
"Mar/2010";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Mar/2010";FALSE;"Desligamento a pedido";"2451";479
"Mar/2010";FALSE;"Desligamento a pedido";"2452";133
"Mar/2010";FALSE;"Desligamento por aposentadoria";"2451";1
"Mar/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Mar/2010";FALSE;"Desligamento por morte";"2451";9
"Mar/2010";FALSE;"Desligamento por morte";"2452";4
"Fev/2010";FALSE;"Admissão por primeiro emprego";"2451";204
"Fev/2010";FALSE;"Admissão por primeiro emprego";"2452";73
"Fev/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2155
"Fev/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";690
"Fev/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";954
"Fev/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";395
"Fev/2010";FALSE;"Desligamento por demissão com justa causa";"2451";11
"Fev/2010";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Fev/2010";FALSE;"Desligamento a pedido";"2451";404
"Fev/2010";FALSE;"Desligamento a pedido";"2452";153
"Fev/2010";FALSE;"Desligamento por morte";"2451";5
"Fev/2010";FALSE;"Desligamento por morte";"2452";1
"Jan/2010";FALSE;"Admissão por primeiro emprego";"2451";186
"Jan/2010";FALSE;"Admissão por primeiro emprego";"2452";62
"Jan/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2357
"Jan/2010";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";708
"Jan/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";820
"Jan/2010";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";299
"Jan/2010";FALSE;"Desligamento por demissão com justa causa";"2451";18
"Jan/2010";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Jan/2010";FALSE;"Desligamento a pedido";"2451";372
"Jan/2010";FALSE;"Desligamento a pedido";"2452";113
"Jan/2010";FALSE;"Desligamento por aposentadoria";"2451";3
"Jan/2010";FALSE;"Desligamento por aposentadoria";"2452";0
"Jan/2010";FALSE;"Desligamento por morte";"2451";3
"Jan/2010";FALSE;"Desligamento por morte";"2452";1
"Dez/2009";FALSE;"Admissão por primeiro emprego";"2451";58
"Dez/2009";FALSE;"Admissão por primeiro emprego";"2452";16
"Dez/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1019
"Dez/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";433
"Dez/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";831
"Dez/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";332
"Dez/2009";FALSE;"Desligamento por demissão com justa causa";"2451";12
"Dez/2009";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Dez/2009";FALSE;"Desligamento a pedido";"2451";235
"Dez/2009";FALSE;"Desligamento a pedido";"2452";83
"Dez/2009";FALSE;"Desligamento por aposentadoria";"2451";1
"Dez/2009";FALSE;"Desligamento por aposentadoria";"2452";0
"Dez/2009";FALSE;"Desligamento por morte";"2451";7
"Dez/2009";FALSE;"Desligamento por morte";"2452";2
"Nov/2009";FALSE;"Admissão por primeiro emprego";"2451";131
"Nov/2009";FALSE;"Admissão por primeiro emprego";"2452";51
"Nov/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1612
"Nov/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";612
"Nov/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";701
"Nov/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";322
"Nov/2009";FALSE;"Desligamento por demissão com justa causa";"2451";12
"Nov/2009";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Nov/2009";FALSE;"Desligamento a pedido";"2451";246
"Nov/2009";FALSE;"Desligamento a pedido";"2452";125
"Nov/2009";FALSE;"Desligamento por morte";"2451";7
"Nov/2009";FALSE;"Desligamento por morte";"2452";0
"Out/2009";FALSE;"Admissão por primeiro emprego";"2451";140
"Out/2009";FALSE;"Admissão por primeiro emprego";"2452";55
"Out/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1886
"Out/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";625
"Out/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";767
"Out/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";331
"Out/2009";FALSE;"Desligamento por demissão com justa causa";"2451";6
"Out/2009";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Out/2009";FALSE;"Desligamento a pedido";"2451";222
"Out/2009";FALSE;"Desligamento a pedido";"2452";86
"Out/2009";FALSE;"Desligamento por aposentadoria";"2451";6
"Out/2009";FALSE;"Desligamento por aposentadoria";"2452";0
"Out/2009";FALSE;"Desligamento por morte";"2451";13
"Out/2009";FALSE;"Desligamento por morte";"2452";0
"Set/2009";FALSE;"Admissão por primeiro emprego";"2451";131
"Set/2009";FALSE;"Admissão por primeiro emprego";"2452";63
"Set/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1280
"Set/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";693
"Set/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";878
"Set/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";457
"Set/2009";FALSE;"Desligamento por demissão com justa causa";"2451";22
"Set/2009";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Set/2009";FALSE;"Desligamento a pedido";"2451";205
"Set/2009";FALSE;"Desligamento a pedido";"2452";86
"Set/2009";FALSE;"Desligamento por aposentadoria";"2451";1
"Set/2009";FALSE;"Desligamento por aposentadoria";"2452";1
"Set/2009";FALSE;"Desligamento por morte";"2451";7
"Set/2009";FALSE;"Desligamento por morte";"2452";2
"Ago/2009";FALSE;"Admissão por primeiro emprego";"2451";91
"Ago/2009";FALSE;"Admissão por primeiro emprego";"2452";45
"Ago/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1106
"Ago/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";539
"Ago/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";907
"Ago/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";346
"Ago/2009";FALSE;"Desligamento por demissão com justa causa";"2451";5
"Ago/2009";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Ago/2009";FALSE;"Desligamento a pedido";"2451";177
"Ago/2009";FALSE;"Desligamento a pedido";"2452";62
"Ago/2009";FALSE;"Desligamento por aposentadoria";"2451";1
"Ago/2009";FALSE;"Desligamento por aposentadoria";"2452";2
"Ago/2009";FALSE;"Desligamento por morte";"2451";5
"Ago/2009";FALSE;"Desligamento por morte";"2452";1
"Jul/2009";FALSE;"Admissão por primeiro emprego";"2451";69
"Jul/2009";FALSE;"Admissão por primeiro emprego";"2452";67
"Jul/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";807
"Jul/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";445
"Jul/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1806
"Jul/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";498
"Jul/2009";FALSE;"Desligamento por demissão com justa causa";"2451";16
"Jul/2009";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Jul/2009";FALSE;"Desligamento a pedido";"2451";176
"Jul/2009";FALSE;"Desligamento a pedido";"2452";63
"Jul/2009";FALSE;"Desligamento por aposentadoria";"2451";3
"Jul/2009";FALSE;"Desligamento por aposentadoria";"2452";0
"Jul/2009";FALSE;"Desligamento por morte";"2451";6
"Jul/2009";FALSE;"Desligamento por morte";"2452";3
"Jun/2009";FALSE;"Admissão por primeiro emprego";"2451";88
"Jun/2009";FALSE;"Admissão por primeiro emprego";"2452";27
"Jun/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";672
"Jun/2009";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";377
"Jun/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1380
"Jun/2009";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";450
"Jun/2009";FALSE;"Desligamento por demissão com justa causa";"2451";8
"Jun/2009";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jun/2009";FALSE;"Desligamento a pedido";"2451";139
"Jun/2009";FALSE;"Desligamento a pedido";"2452";69
