"Fluxo";"Ano";"Pais";"UF_Produto";"Valor_US_FOB";"Quilograma_Liquido";"cnae_subclasse"
"Exportação";2026;"Estados Unidos";"Rio de Janeiro";7971882;836;"2452"
"Exportação";2026;"Estados Unidos";"São Paulo";2836942;118096;"2452"
"Exportação";2026;"Argentina";"São Paulo";2603571;275703;"2452"
"Exportação";2026;"Colômbia";"São Paulo";2255953;112334;"2452"
"Exportação";2026;"Peru";"São Paulo";1726365;32499;"2452"
"Exportação";2026;"Paraguai";"São Paulo";1697207;178484;"2452"
"Exportação";2026;"Equador";"São Paulo";1697055;128235;"2452"
"Exportação";2026;"Chile";"São Paulo";1470531;82407;"2452"
"Exportação";2026;"Espanha";"Rio de Janeiro";1280956;166;"2452"
"Exportação";2026;"México";"Rio de Janeiro";1274448;105;"2452"
"Exportação";2026;"Reino Unido";"Rio de Janeiro";893595;682;"2452"
"Exportação";2026;"Portugal";"São Paulo";721710;1408;"2452"
"Exportação";2026;"Colômbia";"Rio de Janeiro";690751;74;"2452"
"Exportação";2026;"França";"Rio de Janeiro";648712;62;"2452"
"Exportação";2026;"França";"São Paulo";647472;3317;"2452"
"Exportação";2026;"Tcheca, República";"São Paulo";596293;187;"2452"
"Exportação";2026;"Paraguai";"Rio Grande do Sul";577669;84774;"2452"
"Exportação";2026;"México";"São Paulo";565230;11391;"2452"
"Exportação";2026;"Argentina";"Rio Grande do Sul";482381;76727;"2452"
"Exportação";2026;"Paraguai";"Santa Catarina";434204;70939;"2452"
"Exportação";2026;"China";"Rio de Janeiro";406148;14889;"2452"
"Exportação";2026;"Coreia do Sul";"Rio de Janeiro";364991;6;"2452"
"Exportação";2026;"Alemanha";"São Paulo";363301;232;"2452"
"Exportação";2026;"Argentina";"Santa Catarina";361150;26975;"2452"
"Exportação";2026;"Panamá";"Rio de Janeiro";360280;62;"2452"
"Exportação";2026;"Uruguai";"São Paulo";343133;16631;"2452"
"Exportação";2026;"Chile";"Rio de Janeiro";339686;2446;"2452"
"Exportação";2026;"Arábia Saudita";"Rio de Janeiro";338839;26;"2452"
"Exportação";2026;"México";"Rio Grande do Sul";253911;39021;"2452"
"Exportação";2026;"Bélgica";"São Paulo";240474;226;"2452"
"Exportação";2026;"Bélgica";"Rio de Janeiro";238877;22;"2452"
"Exportação";2026;"Uruguai";"Rio Grande do Sul";236487;35198;"2452"
"Exportação";2026;"Suíça";"Santa Catarina";220361;11864;"2452"
"Exportação";2026;"Canadá";"Rio de Janeiro";216796;67;"2452"
"Exportação";2026;"Argentina";"Rio de Janeiro";210383;33918;"2452"
"Exportação";2026;"Paraguai";"Rio de Janeiro";207897;32906;"2452"
"Exportação";2026;"Bolívia";"Rio Grande do Sul";191747;27729;"2452"
"Exportação";2026;"Bolívia";"São Paulo";178660;14019;"2452"
"Exportação";2026;"Costa Rica";"São Paulo";172334;7818;"2452"
"Exportação";2026;"Itália";"Rio de Janeiro";162198;13;"2452"
"Exportação";2026;"Turquia";"Santa Catarina";158584;7748;"2452"
"Exportação";2026;"Áustria";"Rio de Janeiro";153941;5;"2452"
"Exportação";2026;"Reino Unido";"São Paulo";153243;449;"2452"
"Exportação";2026;"Suécia";"Rio de Janeiro";149666;18;"2452"
"Exportação";2026;"Índia";"Rio de Janeiro";146293;11;"2452"
"Exportação";2026;"Turquia";"São Paulo";121064;296;"2452"
"Exportação";2026;"Luxemburgo";"Rio de Janeiro";119869;17;"2452"
"Exportação";2026;"Índia";"Minas Gerais";114774;1030;"2452"
"Exportação";2026;"Paraguai";"Paraná";110262;15685;"2452"
"Exportação";2026;"Panamá";"São Paulo";103886;8012;"2452"
"Exportação";2026;"Turquia";"Rio de Janeiro";90775;13;"2452"
"Exportação";2026;"Uruguai";"Rio de Janeiro";86927;15123;"2452"
"Exportação";2026;"Chile";"Paraná";86876;1874;"2452"
"Exportação";2026;"Itália";"São Paulo";81098;245;"2452"
"Exportação";2026;"Colômbia";"Rio Grande do Sul";79794;13844;"2452"
"Exportação";2026;"Estados Unidos";"Paraná";77764;5692;"2452"
"Exportação";2026;"Alemanha";"Rio de Janeiro";77035;18;"2452"
"Exportação";2026;"Peru";"Rio Grande do Sul";73741;9294;"2452"
"Exportação";2026;"Venezuela";"São Paulo";66615;6855;"2452"
"Exportação";2026;"Uruguai";"Santa Catarina";63636;10222;"2452"
"Exportação";2026;"Estados Unidos";"Amazonas";59324;792;"2452"
"Exportação";2026;"República Dominicana";"Paraná";57301;863;"2452"
"Exportação";2026;"Chile";"Santa Catarina";56225;462;"2452"
"Exportação";2026;"Singapura";"São Paulo";55353;42;"2452"
"Exportação";2026;"México";"Santa Catarina";53256;3357;"2452"
"Exportação";2026;"França";"Minas Gerais";51639;5;"2452"
"Exportação";2026;"China";"São Paulo";49898;822;"2452"
"Exportação";2026;"Bolívia";"Paraná";48068;2392;"2452"
"Exportação";2026;"África do Sul";"Santa Catarina";47871;1482;"2452"
"Exportação";2026;"Noruega";"Espírito Santo";45775;6;"2452"
"Exportação";2026;"Argentina";"Minas Gerais";45139;3189;"2452"
"Exportação";2026;"Singapura";"Rio de Janeiro";44605;175;"2452"
"Exportação";2026;"Canadá";"Minas Gerais";43892;1639;"2452"
"Exportação";2026;"Colômbia";"Minas Gerais";41999;412;"2452"
"Exportação";2026;"Japão";"São Paulo";39240;33;"2452"
"Exportação";2026;"Tailândia";"Rio Grande do Sul";38770;745;"2452"
"Exportação";2026;"Malásia";"Rio de Janeiro";36882;3;"2452"
"Exportação";2026;"África do Sul";"São Paulo";36526;55;"2452"
"Exportação";2026;"Países Baixos (Holanda)";"São Paulo";36170;202;"2452"
"Exportação";2026;"Canadá";"São Paulo";36158;1397;"2452"
"Exportação";2026;"Austrália";"São Paulo";36047;2993;"2452"
"Exportação";2026;"Polônia";"São Paulo";35819;48;"2452"
"Exportação";2026;"Estados Unidos";"Minas Gerais";35257;511;"2452"
"Exportação";2026;"Estados Unidos";"Rio Grande do Sul";34537;488;"2452"
"Exportação";2026;"Estados Unidos";"Bahia";34411;1179;"2452"
"Exportação";2026;"Bolívia";"Santa Catarina";31518;5535;"2452"
"Exportação";2026;"Bolívia";"Rio de Janeiro";30646;3896;"2452"
"Exportação";2026;"Guatemala";"Santa Catarina";28351;121;"2452"
"Exportação";2026;"Paraguai";"Minas Gerais";27424;4579;"2452"
"Exportação";2026;"Argentina";"Paraná";26247;2324;"2452"
"Exportação";2026;"México";"Minas Gerais";26038;230;"2452"
"Exportação";2026;"Bolívia";"Minas Gerais";23100;1878;"2452"
"Exportação";2026;"Guatemala";"São Paulo";22596;903;"2452"
"Exportação";2026;"Coreia do Sul";"São Paulo";22446;50;"2452"
"Exportação";2026;"Islândia";"Rio de Janeiro";21813;3;"2452"
"Exportação";2026;"Uruguai";"Paraná";19768;1230;"2452"
"Exportação";2026;"Reino Unido";"Rio Grande do Sul";19455;235;"2452"
"Exportação";2026;"Coreia do Sul";"Rio Grande do Sul";18903;633;"2452"
"Exportação";2026;"Eslovênia";"São Paulo";18763;2;"2452"
"Exportação";2026;"Colômbia";"Santa Catarina";18018;125;"2452"
"Exportação";2026;"El Salvador";"São Paulo";17706;542;"2452"
"Exportação";2026;"Estados Unidos";"Não Declarada";17313;108;"2452"
"Exportação";2026;"França";"Paraná";17144;93;"2452"
"Exportação";2026;"Espanha";"Não Declarada";16935;628;"2452"
"Exportação";2026;"República Dominicana";"Rio Grande do Sul";16800;1999;"2452"
"Exportação";2026;"Colômbia";"Paraná";15907;872;"2452"
"Exportação";2026;"Equador";"Rio Grande do Sul";15810;1816;"2452"
"Exportação";2026;"República Dominicana";"São Paulo";14214;607;"2452"
"Exportação";2026;"Guiana";"Rio de Janeiro";13533;0;"2452"
"Exportação";2026;"Equador";"Paraná";13193;1178;"2452"
"Exportação";2026;"Portugal";"Santa Catarina";13109;537;"2452"
"Exportação";2026;"Uruguai";"Minas Gerais";11678;616;"2452"
"Exportação";2026;"Noruega";"Paraná";11013;8;"2452"
"Exportação";2026;"Honduras";"Rio Grande do Sul";10980;622;"2452"
"Exportação";2026;"Austrália";"Rio de Janeiro";10581;1;"2452"
"Exportação";2026;"Guiana";"Rio Grande do Sul";10576;764;"2452"
"Exportação";2026;"Porto Rico";"São Paulo";10000;4;"2452"
"Exportação";2026;"Itália";"Rio Grande do Sul";9980;186;"2452"
"Exportação";2026;"Guiana";"Espírito Santo";9824;129;"2452"
"Exportação";2026;"Equador";"Rio de Janeiro";9565;393;"2452"
"Exportação";2026;"Chile";"Minas Gerais";9397;110;"2452"
"Exportação";2026;"Togo";"São Paulo";9300;1;"2452"
"Exportação";2026;"Espanha";"Santa Catarina";9272;264;"2452"
"Exportação";2026;"Espanha";"São Paulo";9102;17;"2452"
"Exportação";2026;"Reino Unido";"Paraná";8725;10;"2452"
"Exportação";2026;"Venezuela";"Paraná";8494;334;"2452"
"Exportação";2026;"Trinidad e Tobago";"Santa Catarina";8061;35;"2452"
"Exportação";2026;"Índia";"São Paulo";8023;264;"2452"
"Exportação";2026;"Indonésia";"São Paulo";7965;794;"2452"
"Exportação";2026;"Equador";"Santa Catarina";7819;21;"2452"
"Exportação";2026;"Venezuela";"Santa Catarina";7710;1014;"2452"
"Exportação";2026;"Costa Rica";"Paraná";7624;300;"2452"
"Exportação";2026;"Malásia";"São Paulo";7482;31;"2452"
"Exportação";2026;"Austrália";"Minas Gerais";7454;262;"2452"
"Exportação";2026;"Tailândia";"Minas Gerais";7365;71;"2452"
"Exportação";2026;"Panamá";"Santa Catarina";7189;50;"2452"
"Exportação";2026;"Indonésia";"Rio Grande do Sul";7168;363;"2452"
"Exportação";2026;"Hungria";"São Paulo";7161;112;"2452"
"Exportação";2026;"Jordânia";"São Paulo";6915;1;"2452"
"Exportação";2026;"Chipre";"Rio de Janeiro";6778;1;"2452"
"Exportação";2026;"Suíça";"São Paulo";6453;32;"2452"
"Exportação";2026;"Azerbaijão";"São Paulo";6030;0;"2452"
"Exportação";2026;"Peru";"Santa Catarina";5906;41;"2452"
"Exportação";2026;"Guatemala";"Minas Gerais";5806;121;"2452"
"Exportação";2026;"Egito";"São Paulo";5543;11;"2452"
"Exportação";2026;"Hungria";"Rio de Janeiro";5032;0;"2452"
"Exportação";2026;"Guatemala";"Rio Grande do Sul";4977;750;"2452"
"Exportação";2026;"Austrália";"Paraná";4715;9;"2452"
"Exportação";2026;"Estados Unidos";"Santa Catarina";4595;1506;"2452"
"Exportação";2026;"Peru";"Rio de Janeiro";4593;2;"2452"
"Exportação";2026;"Turcomenistão";"São Paulo";4561;50;"2452"
"Exportação";2026;"Emirados Árabes Unidos";"Rio de Janeiro";4470;22;"2452"
"Exportação";2026;"Angola";"Minas Gerais";4467;99;"2452"
"Exportação";2026;"Libéria";"Maranhão";4443;3;"2452"
"Exportação";2026;"China";"Rio Grande do Sul";4307;84;"2452"
"Exportação";2026;"Portugal";"Rio de Janeiro";4120;583;"2452"
"Exportação";2026;"Polônia";"Rio Grande do Sul";3992;74;"2452"
"Exportação";2026;"China";"Paraná";3971;143;"2452"
"Exportação";2026;"México";"Paraná";3893;47;"2452"
"Exportação";2026;"Peru";"Paraná";3818;210;"2452"
"Exportação";2026;"Venezuela";"Rio Grande do Sul";3738;247;"2452"
"Exportação";2026;"Angola";"Rio Grande do Sul";3684;94;"2452"
"Exportação";2026;"Estados Unidos";"Espírito Santo";3647;45;"2452"
"Exportação";2026;"Áustria";"São Paulo";3444;3;"2452"
"Exportação";2026;"Chile";"Não Declarada";3427;4;"2452"
"Exportação";2026;"Guiné-Bissau";"São Paulo";3397;230;"2452"
"Exportação";2026;"Guatemala";"Rio de Janeiro";3091;1;"2452"
"Exportação";2026;"Angola";"Rio de Janeiro";3047;4;"2452"
"Exportação";2026;"Marshall, Ilhas";"São Paulo";2912;61;"2452"
"Exportação";2026;"Letônia";"São Paulo";2904;1;"2452"
"Exportação";2026;"Alemanha";"Santa Catarina";2840;784;"2452"
"Exportação";2026;"Peru";"Minas Gerais";2806;60;"2452"
"Exportação";2026;"Espanha";"Paraná";2789;17;"2452"
"Exportação";2026;"El Salvador";"Rio Grande do Sul";2764;437;"2452"
"Exportação";2026;"Itália";"Minas Gerais";2685;3;"2452"
"Exportação";2026;"Nicarágua";"São Paulo";2548;34;"2452"
"Exportação";2026;"Catar";"São Paulo";2510;502;"2452"
"Exportação";2026;"Costa do Marfim";"Rio de Janeiro";2503;0;"2452"
"Exportação";2026;"Chile";"Rio Grande do Sul";2404;269;"2452"
"Exportação";2026;"Eslováquia";"São Paulo";2363;0;"2452"
"Exportação";2026;"Marshall, Ilhas";"Rio Grande do Sul";2253;101;"2452"
"Exportação";2026;"Honduras";"São Paulo";2241;88;"2452"
"Exportação";2026;"Marrocos";"Minas Gerais";2207;25;"2452"
"Exportação";2026;"Gabão";"Rio de Janeiro";2179;2;"2452"
"Exportação";2026;"Austrália";"Santa Catarina";2041;418;"2452"
"Exportação";2026;"Suriname";"Rio de Janeiro";1981;21;"2452"
"Exportação";2026;"Reino Unido";"Santa Catarina";1862;593;"2452"
"Exportação";2026;"El Salvador";"Santa Catarina";1848;12;"2452"
"Exportação";2026;"Portugal";"Bahia";1766;30;"2452"
"Exportação";2026;"Panamá";"Rio Grande do Sul";1737;124;"2452"
"Exportação";2026;"Dinamarca";"São Paulo";1706;16;"2452"
"Exportação";2026;"Bélgica";"Paraná";1638;42;"2452"
"Exportação";2026;"Grécia";"São Paulo";1618;57;"2452"
"Exportação";2026;"Costa Rica";"Rio Grande do Sul";1609;120;"2452"
"Exportação";2026;"Congo, República Democrática";"São Paulo";1600;32;"2452"
"Exportação";2026;"Angola";"Paraná";1580;23;"2452"
"Exportação";2026;"Papua Nova Guiné";"Rio de Janeiro";1524;0;"2452"
"Exportação";2026;"Singapura";"Rio Grande do Sul";1494;33;"2452"
"Exportação";2026;"Croácia";"Rio Grande do Sul";1475;161;"2452"
"Exportação";2026;"Israel";"Rio Grande do Sul";1470;7;"2452"
"Exportação";2026;"Alemanha";"Bahia";1464;46;"2452"
"Exportação";2026;"Hong Kong";"São Paulo";1447;7;"2452"
"Exportação";2026;"Alemanha";"Rio Grande do Sul";1429;14;"2452"
"Exportação";2026;"Canadá";"Santa Catarina";1427;255;"2452"
"Exportação";2026;"Eslovênia";"Santa Catarina";1368;9;"2452"
"Exportação";2026;"Dinamarca";"Rio Grande do Sul";1319;150;"2452"
"Exportação";2026;"Portugal";"Minas Gerais";1317;1;"2452"
"Exportação";2026;"Guiana";"Roraima";1277;274;"2452"
"Exportação";2026;"Austrália";"Rio Grande do Sul";1201;29;"2452"
"Exportação";2026;"Coveite (Kuweit)";"Minas Gerais";1188;21;"2452"
"Exportação";2026;"Emirados Árabes Unidos";"São Paulo";1162;24;"2452"
"Exportação";2026;"Índia";"Paraná";1152;14;"2452"
"Exportação";2026;"Japão";"Paraná";1117;3;"2452"
"Exportação";2026;"Omã";"São Paulo";1117;0;"2452"
"Exportação";2026;"Venezuela";"Roraima";1048;80;"2452"
"Exportação";2026;"Angola";"São Paulo";995;17;"2452"
"Exportação";2026;"Bélgica";"Santa Catarina";949;483;"2452"
"Exportação";2026;"Nova Zelândia";"São Paulo";938;0;"2452"
"Exportação";2026;"República Dominicana";"Rio Grande do Norte";931;39;"2452"
"Exportação";2026;"Omã";"Santa Catarina";918;19;"2452"
"Exportação";2026;"Índia";"Santa Catarina";917;23;"2452"
"Exportação";2026;"Maldivas";"Minas Gerais";912;1;"2452"
"Exportação";2026;"França";"Rio Grande do Sul";905;3;"2452"
"Exportação";2026;"Países Baixos (Holanda)";"Rio de Janeiro";882;8;"2452"
"Exportação";2026;"Noruega";"São Paulo";850;24;"2452"
"Exportação";2026;"Indonésia";"Minas Gerais";847;17;"2452"
"Exportação";2026;"África do Sul";"Rio de Janeiro";787;15;"2452"
"Exportação";2026;"França";"Santa Catarina";770;236;"2452"
"Exportação";2026;"República Dominicana";"Santa Catarina";753;14;"2452"
"Exportação";2026;"Suécia";"São Paulo";738;3;"2452"
"Exportação";2026;"Indonésia";"Rio de Janeiro";728;0;"2452"
"Exportação";2026;"Panamá";"Ceará";705;4;"2452"
"Exportação";2026;"Jamaica";"São Paulo";691;14;"2452"
"Exportação";2026;"Reino Unido";"Não Declarada";688;57;"2452"
"Exportação";2026;"Singapura";"Santa Catarina";632;48;"2452"
"Exportação";2026;"Curaçao";"São Paulo";625;2;"2452"
"Exportação";2026;"Libéria";"São Paulo";617;33;"2452"
"Exportação";2026;"Itália";"Santa Catarina";608;46;"2452"
"Exportação";2026;"Libéria";"Rio de Janeiro";608;22;"2452"
"Exportação";2026;"Quênia";"São Paulo";601;0;"2452"
"Exportação";2026;"Venezuela";"Goiás";567;57;"2452"
"Exportação";2026;"Nigéria";"São Paulo";529;1;"2452"
"Exportação";2026;"Estônia";"São Paulo";507;30;"2452"
"Exportação";2026;"Trinidad e Tobago";"São Paulo";501;0;"2452"
"Exportação";2026;"Panamá";"Minas Gerais";501;0;"2452"
"Exportação";2026;"China";"Santa Catarina";468;70;"2452"
"Exportação";2026;"Libéria";"Paraná";449;9;"2452"
"Exportação";2026;"Israel";"São Paulo";440;0;"2452"
"Exportação";2026;"Canadá";"Paraná";427;0;"2452"
"Exportação";2026;"Malta";"Rio Grande do Sul";426;21;"2452"
"Exportação";2026;"Cuba";"São Paulo";416;0;"2452"
"Exportação";2026;"Bulgária";"São Paulo";412;7;"2452"
"Exportação";2026;"Paraguai";"Mato Grosso do Sul";411;8;"2452"
"Exportação";2026;"Belize";"Santa Catarina";400;1;"2452"
"Exportação";2026;"Marrocos";"São Paulo";396;3;"2452"
"Exportação";2026;"Angola";"Amapá";384;24;"2452"
"Exportação";2026;"Irlanda";"Minas Gerais";377;2;"2452"
"Exportação";2026;"Filipinas";"Rio Grande do Sul";361;67;"2452"
"Exportação";2026;"Marshall, Ilhas";"Pará";347;10;"2452"
"Exportação";2026;"Noruega";"Rio de Janeiro";340;15;"2452"
"Exportação";2026;"Tcheca, República";"Minas Gerais";336;68;"2452"
"Exportação";2026;"México";"Não Declarada";330;9;"2452"
"Exportação";2026;"Singapura";"Minas Gerais";302;4;"2452"
"Exportação";2026;"Barbados";"Espírito Santo";284;14;"2452"
"Exportação";2026;"Japão";"Amazonas";280;0;"2452"
"Exportação";2026;"Chipre";"São Paulo";269;7;"2452"
"Exportação";2026;"Cazaquistão";"Santa Catarina";268;85;"2452"
"Exportação";2026;"Nova Zelândia";"Santa Catarina";267;40;"2452"
"Exportação";2026;"Suriname";"Paraná";267;20;"2452"
"Exportação";2026;"Rússia";"Minas Gerais";267;14;"2452"
"Exportação";2026;"Tailândia";"São Paulo";264;3;"2452"
"Exportação";2026;"Guiana";"São Paulo";256;2;"2452"
"Exportação";2026;"Cabo Verde";"Paraná";249;0;"2452"
"Exportação";2026;"Japão";"Santa Catarina";246;2;"2452"
"Exportação";2026;"Croácia";"São Paulo";217;0;"2452"
"Exportação";2026;"Colômbia";"Bahia";203;0;"2452"
"Exportação";2026;"Barbados";"Rio Grande do Sul";197;15;"2452"
"Exportação";2026;"Marshall, Ilhas";"Ceará";196;3;"2452"
"Exportação";2026;"Libéria";"Rio Grande do Sul";193;1;"2452"
"Exportação";2026;"Grécia";"Santa Catarina";189;5;"2452"
"Exportação";2026;"Barbados";"São Paulo";184;15;"2452"
"Exportação";2026;"Taiwan (Formosa)";"São Paulo";183;4;"2452"
"Exportação";2026;"Emirados Árabes Unidos";"Santa Catarina";179;4;"2452"
"Exportação";2026;"Chipre";"Santa Catarina";179;3;"2452"
"Exportação";2026;"Emirados Árabes Unidos";"Minas Gerais";178;0;"2452"
"Exportação";2026;"Grécia";"Rio de Janeiro";177;4;"2452"
"Exportação";2026;"Panamá";"Bahia";171;52;"2452"
"Exportação";2026;"Belize";"Rio Grande do Sul";163;1;"2452"
"Exportação";2026;"Serra Leoa";"São Paulo";162;5;"2452"
"Exportação";2026;"Coreia do Sul";"Paraná";156;0;"2452"
"Exportação";2026;"Filipinas";"São Paulo";152;1;"2452"
"Exportação";2026;"Congo";"São Paulo";146;6;"2452"
"Exportação";2026;"Moçambique";"Santa Catarina";133;5;"2452"
"Exportação";2026;"Países Baixos (Holanda)";"Rio Grande do Sul";133;1;"2452"
"Exportação";2026;"Libéria";"Santa Catarina";124;0;"2452"
"Exportação";2026;"Finlândia";"Minas Gerais";123;12;"2452"
"Exportação";2026;"Espanha";"Pernambuco";115;100;"2452"
"Exportação";2026;"Bahamas";"Rio Grande do Sul";105;6;"2452"
"Exportação";2026;"África do Sul";"Minas Gerais";105;2;"2452"
"Exportação";2026;"Antígua e Barbuda";"Rio de Janeiro";104;16;"2452"
"Exportação";2026;"Alemanha";"Minas Gerais";104;1;"2452"
"Exportação";2026;"Reino Unido";"Minas Gerais";103;3;"2452"
"Exportação";2026;"Líbano";"Rio Grande do Sul";98;10;"2452"
"Exportação";2026;"Itália";"Paraná";98;0;"2452"
"Exportação";2026;"Marshall, Ilhas";"Santa Catarina";96;5;"2452"
"Exportação";2026;"Costa Rica";"Santa Catarina";93;1;"2452"
"Exportação";2026;"Mongólia";"São Paulo";92;0;"2452"
"Exportação";2026;"Marshall, Ilhas";"Paraná";91;2;"2452"
"Exportação";2026;"Venezuela";"Amazonas";90;30;"2452"
"Exportação";2026;"Cabo Verde";"Rio Grande do Sul";90;4;"2452"
"Exportação";2026;"Dinamarca";"Santa Catarina";87;10;"2452"
"Exportação";2026;"Libéria";"Bahia";86;2;"2452"
"Exportação";2026;"Romênia";"Paraná";79;6;"2452"
"Exportação";2026;"Suíça";"Pará";77;0;"2452"
"Exportação";2026;"Canadá";"Pernambuco";72;11;"2452"
"Exportação";2026;"Malta";"São Paulo";71;5;"2452"
"Exportação";2026;"Alemanha";"Não Declarada";70;14;"2452"
"Exportação";2026;"Marshall, Ilhas";"Espírito Santo";64;14;"2452"
"Exportação";2026;"Suécia";"Paraná";62;0;"2452"
"Exportação";2026;"Itália";"Bahia";58;1;"2452"
"Exportação";2026;"Chipre";"Rio Grande do Sul";54;1;"2452"
"Exportação";2026;"Tunísia";"São Paulo";50;0;"2452"
"Exportação";2026;"Guiana";"Amazonas";45;3;"2452"
"Exportação";2026;"Equador";"Minas Gerais";45;1;"2452"
"Exportação";2026;"Polônia";"Santa Catarina";43;9;"2452"
"Exportação";2026;"Burkina Faso";"Santa Catarina";41;14;"2452"
"Exportação";2026;"Suécia";"Santa Catarina";37;12;"2452"
"Exportação";2026;"Eslováquia";"Paraná";30;0;"2452"
"Exportação";2026;"Portugal";"Espírito Santo";26;0;"2452"
"Exportação";2026;"Ucrânia";"Santa Catarina";25;5;"2452"
"Exportação";2026;"Honduras";"Paraná";25;1;"2452"
"Exportação";2026;"Panamá";"Maranhão";21;1;"2452"
"Exportação";2026;"Turquia";"Rio Grande do Sul";19;0;"2452"
"Exportação";2026;"Rússia";"Rio Grande do Sul";16;0;"2452"
"Exportação";2026;"Eslovênia";"Rio Grande do Sul";14;1;"2452"
"Exportação";2026;"Omã";"Rio de Janeiro";14;0;"2452"
"Exportação";2026;"Egito";"Rio de Janeiro";14;0;"2452"
"Exportação";2026;"Emirados Árabes Unidos";"Sergipe";12;4;"2452"
"Exportação";2026;"Chipre";"Espírito Santo";12;0;"2452"
"Exportação";2026;"Dominica";"Santa Catarina";12;0;"2452"
"Exportação";2026;"Santa Lúcia";"Santa Catarina";11;1;"2452"
"Exportação";2026;"Brasil";"Rio de Janeiro";9;2;"2452"
"Exportação";2026;"Panamá";"Espírito Santo";7;3;"2452"
"Exportação";2026;"Guiana";"Paraná";5;16;"2452"
"Exportação";2026;"Belize";"São Paulo";3;0;"2452"
"Exportação";2026;"Finlândia";"Santa Catarina";2;2;"2452"
"Exportação";2026;"Paquistão";"São Paulo";2;0;"2452"
"Exportação";2026;"Argélia";"São Paulo";0;0;"2452"
"Importação";2026;"Argentina";"Santa Catarina";24159592;5208998;"2452"
"Importação";2026;"Estados Unidos";"São Paulo";23139928;108826;"2452"
"Importação";2026;"Paraguai";"Pernambuco";16555004;1576587;"2452"
"Importação";2026;"Paraguai";"Rio de Janeiro";14263534;1350802;"2452"
"Importação";2026;"China";"São Paulo";11461071;1224528;"2452"
"Importação";2026;"Estados Unidos";"Rio de Janeiro";9448839;9730;"2452"
"Importação";2026;"Alemanha";"São Paulo";8799816;101733;"2452"
"Importação";2026;"China";"Santa Catarina";6838077;1291905;"2452"
"Importação";2026;"Reino Unido";"Rio de Janeiro";5299618;24641;"2452"
"Importação";2026;"Coreia do Sul";"São Paulo";5128753;63420;"2452"
"Importação";2026;"França";"São Paulo";5055008;17592;"2452"
"Importação";2026;"Estados Unidos";"Amazonas";4402285;41566;"2452"
"Importação";2026;"Reino Unido";"São Paulo";4203341;10383;"2452"
"Importação";2026;"Argentina";"São Paulo";3104164;43124;"2452"
"Importação";2026;"Taiwan (Formosa)";"Rio de Janeiro";3066402;269;"2452"
"Importação";2026;"China";"Amazonas";2932409;252312;"2452"
"Importação";2026;"Espanha";"São Paulo";2892570;40274;"2452"
"Importação";2026;"França";"Rio de Janeiro";2697387;2469;"2452"
"Importação";2026;"Estados Unidos";"Minas Gerais";2694049;5150;"2452"
"Importação";2026;"China";"Paraná";1861254;321936;"2452"
"Importação";2026;"México";"São Paulo";1695243;20161;"2452"
"Importação";2026;"China";"Minas Gerais";1652092;237111;"2452"
"Importação";2026;"China";"Bahia";1614827;107888;"2452"
"Importação";2026;"China";"Rio de Janeiro";1360616;47591;"2452"
"Importação";2026;"Suécia";"São Paulo";1277995;86514;"2452"
"Importação";2026;"Taiwan (Formosa)";"Santa Catarina";1252259;11795;"2452"
"Importação";2026;"Noruega";"Rio de Janeiro";1239901;2713;"2452"
"Importação";2026;"Tcheca, República";"São Paulo";1194361;3000;"2452"
"Importação";2026;"Índia";"São Paulo";1184356;101579;"2452"
"Importação";2026;"Itália";"São Paulo";1119510;17769;"2452"
"Importação";2026;"Índia";"Rio de Janeiro";1078320;2245;"2452"
"Importação";2026;"China";"Rondônia";1045516;376500;"2452"
"Importação";2026;"Itália";"Pernambuco";939225;90543;"2452"
"Importação";2026;"Canadá";"São Paulo";918332;2124;"2452"
"Importação";2026;"Turquia";"Rio de Janeiro";869953;1512;"2452"
"Importação";2026;"Japão";"Rio de Janeiro";797950;594;"2452"
"Importação";2026;"Tailândia";"São Paulo";654067;131014;"2452"
"Importação";2026;"Espanha";"Espírito Santo";612982;38534;"2452"
"Importação";2026;"Bélgica";"Rio de Janeiro";600779;62;"2452"
"Importação";2026;"China";"Espírito Santo";596688;106429;"2452"
"Importação";2026;"Dinamarca";"Rio de Janeiro";518446;5342;"2452"
"Importação";2026;"Turquia";"São Paulo";493709;2520;"2452"
"Importação";2026;"Alemanha";"Rio de Janeiro";489329;1134;"2452"
"Importação";2026;"Hungria";"São Paulo";475252;7282;"2452"
"Importação";2026;"Reino Unido";"Paraná";473033;2067;"2452"
"Importação";2026;"Japão";"Amazonas";443265;20455;"2452"
"Importação";2026;"China";"Rio Grande do Sul";423474;52809;"2452"
"Importação";2026;"Suíça";"São Paulo";415559;7997;"2452"
"Importação";2026;"Noruega";"Paraná";394195;94;"2452"
"Importação";2026;"Tcheca, República";"Rio de Janeiro";386203;1560;"2452"
"Importação";2026;"Itália";"Rio de Janeiro";379939;1100;"2452"
"Importação";2026;"Japão";"São Paulo";356249;8469;"2452"
"Importação";2026;"Japão";"Paraná";342629;98160;"2452"
"Importação";2026;"França";"Minas Gerais";333617;286;"2452"
"Importação";2026;"Áustria";"São Paulo";333355;4748;"2452"
"Importação";2026;"Alemanha";"Rio Grande do Sul";328810;3286;"2452"
"Importação";2026;"Vietnã";"Amazonas";293713;33119;"2452"
"Importação";2026;"Estados Unidos";"Santa Catarina";292136;12999;"2452"
