"Ano";"UF";"Porte";"Instrumento";"tipo_operacao";"cnae_subclasse";"Valor_Contratado";"Valor_Desembolsado"
2026;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";102900;0
2026;" SC";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";216500;0
2026;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";1000000;0
2026;" SP";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";100000;0
2025;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2452";384000;384000
2025;" PR";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";115000;115000
2025;" SC";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";10000000;10000000
2025;" SC";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";271500;271500
2025;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";4584587;4584587
2025;" SP";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";139000;139000
2024;" AL";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2452";570000;570000
2024;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";340000;340000
2024;" MG";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";400000;400000
2024;" PR";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";5020000;5020000
2024;" PR";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";130000;130000
2024;" SC";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";18000000;18000000
2024;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";240000;240000
2024;" SC";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";600000;600000
2024;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";600000;600000
2024;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";1247400;1247400
2024;" SP";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";700000;700000
2024;"SC";"GRANDE";"PROGRAMA BNDES MAIS INOVAÇÃO";"Não Automáticas";"2452";46000000;0
2023;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";154000;154000
2023;" MG";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";6200000;6198909
2023;" RS";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";128000;128000
2023;" SC";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";12000000;12000000
2023;" SC";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";696270;696270
2023;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";2000000;2000000
2023;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";708000;708000
2023;" SP";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";4500000;4500000
2023;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";500000;479339
2022;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";537750;537750
2022;" RJ";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";700000;700000
2022;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";2600000;2552892
2022;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";926250;926250
2022;" SP";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2452";10000000;10000000
2022;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2452";520000;520000
2022;" SP";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";895710;894957
2022;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";70000;70000
2021;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";638250;638250
2021;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";367503;367503
2021;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";431250;431250
2021;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";799316;799316
2020;" GO";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";200000;200000
2020;" MG";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";150000;150000
2020;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";322500;322500
2020;" PR";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";22918;22918
2020;" RS";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";100000;100000
2020;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";100040;100040
2020;" SC";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";250000;250000
2020;" SC";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";100000;100000
2020;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";442500;442500
2020;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";225000;225000
2020;"SP";"MÉDIA";"CAPACIDADE PRODUTIVA - DEMAIS INDÚSTRIA E SERVIÇOS";"Não Automáticas";"2452";25808000;25808000
2019;" GO";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";352000;352000
2019;" PR";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";500000;500000
2019;" RJ";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";363750;363750
2019;" RJ";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";494700;494700
2019;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";280000;280000
2019;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";1045967;941967
2019;" SC";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";460000;460000
2019;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";262500;262500
2019;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";125000;125000
2019;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2452";375000;375000
2018;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";270000;270000
2018;" RS";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";220500;220500
2018;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";280000;280000
2018;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";380000;380000
2018;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";1809800;1809800
2018;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";262779;262779
2017;" CE";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";110000;110000
2017;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";3576962;3576902
2017;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";5000000;5000000
2017;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";81277;81182
2017;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";252000;252000
2017;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";420000;420000
2017;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";45000;45000
2017;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";151260;151007
2017;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2452";164800;164800
2017;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";1300000;1300000
2017;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";145000;145000
2016;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";3825205;3825205
2016;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";155000;155000
2016;" PR";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";95000;95000
2016;" RJ";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";577500;577500
2016;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";1500000;1500000
2016;" SC";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";95994;95890
2016;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";500000;500000
2016;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";427500;427500
2015;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";2130672;2130672
2015;" PR";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";200000;200000
2015;" RS";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";150000;150000
2015;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";140000;140000
2015;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";106050;106050
2015;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";726892;726892
2015;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";130000;130000
2015;" SP";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";181510;181510
2015;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2452";181800;181800
2015;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";930340;930340
2014;" AM";"GRANDE";"INDÚSTRIA, AGROPECUÁRIA E INFRAESTRUTURA";"Automáticas (Indiretas)";"2452";1073237;766423
2014;" AM";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";94000;94000
2014;" AM";"GRANDE";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";107550;107550
2014;" GO";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";291993;291993
2014;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";25226771;13923671
2014;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";61700;61700
2014;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";260400;260400
2014;" PR";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";195000;195000
2014;" RO";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";396002;396002
2014;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";384190;384190
2014;" RS";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";145000;145000
2014;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";1150800;1150800
2014;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";500000;500000
2014;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";135000;135000
2014;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";518300;518300
2014;" SC";"GRANDE";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";499200;499200
2014;" SC";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";89600;89600
2014;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";1098555;1098555
2014;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";130252;130252
2014;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";1309632;1309632
2014;" SP";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";577601;577601
2014;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";504400;504400
2014;" SP";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";291870;291870
2014;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";79000;79000
2014;" SP";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";252500;252500
2014;"MG";"GRANDE";"INDÚSTRIA E SERVIÇOS DIFUSORES DE TECNOLOGIA";"Não Automáticas";"2452";24661412;22834616
2014;"MG";"GRANDE";"INVESTIMENTO SOCIAL DE EMPRESAS (ISE)";"Não Automáticas";"2452";650000;657364,65
2014;"MG";"GRANDE";"LINHA DE APOIO À INDÚSTRIA 1";"Não Automáticas";"2452";46850000;49766736,49
2014;"MG";"GRANDE";"MEIO AMBIENTE";"Não Automáticas";"2452";619000;628370,34
2014;"MG";"GRANDE";"PSI - BK - Demais Itens";"Não Automáticas";"2452";41840588;22240000
2013;" GO";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";402000;402000
2013;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";500000;500000
2013;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";1166668;1166668
2013;" MG";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";117000;117000
2013;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";366077;366077
2013;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";607507;607507
2013;" PR";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";670000;670000
2013;" PR";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";188000;188000
2013;" PR";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";786507;785793
2013;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";59200;59200
2013;" RJ";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";178500;178500
2013;" RJ";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";3710980;3710980
2013;" RS";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2452";100000;100000
2013;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";9300;9300
2013;" RS";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2452";2000000;2000000
2013;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";516780;516780
2013;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";210000;210000
2013;" SC";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2452";217900;217900
2013;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";400000;160000
2013;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2452";808470;808470
