"Fluxo";"Ano";"Pais";"UF_Produto";"Valor_US_FOB";"Quilograma_Liquido";"cnae_subclasse"
"Exportação";2023;"Suécia";"Minas Gerais";4513;231;"2451"
"Exportação";2023;"Guiana";"São Paulo";4484;841;"2451"
"Exportação";2023;"Áustria";"Rio Grande do Sul";4242;23;"2451"
"Exportação";2023;"México";"Paraná";4197;358;"2451"
"Exportação";2023;"Libéria";"Espírito Santo";4102;168;"2451"
"Exportação";2023;"Peru";"Paraná";4060;54;"2451"
"Exportação";2023;"Cuba";"São Paulo";4042;33;"2451"
"Exportação";2023;"Peru";"Rio Grande do Sul";3886;302;"2451"
"Exportação";2023;"Chipre";"Maranhão";3770;260;"2451"
"Exportação";2023;"Zimbábue";"São Paulo";3728;85;"2451"
"Exportação";2023;"Barein";"Minas Gerais";3595;60;"2451"
"Exportação";2023;"Egito";"São Paulo";3595;29;"2451"
"Exportação";2023;"Panamá";"Bahia";3579;131;"2451"
"Exportação";2023;"Turquia";"Santa Catarina";3575;392;"2451"
"Exportação";2023;"México";"Santa Catarina";3556;15;"2451"
"Exportação";2023;"Marshall, Ilhas";"Ceará";3285;240;"2451"
"Exportação";2023;"Austrália";"Rio de Janeiro";3281;1;"2451"
"Exportação";2023;"Dinamarca";"Bahia";3250;71;"2451"
"Exportação";2023;"Barbados";"São Paulo";3196;154;"2451"
"Exportação";2023;"Estados Unidos";"Goiás";3154;5654;"2451"
"Exportação";2023;"Grécia";"Amazonas";3105;524;"2451"
"Exportação";2023;"Venezuela";"Rio Grande do Sul";3072;300;"2451"
"Exportação";2023;"Catar";"São Paulo";3039;322;"2451"
"Exportação";2023;"Uruguai";"Minas Gerais";2933;349;"2451"
"Exportação";2023;"Namíbia";"Rio de Janeiro";2895;5;"2451"
"Exportação";2023;"El Salvador";"São Paulo";2891;85;"2451"
"Exportação";2023;"Paraguai";"Rio de Janeiro";2852;783;"2451"
"Exportação";2023;"Hong Kong";"Paraná";2796;212;"2451"
"Exportação";2023;"Grécia";"Rio de Janeiro";2764;997;"2451"
"Exportação";2023;"Coreia do Sul";"Rio de Janeiro";2713;0;"2451"
"Exportação";2023;"Suécia";"Paraná";2658;52;"2451"
"Exportação";2023;"Irlanda";"São Paulo";2650;6;"2451"
"Exportação";2023;"Equador";"Santa Catarina";2645;21;"2451"
"Exportação";2023;"Burkina Faso";"São Paulo";2626;1;"2451"
"Exportação";2023;"Bermudas";"São Paulo";2607;111;"2451"
"Exportação";2023;"Polônia";"Paraná";2599;36;"2451"
"Exportação";2023;"Grécia";"São Paulo";2597;158;"2451"
"Exportação";2023;"Bahamas";"Rio de Janeiro";2459;4;"2451"
"Exportação";2023;"Panamá";"Espírito Santo";2436;548;"2451"
"Exportação";2023;"Libéria";"Rio de Janeiro";2280;131;"2451"
"Exportação";2023;"Portugal";"Maranhão";2190;8620;"2451"
"Exportação";2023;"Estados Unidos";"Ceará";2185;11;"2451"
"Exportação";2023;"Quênia";"Rio Grande do Sul";2173;272;"2451"
"Exportação";2023;"República Dominicana";"Paraná";2170;134;"2451"
"Exportação";2023;"Equador";"Rio Grande do Sul";2122;8;"2451"
"Exportação";2023;"Turquia";"Ceará";1921;5;"2451"
"Exportação";2023;"Chipre";"Rio de Janeiro";1898;25;"2451"
"Exportação";2023;"Áustria";"Santa Catarina";1856;1274;"2451"
"Exportação";2023;"Marshall, Ilhas";"Rio Grande do Sul";1825;90;"2451"
"Exportação";2023;"Sudão";"São Paulo";1802;5;"2451"
"Exportação";2023;"Marshall, Ilhas";"Bahia";1783;16;"2451"
"Exportação";2023;"Lituânia";"São Paulo";1760;58;"2451"
"Exportação";2023;"Índia";"Minas Gerais";1744;267;"2451"
"Exportação";2023;"Costa Rica";"Santa Catarina";1650;33;"2451"
"Exportação";2023;"República Dominicana";"Minas Gerais";1640;55;"2451"
"Exportação";2023;"Malta";"Rio de Janeiro";1570;834;"2451"
"Exportação";2023;"Mongólia";"São Paulo";1562;14;"2451"
"Exportação";2023;"Reino Unido";"Bahia";1561;6;"2451"
"Exportação";2023;"Bahamas";"Ceará";1524;3;"2451"
"Exportação";2023;"Nova Zelândia";"São Paulo";1500;9;"2451"
"Exportação";2023;"Costa Rica";"Rio Grande do Sul";1494;35;"2451"
"Exportação";2023;"Tcheca, República";"Paraná";1350;38;"2451"
"Exportação";2023;"Cayman, Ilhas";"São Paulo";1322;90;"2451"
"Exportação";2023;"Portugal";"Santa Catarina";1320;40;"2451"
"Exportação";2023;"Belize";"São Paulo";1315;27;"2451"
"Exportação";2023;"Costa do Marfim";"Rio de Janeiro";1308;100;"2451"
"Exportação";2023;"Panamá";"Santa Catarina";1272;74;"2451"
"Exportação";2023;"Hong Kong";"Espírito Santo";1215;80;"2451"
"Exportação";2023;"Canadá";"Rio de Janeiro";1202;0;"2451"
"Exportação";2023;"Hong Kong";"Rio de Janeiro";1190;8;"2451"
"Exportação";2023;"Dinamarca";"São Paulo";1189;111;"2451"
"Exportação";2023;"Equador";"Espírito Santo";1178;4;"2451"
"Exportação";2023;"África do Sul";"Rio de Janeiro";1176;33;"2451"
"Exportação";2023;"Bolívia";"Acre";1165;120;"2451"
"Exportação";2023;"Austrália";"Santa Catarina";1162;13;"2451"
"Exportação";2023;"Libéria";"Santa Catarina";1153;58;"2451"
"Exportação";2023;"Índia";"Rio Grande do Sul";1137;219;"2451"
"Exportação";2023;"Chipre";"Paraná";1131;76;"2451"
"Exportação";2023;"Panamá";"Amazonas";1118;78;"2451"
"Exportação";2023;"Bolívia";"Paraná";1112;2065;"2451"
"Exportação";2023;"Romênia";"Paraná";1104;49;"2451"
"Exportação";2023;"Angola";"Minas Gerais";1099;61;"2451"
"Exportação";2023;"Tanzânia";"São Paulo";1057;15;"2451"
"Exportação";2023;"Marshall, Ilhas";"Rio de Janeiro";1036;22;"2451"
"Exportação";2023;"Benin";"São Paulo";1000;6;"2451"
"Exportação";2023;"Malta";"Paraná";958;230;"2451"
"Exportação";2023;"Filipinas";"Paraná";945;331;"2451"
"Exportação";2023;"Singapura";"Espírito Santo";943;2;"2451"
"Exportação";2023;"Iraque";"São Paulo";915;14;"2451"
"Exportação";2023;"Cazaquistão";"São Paulo";894;9;"2451"
"Exportação";2023;"Rússia";"Rio Grande do Sul";872;28;"2451"
"Exportação";2023;"Mauritânia";"São Paulo";821;3;"2451"
"Exportação";2023;"Alemanha";"Paraná";817;38;"2451"
"Exportação";2023;"Espanha";"Bahia";797;7;"2451"
"Exportação";2023;"Canadá";"Paraná";785;3;"2451"
"Exportação";2023;"Porto Rico";"São Paulo";773;11;"2451"
"Exportação";2023;"Malta";"Santa Catarina";767;12;"2451"
"Exportação";2023;"República Dominicana";"Santa Catarina";730;3;"2451"
"Exportação";2023;"Guatemala";"Santa Catarina";720;9;"2451"
"Exportação";2023;"Estados Unidos";"Espírito Santo";719;28;"2451"
"Exportação";2023;"Grécia";"Espírito Santo";700;40;"2451"
"Exportação";2023;"Irlanda";"Rio de Janeiro";696;0;"2451"
"Exportação";2023;"Indonésia";"Rio Grande do Sul";693;11;"2451"
"Exportação";2023;"Papua Nova Guiné";"São Paulo";683;40;"2451"
"Exportação";2023;"Tailândia";"Santa Catarina";683;1;"2451"
"Exportação";2023;"Cayman, Ilhas";"Rio Grande do Sul";653;1;"2451"
"Exportação";2023;"África do Sul";"Rio Grande do Sul";637;11;"2451"
"Exportação";2023;"Singapura";"Rio Grande do Sul";636;40;"2451"
"Exportação";2023;"Nigéria";"Rio Grande do Sul";635;16;"2451"
"Exportação";2023;"Japão";"Alagoas";630;6;"2451"
"Exportação";2023;"Chipre";"Rio Grande do Sul";626;30;"2451"
"Exportação";2023;"Hong Kong";"Bahia";600;21;"2451"
"Exportação";2023;"Bahamas";"Espírito Santo";590;12;"2451"
"Exportação";2023;"Bangladesh";"Paraná";587;200;"2451"
"Exportação";2023;"Países Baixos (Holanda)";"Paraná";584;540;"2451"
"Exportação";2023;"Turquia";"Paraná";555;28;"2451"
"Exportação";2023;"Panamá";"Pará";555;10;"2451"
"Exportação";2023;"Turquia";"Pará";544;200;"2451"
"Exportação";2023;"Panamá";"Amapá";540;2;"2451"
"Exportação";2023;"Quirguistão";"São Paulo";518;7;"2451"
"Exportação";2023;"Filipinas";"São Paulo";515;391;"2451"
"Exportação";2023;"Reino Unido";"Alagoas";511;6;"2451"
"Exportação";2023;"Reino Unido";"Santa Catarina";478;26;"2451"
"Exportação";2023;"Libéria";"Maranhão";469;5;"2451"
"Exportação";2023;"Malta";"Pará";452;83;"2451"
"Exportação";2023;"Malavi";"São Paulo";451;24;"2451"
"Exportação";2023;"Argélia";"Rio Grande do Sul";438;10;"2451"
"Exportação";2023;"Trinidad e Tobago";"Rio de Janeiro";435;0;"2451"
"Exportação";2023;"Turquia";"Rio Grande do Sul";414;4;"2451"
"Exportação";2023;"Congo, República Democrática";"Rio Grande do Sul";407;13;"2451"
"Exportação";2023;"África do Sul";"Paraná";407;4;"2451"
"Exportação";2023;"Marshall, Ilhas";"Santa Catarina";407;0;"2451"
"Exportação";2023;"Omã";"Minas Gerais";403;208;"2451"
"Exportação";2023;"Cabo Verde";"São Paulo";397;0;"2451"
"Exportação";2023;"Argélia";"São Paulo";391;11;"2451"
"Exportação";2023;"Guatemala";"Paraná";379;27;"2451"
"Exportação";2023;"Marshall, Ilhas";"Amapá";375;2;"2451"
"Exportação";2023;"Estados Unidos";"Rondônia";371;48;"2451"
"Exportação";2023;"Honduras";"Rio Grande do Sul";367;112;"2451"
"Exportação";2023;"Curaçao";"Paraná";355;1;"2451"
"Exportação";2023;"Catar";"Rio de Janeiro";353;0;"2451"
"Exportação";2023;"Toquelau";"São Paulo";352;15;"2451"
"Exportação";2023;"Martinica";"São Paulo";351;4;"2451"
"Exportação";2023;"Portugal";"Rio de Janeiro";350;11;"2451"
"Exportação";2023;"Moçambique";"Ceará";350;2;"2451"
"Exportação";2023;"Ilha de Man";"Espírito Santo";320;38;"2451"
"Exportação";2023;"Coreia do Sul";"Paraná";319;9;"2451"
"Exportação";2023;"Países Baixos (Holanda)";"Espírito Santo";316;66;"2451"
"Exportação";2023;"São Vicente e Granadinas";"Ceará";316;11;"2451"
"Exportação";2023;"Croácia";"Santa Catarina";314;35;"2451"
"Exportação";2023;"Gabão";"São Paulo";314;2;"2451"
"Exportação";2023;"Guiana";"Rondônia";312;23;"2451"
"Exportação";2023;"Equador";"Paraná";303;3;"2451"
"Exportação";2023;"Alemanha";"Ceará";300;2;"2451"
"Exportação";2023;"Portugal";"Rio Grande do Sul";281;8;"2451"
"Exportação";2023;"Etiópia";"São Paulo";281;4;"2451"
"Exportação";2023;"Porto Rico";"Paraná";280;2;"2451"
"Exportação";2023;"Guiana";"Amazonas";268;3;"2451"
"Exportação";2023;"México";"Minas Gerais";266;30;"2451"
"Exportação";2023;"Nicarágua";"Santa Catarina";263;20;"2451"
"Exportação";2023;"São Vicente e Granadinas";"São Paulo";261;0;"2451"
"Exportação";2023;"Gana";"Rio Grande do Sul";253;8;"2451"
"Exportação";2023;"Singapura";"Minas Gerais";248;0;"2451"
"Exportação";2023;"Moçambique";"Santa Catarina";247;3;"2451"
"Exportação";2023;"Jordânia";"Rio de Janeiro";246;0;"2451"
"Exportação";2023;"Reino Unido";"Paraná";231;134;"2451"
"Exportação";2023;"Espanha";"Santa Catarina";228;145;"2451"
"Exportação";2023;"Jordânia";"São Paulo";222;1;"2451"
"Exportação";2023;"Filipinas";"Rio Grande do Sul";210;1;"2451"
"Exportação";2023;"Panamá";"Rio Grande do Sul";209;5;"2451"
"Exportação";2023;"Belize";"Paraná";207;7;"2451"
"Exportação";2023;"Grécia";"Paraná";206;14;"2451"
"Exportação";2023;"Dinamarca";"Rio Grande do Sul";193;8;"2451"
"Exportação";2023;"Itália";"Paraná";190;5;"2451"
"Exportação";2023;"Venezuela";"Mato Grosso";190;2;"2451"
"Exportação";2023;"Dinamarca";"Alagoas";189;10;"2451"
"Exportação";2023;"Togo";"Rio Grande do Sul";185;3;"2451"
"Exportação";2023;"Dinamarca";"Rio de Janeiro";181;3;"2451"
"Exportação";2023;"França";"Paraná";177;3;"2451"
"Exportação";2023;"Marshall, Ilhas";"Pará";172;2;"2451"
"Exportação";2023;"Japão";"Amapá";172;1;"2451"
"Exportação";2023;"Rússia";"São Paulo";170;1;"2451"
"Exportação";2023;"Sérvia";"São Paulo";166;2;"2451"
"Exportação";2023;"Guadalupe";"São Paulo";158;9;"2451"
"Exportação";2023;"Moçambique";"Paraná";155;30;"2451"
"Exportação";2023;"Moçambique";"São Paulo";153;0;"2451"
"Exportação";2023;"Estados Unidos";"Não Declarada";140;6;"2451"
"Exportação";2023;"Paraguai";"Minas Gerais";127;10;"2451"
"Exportação";2023;"Curaçao";"São Paulo";127;0;"2451"
"Exportação";2023;"Bolívia";"Mato Grosso do Sul";117;25;"2451"
"Exportação";2023;"Polônia";"Rio Grande do Sul";116;3;"2451"
"Exportação";2023;"Países Baixos (Holanda)";"Goiás";115;2;"2451"
"Exportação";2023;"Coreia do Sul";"Santa Catarina";112;2;"2451"
"Exportação";2023;"Bélgica";"Rio Grande do Sul";110;1;"2451"
"Exportação";2023;"Bahamas";"Paraná";106;8;"2451"
"Exportação";2023;"Hong Kong";"Maranhão";102;78;"2451"
"Exportação";2023;"Barein";"São Paulo";95;6;"2451"
"Exportação";2023;"Uganda";"São Paulo";90;11;"2451"
"Exportação";2023;"Mianmar";"São Paulo";89;1;"2451"
"Exportação";2023;"Bangladesh";"São Paulo";87;1;"2451"
"Exportação";2023;"Angola";"Paraná";85;0;"2451"
"Exportação";2023;"Países Baixos (Holanda)";"Rio Grande do Sul";81;5;"2451"
"Exportação";2023;"Costa Rica";"Paraná";80;0;"2451"
"Exportação";2023;"Nicarágua";"Rio Grande do Sul";79;1;"2451"
"Exportação";2023;"Honduras";"Paraná";69;0;"2451"
"Exportação";2023;"Islândia";"Rio de Janeiro";68;0;"2451"
"Exportação";2023;"China";"Santa Catarina";68;0;"2451"
"Exportação";2023;"Malta";"Ceará";63;4;"2451"
"Exportação";2023;"Ucrânia";"São Paulo";61;0;"2451"
"Exportação";2023;"Chipre";"Espírito Santo";60;2;"2451"
"Exportação";2023;"El Salvador";"Rio Grande do Sul";60;2;"2451"
"Exportação";2023;"Cazaquistão";"Rio Grande do Sul";60;0;"2451"
"Exportação";2023;"Marshall, Ilhas";"Alagoas";59;9;"2451"
"Exportação";2023;"Honduras";"Santa Catarina";57;32;"2451"
"Exportação";2023;"Noruega";"Rio Grande do Sul";57;2;"2451"
"Exportação";2023;"Palau";"Paraná";54;600;"2451"
"Exportação";2023;"Reino Unido";"Não Declarada";51;4;"2451"
"Exportação";2023;"Malásia";"Paraná";50;4;"2451"
"Exportação";2023;"Rússia";"Santa Catarina";47;0;"2451"
"Exportação";2023;"Estados Unidos";"Pará";45;12;"2451"
"Exportação";2023;"Nova Zelândia";"Rio Grande do Sul";43;1;"2451"
"Exportação";2023;"Noruega";"Alagoas";43;1;"2451"
"Exportação";2023;"Cuba";"Rio Grande do Sul";42;6;"2451"
"Exportação";2023;"Nicarágua";"Paraná";41;0;"2451"
"Exportação";2023;"Polinésia Francesa";"São Paulo";41;0;"2451"
"Exportação";2023;"Reunião";"São Paulo";38;5;"2451"
"Exportação";2023;"Curaçao";"Rio Grande do Sul";38;0;"2451"
"Exportação";2023;"Aruba";"Rio Grande do Sul";36;0;"2451"
"Exportação";2023;"Trinidad e Tobago";"São Paulo";34;0;"2451"
"Exportação";2023;"Grécia";"Pernambuco";31;1;"2451"
"Exportação";2023;"Bahamas";"Rio Grande do Sul";29;2;"2451"
"Exportação";2023;"Libéria";"Bahia";28;2;"2451"
"Exportação";2023;"Canadá";"Rio Grande do Sul";27;1;"2451"
"Exportação";2023;"Laos";"São Paulo";26;2;"2451"
"Exportação";2023;"Letônia";"São Paulo";26;0;"2451"
"Exportação";2023;"Camboja";"São Paulo";26;0;"2451"
"Exportação";2023;"Tanzânia";"Rio Grande do Sul";24;0;"2451"
"Exportação";2023;"Singapura";"Paraná";23;6;"2451"
"Exportação";2023;"Uganda";"Rio Grande do Sul";23;5;"2451"
"Exportação";2023;"Zâmbia";"São Paulo";23;2;"2451"
"Exportação";2023;"Portugal";"Alagoas";20;3;"2451"
"Exportação";2023;"Guiana Francesa";"Minas Gerais";19;14;"2451"
"Exportação";2023;"Zâmbia";"Rio Grande do Sul";19;1;"2451"
"Exportação";2023;"Vietnã";"Santa Catarina";19;0;"2451"
"Exportação";2023;"Malta";"Espírito Santo";14;2;"2451"
"Exportação";2023;"Malta";"Rio Grande do Sul";12;6;"2451"
"Exportação";2023;"Guatemala";"Rio Grande do Sul";12;1;"2451"
"Exportação";2023;"Bolívia";"Minas Gerais";12;0;"2451"
"Exportação";2023;"Costa do Marfim";"São Paulo";12;0;"2451"
"Exportação";2023;"Guatemala";"Rio de Janeiro";12;0;"2451"
"Exportação";2023;"Cazaquistão";"Paraná";10;0;"2451"
"Exportação";2023;"Cuba";"Santa Catarina";10;0;"2451"
"Exportação";2023;"Indonésia";"Santa Catarina";9;0;"2451"
"Exportação";2023;"Paraguai";"Goiás";8;6;"2451"
"Exportação";2023;"Bolívia";"Bahia";8;0;"2451"
"Exportação";2023;"Etiópia";"Rio Grande do Sul";4;0;"2451"
"Exportação";2023;"Malta";"Maranhão";2;2;"2451"
"Importação";2023;"Estados Unidos";"São Paulo";61768189;1704995;"2451"
"Importação";2023;"China";"São Paulo";55458124;19387490;"2451"
"Importação";2023;"Estados Unidos";"Rio de Janeiro";47849396;422359;"2451"
"Importação";2023;"Itália";"São Paulo";45261460;3430890;"2451"
"Importação";2023;"China";"Santa Catarina";44536211;15170180;"2451"
"Importação";2023;"Reino Unido";"Rio de Janeiro";38042533;819337;"2451"
"Importação";2023;"China";"Rio de Janeiro";13558525;1899287;"2451"
"Importação";2023;"China";"Rio Grande do Sul";11783609;2516484;"2451"
"Importação";2023;"França";"Rio de Janeiro";9063180;112549;"2451"
"Importação";2023;"Alemanha";"São Paulo";9054619;334096;"2451"
"Importação";2023;"Itália";"Minas Gerais";8474487;701901;"2451"
"Importação";2023;"Reino Unido";"São Paulo";6143634;143673;"2451"
"Importação";2023;"Polônia";"Santa Catarina";5925314;462864;"2451"
"Importação";2023;"Noruega";"Rio de Janeiro";5775854;44385;"2451"
"Importação";2023;"Alemanha";"Santa Catarina";4996504;204161;"2451"
"Importação";2023;"Itália";"Rio de Janeiro";4847143;548781;"2451"
"Importação";2023;"Alemanha";"Rio de Janeiro";4695891;12289;"2451"
"Importação";2023;"China";"Bahia";4617132;1395382;"2451"
"Importação";2023;"Polônia";"Rio de Janeiro";4605451;186565;"2451"
"Importação";2023;"Estados Unidos";"Rio Grande do Sul";4517227;182550;"2451"
"Importação";2023;"China";"Paraná";4263090;966140;"2451"
"Importação";2023;"México";"São Paulo";4255032;761157;"2451"
"Importação";2023;"Estados Unidos";"Paraná";4239001;78442;"2451"
"Importação";2023;"China";"Minas Gerais";4078651;1029979;"2451"
"Importação";2023;"Singapura";"Rio de Janeiro";4041101;101647;"2451"
"Importação";2023;"Japão";"São Paulo";3677897;191399;"2451"
"Importação";2023;"Itália";"Rio Grande do Sul";3433511;154442;"2451"
"Importação";2023;"Malásia";"Rio de Janeiro";3067639;93507;"2451"
"Importação";2023;"Coreia do Sul";"São Paulo";3025404;175989;"2451"
"Importação";2023;"China";"Espírito Santo";2940764;1150754;"2451"
"Importação";2023;"Emirados Árabes Unidos";"Rio de Janeiro";2934123;3790;"2451"
"Importação";2023;"Tcheca, República";"Rio de Janeiro";2528388;17872;"2451"
"Importação";2023;"Suécia";"São Paulo";2430299;164888;"2451"
"Importação";2023;"França";"São Paulo";2410965;374876;"2451"
"Importação";2023;"Itália";"Paraná";2225708;89995;"2451"
"Importação";2023;"Eslovênia";"Rio de Janeiro";2156588;37627;"2451"
"Importação";2023;"Estados Unidos";"Minas Gerais";2042008;83207;"2451"
"Importação";2023;"China";"Goiás";1607860;547180;"2451"
"Importação";2023;"Estados Unidos";"Bahia";1545392;20934;"2451"
"Importação";2023;"Índia";"Santa Catarina";1495216;787795;"2451"
"Importação";2023;"Índia";"São Paulo";1486683;200540;"2451"
"Importação";2023;"Itália";"Santa Catarina";1436718;75337;"2451"
"Importação";2023;"Reino Unido";"Paraná";1402110;51046;"2451"
"Importação";2023;"Alemanha";"Paraná";1376350;62448;"2451"
"Importação";2023;"Estados Unidos";"Goiás";1366644;76044;"2451"
"Importação";2023;"Espanha";"Rio de Janeiro";1347576;35437;"2451"
"Importação";2023;"Hong Kong";"São Paulo";1313687;494494;"2451"
"Importação";2023;"França";"Paraná";1044605;84558;"2451"
"Importação";2023;"Suécia";"Paraná";992005;38563;"2451"
"Importação";2023;"Reino Unido";"Espírito Santo";952021;4812;"2451"
"Importação";2023;"Índia";"Espírito Santo";879842;17544;"2451"
"Importação";2023;"Índia";"Alagoas";859978;899339;"2451"
"Importação";2023;"Taiwan (Formosa)";"São Paulo";786432;163303;"2451"
"Importação";2023;"Alemanha";"Rio Grande do Sul";703185;108623;"2451"
"Importação";2023;"Canadá";"Rio de Janeiro";679036;3885;"2451"
"Importação";2023;"Espanha";"São Paulo";666491;36607;"2451"
"Importação";2023;"Indonésia";"São Paulo";659359;17402;"2451"
"Importação";2023;"China";"Alagoas";640531;364979;"2451"
"Importação";2023;"Tcheca, República";"Santa Catarina";640122;29418;"2451"
"Importação";2023;"Coreia do Sul";"Paraná";634036;43728;"2451"
"Importação";2023;"China";"Amazonas";630568;265665;"2451"
"Importação";2023;"Estados Unidos";"Espírito Santo";630314;4829;"2451"
"Importação";2023;"Polônia";"São Paulo";589627;21520;"2451"
"Importação";2023;"Estados Unidos";"Santa Catarina";584054;18324;"2451"
"Importação";2023;"Índia";"Rio de Janeiro";565833;41727;"2451"
"Importação";2023;"Coreia do Sul";"Santa Catarina";549873;33464;"2451"
"Importação";2023;"Países Baixos (Holanda)";"São Paulo";547836;21163;"2451"
"Importação";2023;"China";"Rondônia";519968;108549;"2451"
"Importação";2023;"Turquia";"São Paulo";500769;17430;"2451"
"Importação";2023;"Hong Kong";"Santa Catarina";457124;188403;"2451"
"Importação";2023;"Romênia";"São Paulo";455033;112535;"2451"
"Importação";2023;"Espanha";"Bahia";448977;130094;"2451"
"Importação";2023;"Espanha";"Paraná";447773;91560;"2451"
"Importação";2023;"Malásia";"São Paulo";429918;22923;"2451"
"Importação";2023;"Itália";"Espírito Santo";419258;38581;"2451"
"Importação";2023;"Indonésia";"Rio de Janeiro";410230;32273;"2451"
"Importação";2023;"Espanha";"Ceará";388358;12740;"2451"
"Importação";2023;"Irlanda";"Paraná";372997;754;"2451"
"Importação";2023;"Irlanda";"Rio de Janeiro";357263;375;"2451"
"Importação";2023;"Itália";"Mato Grosso do Sul";354441;14523;"2451"
"Importação";2023;"Coreia do Sul";"Rio de Janeiro";345575;19220;"2451"
"Importação";2023;"Emirados Árabes Unidos";"Minas Gerais";344935;52315;"2451"
"Importação";2023;"Singapura";"Espírito Santo";338746;86712;"2451"
"Importação";2023;"Tunísia";"Rio de Janeiro";335388;23889;"2451"
"Importação";2023;"Índia";"Rio Grande do Sul";333187;53574;"2451"
"Importação";2023;"Polônia";"Paraná";331671;12872;"2451"
"Importação";2023;"Finlândia";"Minas Gerais";330090;4370;"2451"
"Importação";2023;"Suécia";"Minas Gerais";319198;1977;"2451"
"Importação";2023;"Taiwan (Formosa)";"Santa Catarina";289956;57764;"2451"
"Importação";2023;"Estados Unidos";"Pará";288224;1638;"2451"
"Importação";2023;"Áustria";"Rio de Janeiro";285590;1824;"2451"
"Importação";2023;"Noruega";"Paraná";276379;6087;"2451"
"Importação";2023;"Equador";"Sergipe";259705;24331;"2451"
"Importação";2023;"Tailândia";"São Paulo";259425;10928;"2451"
"Importação";2023;"Bélgica";"São Paulo";256418;5577;"2451"
"Importação";2023;"Malásia";"Rio Grande do Sul";254616;13037;"2451"
"Importação";2023;"Emirados Árabes Unidos";"Paraná";249945;253080;"2451"
"Importação";2023;"Alemanha";"Minas Gerais";244112;3259;"2451"
"Importação";2023;"Finlândia";"São Paulo";233375;8434;"2451"
"Importação";2023;"Colômbia";"São Paulo";231767;11505;"2451"
"Importação";2023;"Japão";"Minas Gerais";230263;3619;"2451"
"Importação";2023;"Dinamarca";"São Paulo";227961;3835;"2451"
"Importação";2023;"Argentina";"São Paulo";221061;22528;"2451"
"Importação";2023;"Coreia do Sul";"Ceará";203552;1917;"2451"
"Importação";2023;"Suécia";"Rio de Janeiro";203353;8720;"2451"
"Importação";2023;"Hong Kong";"Rio Grande do Sul";198355;111066;"2451"
"Importação";2023;"França";"Minas Gerais";196336;7047;"2451"
"Importação";2023;"Alemanha";"Espírito Santo";192755;3315;"2451"
"Importação";2023;"Suíça";"São Paulo";191357;4032;"2451"
"Importação";2023;"Israel";"São Paulo";191160;1798;"2451"
"Importação";2023;"França";"Rio Grande do Sul";185913;14239;"2451"
"Importação";2023;"Reino Unido";"Santa Catarina";185545;1554;"2451"
"Importação";2023;"Espanha";"Rio Grande do Sul";184294;4953;"2451"
"Importação";2023;"Áustria";"São Paulo";180418;11945;"2451"
"Importação";2023;"Canadá";"São Paulo";177056;3118;"2451"
"Importação";2023;"Países Baixos (Holanda)";"Paraná";175015;2402;"2451"
"Importação";2023;"México";"Rio de Janeiro";172844;1655;"2451"
"Importação";2023;"Vietnã";"Santa Catarina";167322;18028;"2451"
"Importação";2023;"Argentina";"Rio de Janeiro";164640;79545;"2451"
"Importação";2023;"Polônia";"Minas Gerais";163958;5931;"2451"
"Importação";2023;"China";"Mato Grosso";160065;78204;"2451"
"Importação";2023;"Emirados Árabes Unidos";"São Paulo";158153;60294;"2451"
"Importação";2023;"Áustria";"Santa Catarina";157918;1221;"2451"
"Importação";2023;"Vietnã";"São Paulo";157332;17827;"2451"
"Importação";2023;"Países Baixos (Holanda)";"Rio de Janeiro";154915;957;"2451"
"Importação";2023;"Emirados Árabes Unidos";"Alagoas";152779;135880;"2451"
"Importação";2023;"Alemanha";"Ceará";148296;3998;"2451"
"Importação";2023;"Romênia";"Espírito Santo";139657;11961;"2451"
"Importação";2023;"Hong Kong";"Paraná";139018;21521;"2451"
"Importação";2023;"França";"Santa Catarina";136233;4008;"2451"
"Importação";2023;"Espanha";"Rondônia";133953;12761;"2451"
"Importação";2023;"China";"Pernambuco";133662;59703;"2451"
"Importação";2023;"China";"Ceará";128362;25563;"2451"
"Importação";2023;"China";"Mato Grosso do Sul";123734;18500;"2451"
"Importação";2023;"Coreia do Sul";"Rio Grande do Sul";122982;1743;"2451"
"Importação";2023;"Portugal";"Paraná";119645;13909;"2451"
"Importação";2023;"Espanha";"Espírito Santo";118716;5538;"2451"
"Importação";2023;"Argentina";"Paraná";114906;1429;"2451"
"Importação";2023;"Suíça";"Santa Catarina";113261;894;"2451"
"Importação";2023;"Argentina";"Minas Gerais";112686;3722;"2451"
"Importação";2023;"Singapura";"São Paulo";110804;88446;"2451"
"Importação";2023;"Estados Unidos";"Amazonas";109326;3067;"2451"
"Importação";2023;"Suécia";"Rio Grande do Sul";107732;6008;"2451"
"Importação";2023;"Sérvia";"Santa Catarina";106209;5524;"2451"
"Importação";2023;"Estados Unidos";"Ceará";97454;133;"2451"
"Importação";2023;"Argentina";"Bahia";96409;4707;"2451"
"Importação";2023;"Índia";"Paraná";94240;3799;"2451"
"Importação";2023;"Espanha";"Santa Catarina";93034;9394;"2451"
"Importação";2023;"Reino Unido";"Bahia";91446;869;"2451"
"Importação";2023;"Nova Zelândia";"São Paulo";90423;1082;"2451"
"Importação";2023;"Curaçao";"Rio de Janeiro";89150;1106;"2451"
"Importação";2023;"Irlanda";"São Paulo";86474;532;"2451"
