"Fluxo";"Ano";"Pais";"UF_Produto";"Valor_US_FOB";"Quilograma_Liquido";"cnae_subclasse"
"Exportação";2026;"Países Baixos (Holanda)";"São Paulo";48128;275;"2451"
"Exportação";2026;"Guiana";"Roraima";46652;4128;"2451"
"Exportação";2026;"Albânia";"Rio de Janeiro";46011;14867;"2451"
"Exportação";2026;"Angola";"Rio de Janeiro";45392;553;"2451"
"Exportação";2026;"Alemanha";"Rio Grande do Sul";40590;4838;"2451"
"Exportação";2026;"México";"Rio Grande do Sul";37512;1000;"2451"
"Exportação";2026;"Nicarágua";"Rio de Janeiro";36309;14545;"2451"
"Exportação";2026;"Austrália";"Minas Gerais";35382;32;"2451"
"Exportação";2026;"Espanha";"Rio de Janeiro";34483;0;"2451"
"Exportação";2026;"Itália";"São Paulo";33921;800;"2451"
"Exportação";2026;"Venezuela";"Rio Grande do Sul";32879;7892;"2451"
"Exportação";2026;"Reino Unido";"São Paulo";30037;308;"2451"
"Exportação";2026;"Suriname";"Rio de Janeiro";29738;892;"2451"
"Exportação";2026;"Tcheca, República";"São Paulo";28981;1;"2451"
"Exportação";2026;"Marshall, Ilhas";"São Paulo";28308;2286;"2451"
"Exportação";2026;"Alemanha";"Rio de Janeiro";28085;367;"2451"
"Exportação";2026;"Uruguai";"Rio de Janeiro";27403;9125;"2451"
"Exportação";2026;"Malásia";"Rio de Janeiro";25637;184;"2451"
"Exportação";2026;"Estados Unidos";"Santa Catarina";25192;1359;"2451"
"Exportação";2026;"Estados Unidos";"Bahia";25011;11;"2451"
"Exportação";2026;"Espanha";"Rio Grande do Sul";23242;226;"2451"
"Exportação";2026;"Peru";"Santa Catarina";23183;3891;"2451"
"Exportação";2026;"Alemanha";"Minas Gerais";23098;6391;"2451"
"Exportação";2026;"Romênia";"São Paulo";22039;643;"2451"
"Exportação";2026;"Nigéria";"São Paulo";19915;27;"2451"
"Exportação";2026;"França";"Minas Gerais";19441;2274;"2451"
"Exportação";2026;"Libéria";"São Paulo";18652;1382;"2451"
"Exportação";2026;"Polônia";"São Paulo";16101;27;"2451"
"Exportação";2026;"Namíbia";"Rio de Janeiro";15151;101;"2451"
"Exportação";2026;"Argentina";"Paraná";14849;329;"2451"
"Exportação";2026;"Guiana";"Rio Grande do Sul";14470;3106;"2451"
"Exportação";2026;"Chile";"Minas Gerais";13951;78;"2451"
"Exportação";2026;"Canadá";"Minas Gerais";13829;193;"2451"
"Exportação";2026;"Jordânia";"São Paulo";13732;6;"2451"
"Exportação";2026;"Irlanda";"Minas Gerais";13293;77;"2451"
"Exportação";2026;"Colômbia";"Santa Catarina";13018;2141;"2451"
"Exportação";2026;"Malásia";"São Paulo";12354;157;"2451"
"Exportação";2026;"Guiné-Bissau";"São Paulo";11897;425;"2451"
"Exportação";2026;"Itália";"Rio de Janeiro";10711;1;"2451"
"Exportação";2026;"Índia";"Rio de Janeiro";10643;5;"2451"
"Exportação";2026;"República Dominicana";"São Paulo";10556;35;"2451"
"Exportação";2026;"África do Sul";"Rio Grande do Sul";10196;252;"2451"
"Exportação";2026;"Singapura";"Pará";10171;180;"2451"
"Exportação";2026;"Índia";"Minas Gerais";10000;270;"2451"
"Exportação";2026;"El Salvador";"São Paulo";9866;38;"2451"
"Exportação";2026;"Honduras";"São Paulo";9844;484;"2451"
"Exportação";2026;"Bélgica";"Paraná";9658;176;"2451"
"Exportação";2026;"Panamá";"São Paulo";9150;575;"2451"
"Exportação";2026;"Bélgica";"São Paulo";9127;87;"2451"
"Exportação";2026;"Austrália";"São Paulo";8680;168;"2451"
"Exportação";2026;"Portugal";"Rio de Janeiro";8034;2;"2451"
"Exportação";2026;"Suécia";"São Paulo";7988;578;"2451"
"Exportação";2026;"Equador";"Rio de Janeiro";7671;845;"2451"
"Exportação";2026;"Itália";"Rio Grande do Sul";7562;9;"2451"
"Exportação";2026;"Indonésia";"Rio de Janeiro";7547;20;"2451"
"Exportação";2026;"Bahamas";"Alagoas";7153;71;"2451"
"Exportação";2026;"Costa Rica";"São Paulo";6786;96;"2451"
"Exportação";2026;"França";"Rio Grande do Sul";6648;414;"2451"
"Exportação";2026;"Guatemala";"Rio de Janeiro";6633;1;"2451"
"Exportação";2026;"Maldivas";"Minas Gerais";6244;1;"2451"
"Exportação";2026;"Suécia";"Minas Gerais";6038;86;"2451"
"Exportação";2026;"Indonésia";"São Paulo";5999;295;"2451"
"Exportação";2026;"Filipinas";"Rio Grande do Sul";5994;29;"2451"
"Exportação";2026;"Bolívia";"Rio Grande do Sul";5803;848;"2451"
"Exportação";2026;"Guatemala";"São Paulo";5532;65;"2451"
"Exportação";2026;"Catar";"Rio de Janeiro";5196;26;"2451"
"Exportação";2026;"Venezuela";"Roraima";5168;1037;"2451"
"Exportação";2026;"Bolívia";"Acre";5100;521;"2451"
"Exportação";2026;"Libéria";"Espírito Santo";5090;529;"2451"
"Exportação";2026;"Chile";"Rio Grande do Sul";4969;250;"2451"
"Exportação";2026;"Arábia Saudita";"São Paulo";4643;964;"2451"
"Exportação";2026;"Grécia";"Pará";4547;32;"2451"
"Exportação";2026;"Austrália";"Rio de Janeiro";4545;0;"2451"
"Exportação";2026;"Áustria";"Rio de Janeiro";4358;0;"2451"
"Exportação";2026;"Angola";"Amapá";4292;462;"2451"
"Exportação";2026;"Alemanha";"Santa Catarina";4204;27;"2451"
"Exportação";2026;"Noruega";"Não Declarada";4029;64;"2451"
"Exportação";2026;"Colômbia";"Rio Grande do Sul";3963;65;"2451"
"Exportação";2026;"Marshall, Ilhas";"Rio Grande do Sul";3913;196;"2451"
"Exportação";2026;"Libéria";"Paraná";3820;298;"2451"
"Exportação";2026;"Estados Unidos";"Paraná";3793;293;"2451"
"Exportação";2026;"Hungria";"São Paulo";3746;0;"2451"
"Exportação";2026;"Canadá";"Santa Catarina";3595;51;"2451"
"Exportação";2026;"Noruega";"São Paulo";3586;69;"2451"
"Exportação";2026;"Venezuela";"São Paulo";3441;85;"2451"
"Exportação";2026;"China";"Rio de Janeiro";3372;0;"2451"
"Exportação";2026;"Filipinas";"São Paulo";3354;0;"2451"
"Exportação";2026;"Indonésia";"Rio Grande do Sul";3292;47;"2451"
"Exportação";2026;"Emirados Árabes Unidos";"Rio de Janeiro";3277;219;"2451"
"Exportação";2026;"Mongólia";"São Paulo";3170;0;"2451"
"Exportação";2026;"Suriname";"Rio Grande do Sul";3073;661;"2451"
"Exportação";2026;"Congo, República Democrática";"São Paulo";3020;100;"2451"
"Exportação";2026;"Singapura";"Paraná";3008;208;"2451"
"Exportação";2026;"Malta";"São Paulo";2885;177;"2451"
"Exportação";2026;"Argélia";"São Paulo";2720;52;"2451"
"Exportação";2026;"Portugal";"Rio Grande do Sul";2671;72;"2451"
"Exportação";2026;"Coreia do Sul";"São Paulo";2639;0;"2451"
"Exportação";2026;"Jamaica";"São Paulo";2623;201;"2451"
"Exportação";2026;"Turquia";"São Paulo";2583;48;"2451"
"Exportação";2026;"Guiana";"Amazonas";2347;311;"2451"
"Exportação";2026;"Libéria";"Rio Grande do Sul";2265;200;"2451"
"Exportação";2026;"Luxemburgo";"Rio de Janeiro";2190;0;"2451"
"Exportação";2026;"Islândia";"Rio de Janeiro";2181;0;"2451"
"Exportação";2026;"Itália";"Minas Gerais";2044;223;"2451"
"Exportação";2026;"Chile";"Paraná";2037;26;"2451"
"Exportação";2026;"Chipre";"São Paulo";2020;151;"2451"
"Exportação";2026;"Líbia";"Rio de Janeiro";2001;252;"2451"
"Exportação";2026;"Nicarágua";"São Paulo";1978;18;"2451"
"Exportação";2026;"Angola";"Minas Gerais";1971;483;"2451"
"Exportação";2026;"Barbados";"Paraná";1919;489;"2451"
"Exportação";2026;"Peru";"Rio Grande do Sul";1907;41;"2451"
"Exportação";2026;"Libéria";"Alagoas";1849;180;"2451"
"Exportação";2026;"Trinidad e Tobago";"São Paulo";1830;1;"2451"
"Exportação";2026;"Paraguai";"Rio de Janeiro";1795;733;"2451"
"Exportação";2026;"Egito";"São Paulo";1793;21;"2451"
"Exportação";2026;"Panamá";"Pará";1766;40;"2451"
"Exportação";2026;"Marshall, Ilhas";"Pará";1754;73;"2451"
"Exportação";2026;"Arábia Saudita";"Rio de Janeiro";1684;0;"2451"
"Exportação";2026;"Guatemala";"Santa Catarina";1630;9;"2451"
"Exportação";2026;"Grécia";"Espírito Santo";1603;95;"2451"
"Exportação";2026;"Coreia do Sul";"Rio de Janeiro";1549;2;"2451"
"Exportação";2026;"Indonésia";"Bahia";1515;38;"2451"
"Exportação";2026;"Panamá";"Santa Catarina";1457;15;"2451"
"Exportação";2026;"Bermudas";"São Paulo";1451;91;"2451"
"Exportação";2026;"Libéria";"Bahia";1447;90;"2451"
"Exportação";2026;"Colômbia";"Mato Grosso";1418;13;"2451"
"Exportação";2026;"Portugal";"Santa Catarina";1382;40;"2451"
"Exportação";2026;"Guiana";"Rondônia";1342;38;"2451"
"Exportação";2026;"Dinamarca";"São Paulo";1337;42;"2451"
"Exportação";2026;"Nova Zelândia";"Santa Catarina";1300;10;"2451"
"Exportação";2026;"Taiwan (Formosa)";"São Paulo";1265;30;"2451"
"Exportação";2026;"Bolívia";"Paraná";1261;83;"2451"
"Exportação";2026;"Argentina";"Santa Catarina";1238;18;"2451"
"Exportação";2026;"Coreia do Sul";"Santa Catarina";1237;47;"2451"
"Exportação";2026;"Panamá";"Paraná";1204;180;"2451"
"Exportação";2026;"Panamá";"Maranhão";1141;66;"2451"
"Exportação";2026;"Suécia";"Rio de Janeiro";1102;0;"2451"
"Exportação";2026;"Libéria";"Rio de Janeiro";1087;44;"2451"
"Exportação";2026;"Ucrânia";"Rio Grande do Sul";1050;3;"2451"
"Exportação";2026;"México";"Santa Catarina";1039;104;"2451"
"Exportação";2026;"Noruega";"Rio de Janeiro";1034;44;"2451"
"Exportação";2026;"Japão";"São Paulo";1023;20;"2451"
"Exportação";2026;"São Cristóvão e Névis";"São Paulo";962;180;"2451"
"Exportação";2026;"Panamá";"Rio Grande do Sul";958;71;"2451"
"Exportação";2026;"Arábia Saudita";"Bahia";953;12;"2451"
"Exportação";2026;"Peru";"Paraná";932;16;"2451"
"Exportação";2026;"Uruguai";"Paraná";929;40;"2451"
"Exportação";2026;"Serra Leoa";"São Paulo";922;63;"2451"
"Exportação";2026;"Panamá";"Espírito Santo";907;163;"2451"
"Exportação";2026;"Bahamas";"Santa Catarina";889;3;"2451"
"Exportação";2026;"Chipre";"Espírito Santo";888;41;"2451"
"Exportação";2026;"Coveite (Kuweit)";"Rio de Janeiro";879;2;"2451"
"Exportação";2026;"Serra Leoa";"Paraná";873;110;"2451"
"Exportação";2026;"Marshall, Ilhas";"Santa Catarina";841;5;"2451"
"Exportação";2026;"Espanha";"Paraná";806;142;"2451"
"Exportação";2026;"Bahamas";"Rio de Janeiro";806;1;"2451"
"Exportação";2026;"Trinidad e Tobago";"Rio de Janeiro";802;2;"2451"
"Exportação";2026;"Bélgica";"Santa Catarina";760;7;"2451"
"Exportação";2026;"República Dominicana";"Paraná";758;49;"2451"
"Exportação";2026;"Bahamas";"São Paulo";720;70;"2451"
"Exportação";2026;"Singapura";"Santa Catarina";687;7;"2451"
"Exportação";2026;"China";"Rio Grande do Sul";667;22;"2451"
"Exportação";2026;"Espanha";"Santa Catarina";630;6;"2451"
"Exportação";2026;"Malta";"Rio Grande do Sul";628;17;"2451"
"Exportação";2026;"Bélgica";"Rio de Janeiro";612;7;"2451"
"Exportação";2026;"República Dominicana";"Rio Grande do Sul";597;175;"2451"
"Exportação";2026;"Ilha de Man";"São Paulo";567;32;"2451"
"Exportação";2026;"Hong Kong";"Rio de Janeiro";555;190;"2451"
"Exportação";2026;"Grécia";"Rio de Janeiro";554;443;"2451"
"Exportação";2026;"Letônia";"São Paulo";550;3;"2451"
"Exportação";2026;"Marshall, Ilhas";"Alagoas";545;5;"2451"
"Exportação";2026;"Libéria";"Pará";544;22;"2451"
"Exportação";2026;"Guiana";"Mato Grosso";535;1707;"2451"
"Exportação";2026;"Barein";"São Paulo";535;20;"2451"
"Exportação";2026;"Libéria";"Ceará";515;28;"2451"
"Exportação";2026;"Bélgica";"Não Declarada";514;10;"2451"
"Exportação";2026;"Barbados";"São Paulo";498;1;"2451"
"Exportação";2026;"República Dominicana";"Rio Grande do Norte";475;8;"2451"
"Exportação";2026;"Panamá";"Ceará";465;10;"2451"
"Exportação";2026;"Martinica";"São Paulo";436;9;"2451"
"Exportação";2026;"Marshall, Ilhas";"Espírito Santo";420;64;"2451"
"Exportação";2026;"Peru";"Minas Gerais";415;1;"2451"
"Exportação";2026;"Turquia";"Rio de Janeiro";413;0;"2451"
"Exportação";2026;"Belize";"Rio Grande do Sul";408;5;"2451"
"Exportação";2026;"Dinamarca";"Santa Catarina";400;4;"2451"
"Exportação";2026;"Bolívia";"Mato Grosso do Sul";392;5;"2451"
"Exportação";2026;"Itália";"Paraná";391;1;"2451"
"Exportação";2026;"Argentina";"Ceará";388;5;"2451"
"Exportação";2026;"África do Sul";"Rio de Janeiro";377;11;"2451"
"Exportação";2026;"Bahamas";"Paraná";367;140;"2451"
"Exportação";2026;"China";"Espírito Santo";349;57;"2451"
"Exportação";2026;"Chipre";"Paraná";342;22;"2451"
"Exportação";2026;"Cayman, Ilhas";"Rio de Janeiro";341;1;"2451"
"Exportação";2026;"Venezuela";"Minas Gerais";335;4;"2451"
"Exportação";2026;"Uruguai";"Mato Grosso do Sul";311;0;"2451"
"Exportação";2026;"Colômbia";"Minas Gerais";309;10;"2451"
"Exportação";2026;"Barbados";"Ceará";305;8;"2451"
"Exportação";2026;"Suriname";"São Paulo";300;3;"2451"
"Exportação";2026;"San Marino";"Alagoas";291;25;"2451"
"Exportação";2026;"Malta";"Rio de Janeiro";286;1;"2451"
"Exportação";2026;"Colômbia";"Paraná";277;31;"2451"
"Exportação";2026;"Cuba";"Goiás";275;3;"2451"
"Exportação";2026;"Libéria";"Amazonas";273;21;"2451"
"Exportação";2026;"Tailândia";"São Paulo";273;8;"2451"
"Exportação";2026;"Reino Unido";"Espírito Santo";271;0;"2451"
"Exportação";2026;"Países Baixos (Holanda)";"Paraná";265;21;"2451"
"Exportação";2026;"Guiné Equatorial";"Rio Grande do Sul";253;0;"2451"
"Exportação";2026;"Suécia";"Paraná";243;3;"2451"
"Exportação";2026;"República Dominicana";"Rio de Janeiro";236;3;"2451"
"Exportação";2026;"Libéria";"Santa Catarina";233;5;"2451"
"Exportação";2026;"Faroe, Ilhas";"Rio Grande do Sul";231;5;"2451"
"Exportação";2026;"Hong Kong";"São Paulo";227;13;"2451"
"Exportação";2026;"Brunei";"Bahia";223;6;"2451"
"Exportação";2026;"Espanha";"Pernambuco";211;1;"2451"
"Exportação";2026;"Venezuela";"Goiás";209;36;"2451"
"Exportação";2026;"Equador";"Rio Grande do Sul";209;1;"2451"
"Exportação";2026;"Congo";"São Paulo";209;1;"2451"
"Exportação";2026;"Bolívia";"Rondônia";205;322;"2451"
"Exportação";2026;"Aruba";"São Paulo";198;2;"2451"
"Exportação";2026;"China";"Paraná";196;9;"2451"
"Exportação";2026;"Libéria";"Maranhão";191;20;"2451"
"Exportação";2026;"Honduras";"Rio Grande do Sul";175;6;"2451"
"Exportação";2026;"Turquia";"Rio Grande do Sul";169;2;"2451"
"Exportação";2026;"Costa Rica";"Rio Grande do Sul";168;6;"2451"
"Exportação";2026;"Bermudas";"Rio de Janeiro";168;1;"2451"
"Exportação";2026;"Equador";"Santa Catarina";164;1;"2451"
"Exportação";2026;"Maurício";"São Paulo";161;3;"2451"
"Exportação";2026;"Turquia";"Bahia";159;60;"2451"
"Exportação";2026;"Uruguai";"Minas Gerais";147;6;"2451"
"Exportação";2026;"Austrália";"Rio Grande do Sul";141;5;"2451"
"Exportação";2026;"Rússia";"Minas Gerais";141;1;"2451"
"Exportação";2026;"Países Baixos (Holanda)";"Espírito Santo";136;30;"2451"
"Exportação";2026;"Turcomenistão";"São Paulo";123;0;"2451"
"Exportação";2026;"Sérvia";"São Paulo";120;1;"2451"
"Exportação";2026;"Bahamas";"Bahia";119;0;"2451"
"Exportação";2026;"Hungria";"Santa Catarina";117;1;"2451"
"Exportação";2026;"Tcheca, República";"Santa Catarina";117;1;"2451"
"Exportação";2026;"Costa do Marfim";"São Paulo";112;1;"2451"
"Exportação";2026;"Cabo Verde";"São Paulo";111;0;"2451"
"Exportação";2026;"Uganda";"São Paulo";106;1;"2451"
"Exportação";2026;"Grécia";"São Paulo";104;17;"2451"
"Exportação";2026;"Cazaquistão";"São Paulo";103;3;"2451"
"Exportação";2026;"Paraguai";"Minas Gerais";101;84;"2451"
"Exportação";2026;"Estados Unidos";"Não Declarada";100;1182;"2451"
"Exportação";2026;"Hong Kong";"Alagoas";95;14;"2451"
"Exportação";2026;"Grécia";"Santa Catarina";89;10;"2451"
"Exportação";2026;"Zimbábue";"São Paulo";88;0;"2451"
"Exportação";2026;"Vietnã";"São Paulo";79;0;"2451"
"Exportação";2026;"Uganda";"Rio Grande do Sul";74;20;"2451"
"Exportação";2026;"Polinésia Francesa";"São Paulo";69;0;"2451"
"Exportação";2026;"Guiana Francesa";"Rio Grande do Sul";66;8;"2451"
"Exportação";2026;"Honduras";"Paraná";64;0;"2451"
"Exportação";2026;"Guadalupe";"São Paulo";59;1;"2451"
"Exportação";2026;"Honduras";"Santa Catarina";54;1;"2451"
"Exportação";2026;"Marshall, Ilhas";"Paraná";50;4;"2451"
"Exportação";2026;"Estados Unidos";"Ceará";45;0;"2451"
"Exportação";2026;"Rússia";"Rio Grande do Sul";42;1;"2451"
"Exportação";2026;"Ruanda";"Paraná";39;1;"2451"
"Exportação";2026;"Equador";"Paraná";38;1;"2451"
"Exportação";2026;"El Salvador";"Rio Grande do Sul";36;0;"2451"
"Exportação";2026;"Zâmbia";"São Paulo";34;1;"2451"
"Exportação";2026;"Congo, República Democrática";"Rio Grande do Sul";33;9;"2451"
"Exportação";2026;"Camarões";"São Paulo";31;1;"2451"
"Exportação";2026;"Marrocos";"São Paulo";31;0;"2451"
"Exportação";2026;"Turquia";"Santa Catarina";30;1;"2451"
"Exportação";2026;"Belize";"São Paulo";29;0;"2451"
"Exportação";2026;"México";"Paraná";28;80;"2451"
"Exportação";2026;"Países Baixos (Holanda)";"Rio Grande do Sul";27;1;"2451"
"Exportação";2026;"Nova Zelândia";"Rio Grande do Sul";27;0;"2451"
"Exportação";2026;"Argélia";"Rio Grande do Sul";25;0;"2451"
"Exportação";2026;"França";"Paraná";22;1;"2451"
"Exportação";2026;"Costa Rica";"Santa Catarina";21;0;"2451"
"Exportação";2026;"Nicarágua";"Rio Grande do Sul";21;0;"2451"
"Exportação";2026;"Argentina";"Bahia";21;0;"2451"
"Exportação";2026;"Venezuela";"Amazonas";20;20;"2451"
"Exportação";2026;"Guiana Francesa";"Mato Grosso";17;2;"2451"
"Exportação";2026;"Hong Kong";"Rio Grande do Sul";16;0;"2451"
"Exportação";2026;"Angola";"Rio Grande do Sul";15;0;"2451"
"Exportação";2026;"Tailândia";"Minas Gerais";12;1;"2451"
"Exportação";2026;"África do Sul";"Paraná";12;0;"2451"
"Exportação";2026;"China";"Bahia";12;0;"2451"
"Exportação";2026;"Rússia";"Santa Catarina";12;0;"2451"
"Exportação";2026;"Zâmbia";"Rio Grande do Sul";11;0;"2451"
"Exportação";2026;"Quênia";"São Paulo";10;0;"2451"
"Exportação";2026;"Tanzânia";"São Paulo";9;0;"2451"
"Exportação";2026;"El Salvador";"Santa Catarina";8;0;"2451"
"Exportação";2026;"Argentina";"Goiás";7;1;"2451"
"Exportação";2026;"Paraguai";"Goiás";6;0;"2451"
"Exportação";2026;"Tunísia";"São Paulo";6;0;"2451"
"Exportação";2026;"Armênia";"São Paulo";4;0;"2451"
"Exportação";2026;"Reino Unido";"Rio Grande do Sul";4;0;"2451"
"Exportação";2026;"Índia";"Paraná";4;0;"2451"
"Exportação";2026;"Níger";"Rio Grande do Sul";2;0;"2451"
"Importação";2026;"Estados Unidos";"São Paulo";34540609;748440;"2451"
"Importação";2026;"China";"São Paulo";34473158;11967966;"2451"
"Importação";2026;"China";"Santa Catarina";24065169;9789593;"2451"
"Importação";2026;"Estados Unidos";"Rio de Janeiro";19531180;180432;"2451"
"Importação";2026;"China";"Rio de Janeiro";15133815;1782404;"2451"
"Importação";2026;"Reino Unido";"Rio de Janeiro";11311940;172020;"2451"
"Importação";2026;"Reino Unido";"São Paulo";7591744;103312;"2451"
"Importação";2026;"Itália";"São Paulo";4999846;400897;"2451"
"Importação";2026;"Alemanha";"São Paulo";4271002;137932;"2451"
"Importação";2026;"Alemanha";"Rio de Janeiro";3873881;21599;"2451"
"Importação";2026;"Noruega";"Rio de Janeiro";3837971;14224;"2451"
"Importação";2026;"China";"Espírito Santo";3825653;1294957;"2451"
"Importação";2026;"China";"Paraná";3818778;558628;"2451"
"Importação";2026;"China";"Rio Grande do Sul";3363280;1285166;"2451"
"Importação";2026;"China";"Bahia";3176876;1626361;"2451"
"Importação";2026;"Itália";"Minas Gerais";3079991;183486;"2451"
"Importação";2026;"China";"Minas Gerais";2610357;742441;"2451"
"Importação";2026;"Itália";"Rio de Janeiro";2587749;259399;"2451"
"Importação";2026;"Polônia";"Santa Catarina";2428861;192347;"2451"
"Importação";2026;"Coreia do Sul";"Rio de Janeiro";2282247;61632;"2451"
"Importação";2026;"China";"Rondônia";2246873;617066;"2451"
"Importação";2026;"Polônia";"Rio de Janeiro";2160668;102692;"2451"
"Importação";2026;"Índia";"Santa Catarina";1586187;2213271;"2451"
"Importação";2026;"Japão";"São Paulo";1576057;76455;"2451"
"Importação";2026;"França";"São Paulo";1570957;55028;"2451"
"Importação";2026;"Alemanha";"Santa Catarina";1563276;87459;"2451"
"Importação";2026;"Estados Unidos";"Paraná";1396170;30451;"2451"
"Importação";2026;"Coreia do Sul";"São Paulo";1387230;122055;"2451"
"Importação";2026;"Austrália";"Rio de Janeiro";1255804;41857;"2451"
"Importação";2026;"Espanha";"Rio de Janeiro";1163797;40163;"2451"
"Importação";2026;"Estados Unidos";"Minas Gerais";1096512;24166;"2451"
"Importação";2026;"China";"Pernambuco";1086628;259131;"2451"
"Importação";2026;"França";"Rio de Janeiro";1058781;140908;"2451"
"Importação";2026;"Índia";"São Paulo";1010452;160228;"2451"
"Importação";2026;"China";"Amazonas";986200;391700;"2451"
"Importação";2026;"Dinamarca";"Rio de Janeiro";964098;3901;"2451"
"Importação";2026;"Estados Unidos";"Rio Grande do Sul";872706;36204;"2451"
"Importação";2026;"Suécia";"São Paulo";851295;37947;"2451"
"Importação";2026;"Alemanha";"Paraná";784652;59385;"2451"
"Importação";2026;"Malásia";"Rio de Janeiro";741874;21780;"2451"
"Importação";2026;"Tcheca, República";"Rio de Janeiro";733584;8905;"2451"
"Importação";2026;"Índia";"Rondônia";658859;1148490;"2451"
"Importação";2026;"Itália";"Paraná";650317;25751;"2451"
"Importação";2026;"França";"Paraná";598933;36224;"2451"
"Importação";2026;"Itália";"Santa Catarina";584409;23925;"2451"
"Importação";2026;"Estados Unidos";"Goiás";567475;27360;"2451"
"Importação";2026;"Espanha";"Bahia";560400;5914;"2451"
"Importação";2026;"Singapura";"Rio de Janeiro";558999;6739;"2451"
